"headline","subheadline","author","content","newspaper","date"
"Premier del Solár Responde al Congreso por Archivar Adelanto de Elecciones","","","Premer del Solár respondió al Congreso respecto al archivo del proyecto de adelanto de elecciones.","peru21","2019/09/27"
"PRESIDENTE VISCARRA ESPERA DEMOSTRAR DESPRENDIMIENTO","","Pedro Olaechea","Presidennte Viscarra espera demostrar desprendimiento.","peru21","2019/09/27"
"Gobierno Afirma Que No Se Quedará de Brazos Cruzados y Alastra Respuesta","","Iván Atilan Velázquez Fabiana Sánchez Dinale","El Gobierno evalúa cómo responder legalmente al Congreso tras el archivo del proyecto de adelanto de elecciones.","peru21","2019/09/27"
"Análisis de la Crisis","","","Salvador del Solar mantiene suspense mientras el presidente Vizcarra aún no decide su próximo paso.","peru21","2019/09/27"
"MARCHA PROTESTA CONTRA DECISION DEL CONGRESO","Exigieron cierre del Congreso","","Colectivos y organizaciones sociales marcharon demandando el cierre del Congreso tras el archivo del proyecto de adelanto de elecciones.","peru21","2019/09/27"
"Editorial: El Perú No Debe Fundar Reforma Para Adelantar Elecciones Generales","","Director Editorial Cecilia Valencia","El editorial critica la negativa del Congreso a aprobar el adelanto de elecciones, destacando el egoísmo de ciertos congresistas.","peru21","2019/09/27"
"Movements in Financial Transactions","","","Compras realizadas en dispositivos Lapay y Vendemás, en el voucher de compra aparecerá una glosa que indica: PAGOS SIN INTERÉS.","peru21","2019/09/27"
"","","","Esta campaña no es acumulable con otras promociones. No aplica a tarjetas de débito específicas, créditos repuestos, visas especiales, etc.","peru21","2019/09/27"
"Caso judicial relacionado con OAS","Procura Ad-Hoc solicitó inclusión de OAS como tercer civil responsable","","Hoy podría definirse que OAS pague reparación civil. Empresa brasileña negocia colaboración eficaz con la Fiscalía Peruana.","peru21","2019/09/27"
"Peligro de manipulación legislativa","Congreso aprueba medidas controvertidas mientras crisis continúa","","Avanza caso Monteverde. Juez dejó al voto petición de fiscales para añadir nuevas empresas implicadas.","peru21","2019/09/27"
"Dudas sobre futuro político","Quién liderará la protesta popular?","Carlos Tapia Salgado","Salvador del Solar necesita aliados para confrontar amenazas políticas emergentes.","peru21","2019/09/27"
"Audiencia judicial clave","Rechazo de apelación de ex primera dama","","Primera sala de apelaciones confirmó validez del allanamiento realizado en casa de Nadine Heredia.","peru21","2019/09/27"
"Innovación económica discutida","Propuestas audaces para combatir la ilegalidad","Jaime Aguirre Guardia","Discute potencial implementación de criptoactivos regulados para mejorar seguimiento monetario.","peru21","2019/09/27"
"Estrategias gubernamentales","Ministerio planea modelos contractuales para agilizar construcción","","Documento modelado permitirá simplificar procesos de adjudicación de obras públicas importantes.","peru21","2019/09/27"
"DERECHOS HUMANOS Y RESPALDO AL REGIMEN DE NICOLÁS MADURO EN VENEZUELAA","BRASIL – HÁBEAS CORPUS","AGENCIASS”;Por seis votos contra cuatro, la Corte Suprema de Brasil concedió ayer un hábeas corpus a un exgerente de Petrobras, medida que puede poner en tela de juicio muchas de las condenas dictadas en esa vasta operación contra la corrupción.""","","peru21","2019/09/27"
"HUYERON A BOLIVIA SOLOS ASALTANTES","APARENTE ESCAPE POST-CRIME","SHIRLEY ÁVILA","El venezolano conocido como ‘Machelo’, cabecilla de la organización criminal que asesinó y descuartizó a dos jóvenes en el hostal Señor de Sipán, en San Martín de Porres, y sus dos lugartenientes —identificados como Leswy Linares, ‘Leswy’ y Jonatan Donayre Senprún, ‘Chona’—habrían fugado a Bolivia apenas cometieron el cruento crimen.","peru21","2019/09/27"
"PÉRDIDA DE AUTORIZACIÓN PARA OPERAR EN COSTA VERDE","MEDIDAS EMERGENCIALES","-","El alcalde de Lima, Jorge Munoz, anunció medidas urgentes en áreas específicas de la costa metropolitana para mitigar posibles daños estructurales.","peru21","2019/09/27"
"CARGOS PENALES CONTINUAN CONTRA ADOLFOP BAZÁN GUERRERO","ACUSA DE TOCAMIENTOS INDIGNOS","LA REDACCION","Además, existe una orden de detención preliminar contra el abogado Adolfo Bazán Gutiérrez, acusado de varios delitos sexuales graves.","peru21","2019/09/27"
"FISCALÍA DENUNCIA IRREGULARIDADES FINANCIERAS","DISEMINACIÓN DE DINERO PUBLICO","ALAN BENITES","Se encontraron irregularidades financieras significativas durante la fiscalización de fondos destinados a proyectos culturales en La Libertad.","peru21","2019/09/27"
"SISTEMA EDUCATIVO REACTIVA PROGRAMAS SOCIALES","RETORNOS POSINCENDIOS","-","Después de incidentes devastadores anteriores, nuevas iniciativas educacionales prometen mejorar condiciones habitacionales para grupos vulnerables.","peru21","2019/09/27"
"¿Por qué damos más importancia a la población y el año escolar?","NA","NA","My yo no lo sé, pero ¿estás seguro? Mi claro, nunca llegué.","peru21","2019/09/27"
