"headline","subheadline","author","content","newspaper","date"
"Gobierno alista medidas para el fomento del empleo","","","Hoy el ministro de Trabajo presentará ante el Consejo Nacional del Trabajo alrededor de 14 propuestas como parte de la reforma laboral que el Gobierno impulsará.","gestion","2016/12/01"
"Falta de confianza del consumidor entra en territorio negativo","Optimismo postelectoral se desvanece.","","Luego de una breve mejora en los componentes de octubre y noviembre, la confianza del consumidor experimentó un descenso significativo.","gestion","2016/12/01"
"Inició CADENA 2016","BAJELEMA 2021, la propuesta del gobierno."," ""FERNANDO ZAVAÑADIJO QUÉ CREARÁ UNA OFICINA PARA AGILIZAR LA INVERSIÓN PRIVADA""","Desde diciembre, el costo de financiamiento pasará de 7.8% a 7...%","gestion","2016/12/01"
"Novedades fiscales para Nadine Heredia","LA FISCALIZACIÓN LEVANTARÁ SECRETOS BANCARIOS AL PRESIDENTE PEDRO CARETERIANO Y RENE CORNEJO,","YOHN LESCANO","Según reportajes periodísticos, fiscalización investigará movimientos financieros relacionados con figuras políticas importantes.","gestion","2016/12/01"
"Duplicación de ingresos por taquilla en futbol","Club duplicó su ingreso por taquilla en la presente temporada.","","Se destaca el aumento notable en la recaudación de entradas comparado con temporadas previas.","gestion","2016/12/01"
"Desaceleración generalizada","NA","José Carlos Saavedra","Durante los últimas trimestres, el crecimiento del PBI peruano se ha explicado principalmente por el incremento récord de la producción minera... el crecimiento se mantenga lento unos trimestres más.","gestion","2016/12/01"
"Gestión Medidas para impulsar la inversión pública","Montos de proyectos bajo obras por impuestos podrá superar los SI 59 millones.","","Se incorporan nuevos sectores al esquema de obras por impuestos... El Decreto Legislativo 1250 modifica la Ley No29230... ","gestion","2016/12/01"
"ECONOMÍA Destribaje de Proyectos de Inversión","Cambios en las normas para APP regirán como máximo desde febrero del 2017.","Miguel Alonso Juárez-Pinto","Los principales cambios son el fortalecimiento de Pronversión y que la Dirección General de Política de Promoción de la Inversión Privada del Ministerio de Economía y Finanzas (MEF)... ","gestion","2016/12/01"
"Hoy se verán 14 medidas laborales en el CNT","Propuesta gubernamental para incentivar el empleo juvenil.","Miguel Alonso Juápez-Pinto","El Ejecutivo propondrá hoy en el Consejo Nacional del Trabajo (CNT), mesa de bajo que agrupa a representantes de los trabajadores, empleadores y el Estado, 14 medidas para mejorar el marco laboral...","gestion","2016/12/01"
"Inflación Mensual se desacelera en noviembre","Tasa fue 0.29%; sin embargo, la inflación anual de los últimos doce meses a noviembre, fue de 3.35%. ","","Algunos alimentos como la leche y el pollo suben más. La inflación de noviembre, medida por el índice de precios al consumidor (IPC) de Lima Metropolitana, fue de 0.29%","gestion","2016/12/01"
"Lima Metropolitana Inflación mensual se desacelera en noviembre, tasa fue 0.29%-","Inflación Anual de los últimos doce meses a noviembre, fue de 3.35% y sigue por encima del rango meta del BCR.","","Según el reporte del INE, el resultado del mes de noviembre estuvo influenciado principalmente por el alza de precios de los grandes grupos de menudo, como alquiler de vivienda, combustibles y electricidad...","gestion","2016/12/01"
