"headline","subheadline","author","content","newspaper","date"
"NUEVO TERREMOTO 3.1 GRADOS EN MÉXICO","Deja Más de Cien Muertos","","México experimentó hoy un terremoto de magnitud 3.1, causando numerosas víctimas.","ojo","2017/09/20"
"CAMBIO DEL DÓLAR COMPRA-VENTA","COMPRA – VENTA S/3.245 / S/3.253","","Actualización de tasas cambiarias para compra y venta del dólar estadounidense.","ojo","2017/09/20"
"SOPHIA LOREN NACE EN ROMA","Reconocida Leyenda Viviente del Cine Clásico de Hollywood","","Sophia Loren celebra su nacimiento en Roma siendo considerada una figura legendaria del cine.","ojo","2017/09/20"
"FUENTES ANUNCIAN POSIBLES ACCIONES LEGALES CONTRA KEIKO FUJIMORI","Kenji Fujimori critica acciones dentro de Fuerza Popular","","Keiko Fujimori enfrenta potencial conflicto legal según revelaciones internas de su propio partido.","ojo","2017/09/20"
"MERY AMPUERO DENUNCIA LA DESAPARICIÓN DE SU SOBRINO JOAQUÍN","Escapa junto a su novia de 14 años","","Joquin, de 12 años, escapó con su novia de 14 años, originándose una búsqueda urgente.","ojo","2017/09/20"
"POLICÍA CAPTURO A MUJER QUE OFRECIÓ RECIBIR BRACKETS NOCTURNAMENTE","Sin Titulado Profesional","David Vera Trujillo","Una mujer venezolana ofrece servicio médico sin licenciamiento válido, generando alarmas sanitarias.","ojo","2017/09/20"
"HOMBRE DISPARA ARMA DOMESTICA Y HERIDO SU PROPIO HIJO","Tragedia Familiar en Distrito de Ventanilla","","Un incidente doméstico fatal involucró a un menor lesionado mortalmente por accidente con arma de fuego.","ojo","2017/09/20"
"AÑADA ESTUDIO ACUSA MAL MANEJO ADMINISTRATIVO EN EDUCACIÓN SUPERIOR","Denuncia irregularidades en otorgamiento de credenciales académicas.","","Se reportan anomalías significativas en la gestión institucional respecto a la validez de diplomas emitidos.","ojo","2017/09/20"
"Huracán María causa estragos en República Dominicana","","","DOMINICA. El huracán María, que ya es categoría 5, embistió el martes la isla de Dominica y causó devastación, con vientos de 260 km/h.","ojo","2017/09/20"
"Peligro en México tras terremotos consecutivos","","REDACCIÓN","NISSAN NV350 URVAN. Después del terremoto de magnitud 7.1 registrado en México, sigue siendo peligroso debido a múltiples réplicas potencialmente destructivas.","ojo","2017/09/20"
"MARBELY RAMÍREZ FEIJOO continuará estudio de Arquitectura en España","Cumple su sueño de estudiar en Europa","FERNANDO CASTILLO","Marbely Ramírez, originaria de Tumbes, recibió la beca Beca 18 del Ministerio de Educación para cursar Arquitectura en España.","ojo","2017/09/20"
"Suspension de Grammys Latinos tras terremoto en México","Anuncios postergados","redaccion@grupospena.pe","Pospusieron el anuncio de las nominaciones a los Latin Grammy debido al impacto del terremoto en México.","ojo","2017/09/20"
"Laura Bozzo experimenta terremoto en México","Comparte experiencia en vivo","Laura Bozzo","Bozzo relató sentirse aterrorizada durante el terremoto en México, aunque finalmente confirmó que tanto ella como su hija estuvieran a salvo.","ojo","2017/09/20"
"Belen Estévez demanda justicia frente a falsedades","Exige reconocimiento de su condición física real","Carlos Narciso","Belén Estévez critica públicamente a compañeros de ‘El Gran Show’ por minimizar su verdadero problema médico durante la competencia. ","ojo","2017/09/20"
"Deyvis Orosco anticipa lanzamiento de su película Somos Néctar","Coincidirá con partido crucial de Perú","Deysi Orozco","‘Bomboncito de la cumbia’, Deyvis Orosco, anunció el estreno de su película coincidente con el juego clave de Perú contra Argentina.","ojo","2017/09/20"
"Pedro Gallese continúa su recuperación","NA","NA","Pedro Callese, arquero de la selección peruana, está en Lima y ayer inició sus trabajos de recuperación para enfrentar a Argentina.","ojo","2017/09/20"
"Miguel Araujo es la novedad en Alianza Lima","NA","NA","El técnico de Alianza Lima, Pablo Bengoechea, prepara novedades para el duelo del próximo fin de semana contra Sporting Cristal. Se trata de Miguel Araujo, quien superó su lesión a la pierna derecha.","ojo","2017/09/20"
"Pablo Troglio espera victoria crucial","NA","NA","'Tenemos que sacar la raza peruana', dijo el técnico de Universitaria, Pablo Troglio, refiriéndose al partido decisivo contra Municipal.","ojo","2017/09/20"
"Bundesliga: Bayern Munich lidera nuevamente","James Rodríguez destaca","NA","Bayern München llegó a la punta del torneo tras derrotar 3–0 al Schalke 04. James Rodríguez destacó con un golazo.","ojo","2017/09/20"
"Nueva tensión en PSG entre Neymar y Cavani","Medios reportan conflicto","NA","Según medios franceses, existe tension entre Neymar y Edinson Cavani debido a diferencias en el equipo parisino.","ojo","2017/09/20"
"FIFA World Cup Qualifiers: Selecciones importantes próximas fechas","Leicester City elimina al Liverpool","NA","Durante la tercera ronda de la Copa de la Liga Inglaterra, Leicester City avanzó gracias a los goles de Okazaki y Slimani.","ojo","2017/09/20"
"AUTOBÚS presenta ‘Cuerpos de Luz’","Diez años en la escena musical","Autobús","Después de más de diez años en la escena musical, Autobús lanzó su nueva producción titulada 'Cuerpos de Luz'.","ojo","2017/09/20"
"DNI Electrónico: Proceso simplificado","Explica Elisa Cabrera","NA","Jessica Cediel hablará sobre su papel en 'Una Comedia Macabra'; además, Elisa Cabrera detalla el proceso para obtener el DNI electrónico.","ojo","2017/09/20"
"Trends Fashion: Pieles alternativas dominan","Reviven tendencias históricas","NA","Las pieles sintéticas vuelven a estar de moda inspirándose en épocas pasadas, mientras que el terciopelo simboliza ahora toda una generación moderna.","ojo","2017/09/20"
"Maquillajes profesionales: Consejos prácticos","Cómo mantener tu look intacto","NA","Para asegurar un maquillaje resistente, utiliza bases mixtas y técnicas específicas adaptadas a distintos tipos de eventos sociales.","ojo","2017/09/20"
