"headline","subheadline","author","content","newspaper","date"
"Este es una organización criminal parasitaria dentro del estado peruano”; “Gustavo G Pouo lista le llamará Walter Ríos es el primer detenido por los audios de la vergüenza”;“OSCAR QUISPE IVÁN ATILANO”;“Sobre las cuatro de la tarde de ayer, la División de Investigaciones de Alta Complejidad de la Policía llegó a la calle Francisca Sánchez 151, San Miguel, con un contingente de más de 20 agentes para allanar el domicilio y luego detener a Walter Ríos, el juez de los ‘10 verdecitos’, quien hasta el viernes era el presidente de la Corte Superior de Justicia del Callao (CSIC). Ríos estará detenido de manera preliminar por un plazo de tres días. El pedido de captura lo realizó el fiscal Jaime Velarde, de la Fiscalía Suprema de Control Interno, y lo autorizó el juez Luis Cevallos, de la Corte Suprema.”
; ""","“NA”","“Antes de que la Policía llegara al domicilio, el juez Ríos declaró que se someterá a las autoridades y que no tiene pensado salir del país porque sus hijas están aquí. Esto será utilizado por el magistrado ante un inminente pedido de prisión preventiva para acreditar arraigo familiar. EL HOMBRE CLAVE”","","peru21","2018/07/16"
""," ","“NA”","“Según la resolución judicial que autorizó la detención de Ríos, y a la que tuvo acceso Perú21, el expresidente de la CSJC ’sería el hombre clave de la red de corrupción dentro de la Corte’ y los hechos que se investigan ’son ilícitos del desarrollo de una organización criminal’. Para los vecinos de la calle Francisca Sánchez, Ríos también era el hombre clave. Su casa, a la que se acababa de mudar apenas hace cinco meses, era el escenario de grandes fiestas. Los numerosos autos con lunas polarizadas, que llegaban todas las semanas a las reuniones del juez en la terraza de su casa, obstaculizaban el libre tránsito de los vecinos.""","peru21","2018/07/16"
""," ","“NA”","“VEA TAMBIÉN DANIEL PEIRANO. En 2016, el CNM, con Guido Aguilar como presidente, lo volvió a su cargo. Podría extenderse. Si los tres días de detención preliminar resultaran insuficientes para la Fiscalía, podrían prolongarse aún más. Cuando el periodo de Ríos como presidente de la CSJC concluyese en diciembre de este año, buscaba que Peirano lo sustituyera en el cargo.”","peru21","2018/07/16"
""," ","“NA”","“Activista político: ‘En el Callao reina la impunidad.’ Al juez superior Walter Ríos deberían seguirlo a la cárcel los antiguos presidentes de la Corte Superior de Justicia del Callao, pues han tolerado que la región fuera el caldo de cultivo de la violencia delictiva, la corrupción y el narcotráfico. El probable futuro presidente de la Corte sería Daniel Peirano (también implicado en otro audio) debido a que la ley lo dictamina así. Éste es un vocal que ha nominado jueces para beneficiar a traficantes de terrenos. Ha gozado de la protección de fiscales supremos y de la OCI. Actualmente existe una demanda en su contra, aunque el sistema judicial muestra reticencia hacia ella. Por casi dos décadas, ningún líder del movimiento Chinchihuasi Callao: Alex Kouri, Juan Sotomayor y Felix Moreno, fueron procesados. Solo Moreno fue objeto de juicio en un tribunal limeño. En el Callao siempre disfrutaron de amparo por parte de jueces tales como Hinostroza y Ríos. Resulta inconcebible que queden libres mientras evaden indagatorias conforme a la Ley contra el Crimen Organizado.'”","peru21","2018/07/16"
"","Nuevo Audio Confirma Reunión entre Becerril y Consejeros”;“NA”;“Guido Aguila y Baltasar Morales corroboran encuentro solicitando respaldo para Julio Gutierrez en el CNM. Aunque inicialmente lo negase ante periodistas, un nuevo registro auditivo ratifica que Héctor Becerril efectivamente se encontró con los consejeros Baltazar Morales y Guido Aguila, antiguo mandatario del Consejo Nacional de la Magistratura, en la residencia de éste último ubicada en Trinidad Moran, Lince. En una entrevista concedida a Diario Expreso en diciembre de 207?, Ignacio Revoltoso relató que durante dicha junta, el personaje fujimorista y Aguila procuraron infructuosamente persuadir a Morales para que emitiera su voto favorable a favor de Gutierrez como aspirante a la presidencia del CNM. ‘Jamás ocurrió tal cosa', replicó Becerril refiriendo a aquel encuentro como simple invencion. Aguila igualmente lo desmintió. Empero, en el material sonoro divulgado tanto por Cuarto Poder como por dicho periódico digital, Baltazar recordó a Aguila ese episodio, siendo respondido positivamente por el exmiembro del CNM. Además, reprocha a Aguila por haber ocultado antes la realidad de dicha reunión.”","","","peru21","2018/07/16"
"Empleo se desacelera en el primer semestre","LP: Sí, como no es un banco, cuando uno realiza una actividad, el monto de los intereses que ganó está afecto al IOG, pero Oliva planteó una solución, la del subsidio por parte del Estado, para no trasladar el costo.","","Hubo una inyección de capital y aún así se registraron pérdidas de $5/340 millones. Le planteamos al MEF una inversión de $5/400 millones, pero no había fondos. También consultamos a empresas internacionales y no obtuvimos respuestas positivas. Actualmente, prácticamente no podemos salvar Agrobanco con el sistema existente. Por esto surge una nueva propuesta denominada Mi Agro. Hablamos también de aumentar el costo para los productores debido al incremento del IGV.","peru21","2018/07/16"
"Pese al crecimiento del PBI, el aumento de contrataciones es lento","GM: Tiene que estar asociado también a un soporte de política del sector porque de nada servirá otorgar un crédito si no damos las condiciones necesarias para desarrollar dicha agricultura.","","Retirar los subsidios es complicado porque resulta impopular. ¿Pero han evaluado qué rango de tasas podría establecerse en MiAgro? LP: Si la intención es definir una tasa, en este momento no podemos determinarlo responsablemente, ya que podríamos generar expectativas irreales. Respecto a la extensión de la Ley de Promoción Agraria, el Ministerio ya emitió un primer informe. ¿Qué opinión tiene el ejecutivo? GM: Observo algunas objeciones relacionadas con la prolongación de trece años, considerando que varias industrias requieren periodos mayores para obtener certezas legales adecuadas para inversiones significativas.","peru21","2018/07/16"
"Nueva normatividad impulsó empleo en el sector agrícola","Durante la última década, nueve de cada diez nuevos empleos formales en dicho sector surgieron bajo la Ley de Promoción Agraria, cuyo período concluye en 2021 aunque pueda extenderse otros 21 años siguiendo solicitud gubernamental.","","Según datos proporcionados por la SN, esta legislación facilitó que los agricultores contratados durante su vigencia percibiran ingresos mensuales aproximadamente de S/.1,575, triplicando comparativamente aquellos obtenidos por trabajadores informales dentro del mismo campo. Ricardo Márquez, director de este organismo empresarial, sugiere expandir estas regulaciones específicas a sectores adicionales como el acuícola y forestal, argumentando beneficios similares derivados de incentivar la producción nacional mediante herramientas legislativas especializadas.","peru21","2018/07/16"
"Reforma al PJ","","","Demasiado caviar en su composición. ¿Cuándo saldremos de esa argolla ideológica? Ser presidida por un respetable diplomático, que no debe tener la menor idea del mundo judicial. El poquísimo tiempo asignado. La excesiva cercanía de algunos de ellos a personajes también cuestionados.","peru21","2018/07/16"
"Autoridades crearan sistema para compartir información de agresores y víctimas","Proyecto impulsado por la Defensoría del Pueblo","Alejandra García Espichán","En un plazo máximo de tres meses, la Policía, la Fiscalía, el Poder Judicial y el Ministerio de la Mujer tendrán acceso a toda la información personal de los agresores de mujeres y de quienes han cometido cualquier acto de violencia contra miembros del grupo familiar. También podrán conocer los datos de las víctimas. Esto estará incluido en el Registro Único de Víctimas y Agresores (RUVA), que estará a cargo del Ministerio Público. Se trata de una herramienta con la que se busca prevenir, sancionar y erradicar los casos de violencia –sexual, física, moral, cognitiva o económica– contra la mujer y la familia.","peru21","2018/07/16"
