"headline","subheadline","author","content","newspaper","date"
"Queja contra universidad","GD","Maximo Leon","Este año, el costo de la inscripción a la Universidad Nacional Mayor de San Marcos (UNMSM) alcanza los 410 soles para estudiantes provenientes de instituciones públicas y 780 soles para aquellos de establecimientos particulares, sumado al costoso prospecto valorizado en 90 soles.","trome","2016/02/18"
"HABLATAROME","Habla Trome","Anónimo","Un ciudadano expone su indignación hacia empresas que ofrecen servicios engañosos bajo pretextos sentimentales, criticando especialmente aquellas que explotan emociones humanas vulnerables.","trome","2016/02/18"
"Gobierno actuará frente a invasiones de propiedad","Invadían propiedades y extorsionaban a sus dueños","Anónimo","Según informes policiales, cuatro individuos operaban cerca del río Chillón, usurpando terrenos mediante intimidación y exigencias económicas forzadas a los legítimos propietarios.","trome","2016/02/18"
"Fallece madre embarazada en circunstancias sospechosas","Encuentran sin vida a azafata embrazada","Anónimo","Una tragedia sacude a la comunidad cuando descubrieron muerta a una empleada de vuelo junto a su bebé aún dentro de ella, despertando rumores sobre acciones criminales cometidas por su compañero sentimental.","trome","2016/02/18"
"Dudas sobre la integridad académica","Joel Segura advierte sobre práctica indebida","Joel Segura","Ante preocupaciones recurrentes respecto a la honestidad académica, Joel Segura recalca la importancia de mantener altos estándares éticos en evaluaciones escolares y sugiere medidas legislativas efectivas para combatirlas.","trome","2016/02/18"
"Caso judicial genera controversia","Finalmente, la fiscalía del Callao dictaminó","Anónimo","Tras múltiples irregularidades procesales, finalmente se ordenó la prisión provisional de José Luis Minaya, implicado directamente en el crimen de su propio hijo.","trome","2016/02/18"
"Colo-Colo en Ecuador","","","Te. Alos14, combinaron Zúñiga con el centro, Cuesta con el remate y déz con el toque en la línea tras Leonardo Silva.","trome","2016/02/18"
"Reynoso encontró una ventaja","","","El cuadro benévol Reynoso encontró una ventaja, que no supo mantener por mucho tiempo.","trome","2016/02/18"
"HARÁN DOCUMENTAL DE INÉS MELCHOR HISTORIA DE UNA GUERRERA","Su esfuerzo no tiene límites.","“NA”","Inés Melchor, que participará en los Juegos Olímpicos de Río 2016, será la protagonista del documental ‘Prueba de fondo’ que revelará la preparación de la huancaina para el máximo desafío de este año.","trome","2016/02/18"
"Falta goleo de Paolo Guerrero","Flamengo ganó, pero Paolo no anotó","","Minuto 17', el balón le llegó a Rafael Carioca y este HARÁN DOCUMENTAL DE INÉS MELCHOR HISTORIA DE UNA GUERRERA y G». Su esfuerzo no tiene límites. Inés Melchor, que participará en los Juegos Olímpicos de Río 2016, será la protagonista del documental 'Prueba de fondo'.","trome","2016/02/18"
"Angie Arizaga no descarta tomar relación con Nicola Porcella","Su ‘negrita’ no descarta retomar relación con Porcella pero ‘lo que pase se quedará entre nosotros’","Juan Valle","Como recordamos, el año pasado Ángelo Lazo – amigo íntimo de Angie – reveló un audio donde se escucha a la integrante del reality ’Este es Guerra’ quejarse de los constantes maltratos que sufría por parte de Porcella. Incluso, habría intentado quitársele la vida.","trome","2016/02/18"
"Guty Carrera sobre Melissa Loza”; NA; “NA”; ‘Me van a matar’, dijo Guty Carrera cuando su expareja Melissa Loza lo depiló como castigo en un juego de ‘Este es guerra’. El Potro’ perdió una de las competencias y tuvo que aceptar que las ‘leonas’, encabezadas por Melissa, lo sometieran a la referida tortura.”","","","","trome","2016/02/18"
"'Diosa' le depiló las piernas y dijo 'la venganza es dulce'","NA","NA"," ""'La venganza es dulce, jaja... bueno, ahora sabrá todo lo que sufrimos las mujeres por la belleza. Esto es parte del programa, no hay nada contra él’, dijo Melissa. Luego, Guty se mostró relajado de tener al lado a Melissa. ‘Aquí hay mucho respeto, no hay bronces con ella ni con nadie.’”","trome","2016/02/18"
"Carrion Herrera visitó el set de 'Amor, Amor, Amor';NA""","NA"," ""‘Hipócrita’, y de inmediato el conductordede ‘Verano Extremo’ lerespondió que cada uno tenía un tribuno para opinar. ‘Pasa, pasa. Tú, ¿qué tanto me criticaste en la radio?’""","","trome","2016/02/18"
"Lourdes Sacín afirma que Andy V no es un padre ausente","NA","MarcelaCasas","Con Andy todo está tranquilo, al bebé lo ve todos los días. Dice que no es un padre ausente, pero no confirma ni desmiente si han vuelto.","trome","2016/02/18"
"Magnín Terrones regresa tras 'Verano extrema'","NA","NA"," ""Magnín Terrones reveló que una vez que culmine ‘Verano Extremo!’ se unirá al nuevo reality de Latina. Regreso a la televisión después de marzo’, afirmó el gauchoporque apoya la campaña de Angiem y pidió a todos que compren su Aniquito SOS, ya que con lo recaudado se ayudará a niños quemados de bajos recursos."" ","trome","2016/02/18"
"Tigresa del Oriente pospone su sub-boda","NA","Maria Clara Casas","Contó que ha suspendido su sub-boda con su novio Elmer Molocho, puesto que tienen algunos problemas que deben solventar. Elmer es soltero, ¿tu estás casada?","trome","2016/02/18"
