"headline","subheadline","author","content","newspaper","date"
"Convocatoria a Asamblea General Ordinaria","","","De conformidad con lo dispuesto en los Arts. 40°, 42°, 44° y 56º del Estatuto de la Institución, el Presidente del Consejo Director convoca a los socios efectivos a la Asamblea General Ordinaria, que se llevará a cabo el domingo 25 de mayo de 2014, en el local principal situado en Jr. Juan Pablo Fernandini No 1530, a partir de las 06:00 pm.","peru21","2014/05/04"
"Momento Electoral Importante","","","Además, se realizarán elecciones generales para seleccionar a los miembros del Consejo Directivo, de la Junta Calificadora y de Disciplina, y de la Comisión Revisora de Cuentas para el período 2014–2016, programadas para el domingo 25 de mayo de 2014, desde las 09:00 am hasta las 19:00 horas.","peru21","2014/05/04"
"Inscripciones Abiertas para Coaching Educativo","Dictado por Experta Internacional","Organizado por Ilvem Perú","Inscríbase ahora para aprender técnicas de lectura veloz, estudios eficientes y memoria mediante cursos dictados por expertos internacionales. Informes e inscripciones disponibles llamando al contacto proporcionado.","peru21","2014/05/04"
"Critica hacia Magistrado Ernesto Álvarez","Magistrado del Tribunal Constitucional","","Ernesto Álvarez mencionó haber detectado una conspiración dentro del Ministerio Público, según reportaje periodístico citado.","peru21","2014/05/04"
"Pago Participación Utilidades 2013","","Administración Anglo American Trading Co.","'Informamos a nuestros empleados pasados y actuales que pueden recibir su participación en las utilidades del 2013 visitando nuestra oficina central ubicada en Jr. Manuel Angel Ortiz No 744.'","peru21","2014/05/04"
"Defensa de Ministra Ana Jara","Ministra de Trabajo","","Ana Jara defendió a Nadine Heredia, refiriéndose a ella como una figura capaz de manejar ambas responsabilidades personales y profesionales, algo aún poco comprendido por el pueblo peruano.","peru21","2014/05/04"
"Festejos Presidenciales Reducción Pobreza","Presidente Ollanta Humala","","Durante la inauguración del fondo destinado a inclusión económica rural en Ayacucho, el presidente celebró la notable reducción de la pobreza registrada bajo su mandato.","peru21","2014/05/04"
"Opiniones Contrapuestas sobre Reforma Matrimonial","Entrevista a Rafael Rey","RAFAEL REY","Rafael Rey critica duramente la propuesta legislativa de legalizar la unión civil entre personas del mismo sexo, comparándola directamente con el concepto occidental de matrimonio debido a los privilegios fiscales y sociales otorgados exclusivamente a familias nucleares.","peru21","2014/05/04"
"Emisión de ceniza volcánica, algunas 1500 alpacas serán evacuadas del poblado arequipeño de San Juan de Tarucani.","","Floro Choque, alcalde del distrito","Algunas 1500 alpacas serán evacuadas del poblado arequipeño de San Juan de Tarucani hacia una zona segura por personal de Defensa Civil, autoridades municipales y pobladores.","peru21","2014/05/04"
"Celebra mundialmente el cebiche del chef peruano Javier Wong.;;Rodolfo Hinostroza""","El cebiche del chef peruano Javier Wong fue elegido como El Plato más Delicioso del Mundo en el festival Chowzter World’s Tastiest Street Food Festival 2014, en Londres. Superó opciones internacionales incluidas pizza italiana y comida tailandesa.","","","peru21","2014/05/04"
"Aclaración de Edgar Dionisio Santos sobre gestiones regionales.","","Edgar Dionisio Santos","Se refiere a acciones realizadas durante su mandato regional en Junín, asegurando procesos transparentes y justificables frente a cargos infundados.","peru21","2014/05/04"
"Diversas noticias breves relacionadas con eventos locales y corporativos.","","","'Servicios compartidos de Restaurantes S.A.C.' participación de utilidades 2013 anunciada. Cambios organizacionales en empresas locales reportados junto con detalles específicos de contacto y procedimientos administrativos.","peru21","2014/05/04"
"San Martín prepara cambios tácticos","Sin Hemán Hinostroza","NA","En medio de rumores sobre ajustes estratégicos dentro del club, Julio César Uribe anunció modificaciones significativas en la plantilla titular.","peru21","2014/05/04"
"Pizarro rompió récord en Bundesliga","Clave histórica","NA","Gracias a su impresionante desempeño esta semana, Claudio Pizarro estableció un hito al convertirse en el máximo goleador de la Bundesliga durante el siglo XXI según Mister Chip.","peru21","2014/05/04"
"Sergio Ramos busca consolidarse en España","Después de lograr importantes victorias personales","NA","Los seguidores esperaban ansiosos cómo afectaría esto a la carrera futbolística de Sergio Ramos después de haber alcanzado nuevos éxitos individuales.","peru21","2014/05/04"
"Futuros talentos emergen en ligas menores","Destacándose jóvenes prometedores","NA","Un joven jugador llamado Sydney Faiffer marcó decisivamente permitiendo que San Alejandro avanzase en competiciones secundarias mostrando gran potencial.","peru21","2014/05/04"
"Copa Italia termina con emociones fuertes","Juan Manuel Vargas deja huella","NA","A pesar de un intento valiente de Juan Manuel Vargas, Napoli obtuvo la victoria crucial frente a la tina en la última instancia de la copa italiana.","peru21","2014/05/04"
"Título italiano parece destinado a Juventude","Juventus encamina camino hacia otro scudettò","NA","Las probabilidades parecen inclinar la balanza a favor de Juventus si continúan manteniendo ventaja respecto a rivales cercanos conforme acercan el término de la temporada regular.","peru21","2014/05/04"
