"headline","subheadline","author","content","newspaper","date"
"Miguel Bellido Miguel Bellido en pedazos."," NA"," "," ""Desde que asumió el cargo el lunes pasado, el ministro del Interior, Daniel Urresti, ha dicho varias veces que su gestión se destacará por combatir frontalmente la delincuencia. Por esto, una de sus medidas tempranas para mitigar la inseguridad y acabar con los mercados negros en Lima es intensificar el patrullo con 2 mil policías de la Unidad de Servicios Especiales.""","elcomercio","2014/06/28"
"Tema del día: Reto del ministerio del interior."," NA"," "," ""Las 'cachinas' o mercados clandestinos en Lima impulsan la criminalidad y los robos frecuentes. El Ministerio del Interior planea suprimir este negocio ilegítimo aumentando el patrallaje con 2 mil agentes. Durante este año, se han reportado 3.514 casos de automóviles robados en la urbe.""","elcomercio","2014/06/28"
"Gonzalo Gutiérrez admite discrepancia con Chile respecto al inicio de la frontera terrestre."," NA","Cecilia Rosales Ferreryros ","Con confianza basada en experiencia diplomática, el canciller Gonzalo Gutiérrez declaró que existe una discordancia con Chile sobre el origen de la frontera terrestre, que evaluarán oportunamente. También expresó que podrían optarse por resolver disputas bajo arbitraje estadounidense.","elcomercio","2014/06/28"
"Ajustes legales tras fallo judicial.; NA; """," ""Tras el dictamen de la Corte Internacional de Justicia de La Haya, el gobierno peruano busca adecuar su normatividad interna conforme al fallo, especialmente modificando la Ley de Líneas de Base para cumplir con compromisos internacionales.""","","","elcomercio","2014/06/28"
"Federico Salazar Periodista Contramira Reforma Educativa Universitaria."," NA","Federico Salazar ","Salazar argumenta que aunque la intención de regularizar la academia es válida, aplicar restricciones generales como requisitos mínimos de titulación ignora dinámicas complejas inherentes al campo educacional. Critica la idea simplificada de vincular automáticamente la excelencia académica con certificaciones específicas.","elcomercio","2014/06/28"
"Polémica por Ley Universitaria","Autoridades universitarias cuestionan poderes entregados a supervisión","Martín Acosta González","Dos días después de la aprobación de la ley universitaria en el Congreso de la República, el principal cuestionamiento de las autoridades de los centros de estudios tiene que ver con los amplios poderes de la Superintendencia Nacional de Educación Superior Universitaria (Sunedu)...","elcomercio","2014/06/28"
"Investigación es uno de los pilares de la ley","","Enrique Cuneo","Las cifras muestran datos relevantes sobre el estado actual de las universidades en el país... ","elcomercio","2014/06/28"
"A partir de mañana entra en vigor el Protocolo de Aborto Terapéutico","","","Mañana entra en vigor el protocolo de aborto terapéutico. La interrupción del embarazo se podrá aplicar solo cuando la vida de la gestante esté en riesgo.","elcomercio","2014/06/28"
"Santiago, el Ícaro Peruano","","Joséfa Barrón y Gonzalo Torres","El 17 de diciembre de 1903 los Hermanos Wright lograron despegar por breves segundos el avión que habían diseñado e iniciar la carrera de dominio del aire que 66 años después llevó al hombre a la Luna. Pero mucho antes, el 22 de noviembre de 1761, una gran multitud se reunió en la Plaza Mayor de Lima a la espera de un milagro: Santiago, el fabricante de sombreros, se arrojaría desde la cumbre del Cerro San Cristóbal y aterrizara en la misma plaza.","elcomercio","2014/06/28"
"Presidente evalúa suspender inversiones","","","Orlando La Chira advirtió que podrían suspender los proyectos de inversión adjudicados si no muestran avances significativos.","elcomercio","2014/06/28"
"Banda trujillana habría lavado dinero mediante empresas","Delincuentes.","'Alonso Cher'; 'Los Malditos de El Triunfo' formaron 10 compañías para blanquear fondos provenientes de extorsiones.","","elcomercio","2014/06/28"
"SUS OCUPANTES SE SALVARON","Embarcación naufraga en el río Ucayali","","En Pucallpa, treinta ocupantes de la embarcación Orongongo 1 fueron salvados por la Marina de Guerra tras naufragar.","elcomercio","2014/06/28"
"Poblado minero afectado por incendio","Incendio deja 25 viviendas destruidas","","Un incendio provocado por manipulación indebida de productos químicos consumió 25 hogares en Ananea, Puno.","elcomercio","2014/06/28"
"Nativos Kukama elevan voz contra contaminación","Protesta en Iquitos","Juan Pablo Leonardo Almenaras","Tras 25 años de discriminación, los nativos Kukama elevaron su voz contra la contaminación del río Marañón.","elcomercio","2014/06/28"
"Ladrón entra a casa del alcalde de Arequipa","Robo sorprende seguridad","Julio Ángulo/Alexis Hasuisa","Desconociendo avisos anteriores, delincuentes entraron a la propiedad del alcalde Alfredo Zegarra y se llevaron objetos valuados en $30,000 USD.","elcomercio","2014/06/28"
"Fiscalía verifica riesgos en vertedero de Iquitos","Contaminación grave detectada","Carlos Lezama/Luis González Alonso-Chero","Inspección reveló graves niveles de contaminación en el botadero cercano a reservas naturales, comprometiéndose acciones legales.","elcomercio","2014/06/28"
"Mundo","AP","","Una entrevista con la BBC revela que Iraq compró aviones usados a Rusia y Bielorrusia, los cuales podrían emplearse en 'operaciones contra el ISIS' en 'dos a tres días'. REUTERS.","elcomercio","2014/06/28"
"Historia.","","Un museo de Viena exhibe el uniforme usado por el Archiduque Francisco Fernando y el sofá donde expiró tras el ataque. ","","elcomercio","2014/06/28"
"Crisis de Electricidad","Declaraciones Oficiales","","En el 2010, el país enfrentó una grave crisis eléctrica debido a una sequía que impactó la represa sureste del Guri, principal productora de electricidad. Esto destacó fallos estructurales en toda Venezuela.","elcomercio","2014/06/28"
"FIFA Crisis","Impacto del Ramadan","","Durante el próximo mes sagrado islámico, muchos jugadores experimentarán dificultades relacionadas con el ayuno, especialmente aquellos pertenecientes a selecciones como Francia, Alemania, Suiza, Bélgica, Argelia y Nigeria.","elcomercio","2014/06/28"
"Solicitud de Rectificación","Fiscal de la Nacion","","Carlos Américo Ramos Heredia precisa detalles sobre una supuesta reunión con Rodolfo Orellana Rengifo y refuta afirmaciones erróneas sobre represalias dentro del ministerio público.","elcomercio","2014/06/28"
"Opinion Carta","Editorial Corrupcion”;;Julio Antonio del Pozo Valdez critica la influencia indebida de individuos en diversas instituciones públicas y enfatiza la importancia de combatir la corrupción sistémicamente.""","","","elcomercio","2014/06/28"
"Carta Lectores","Contacto","","Se invita a los lectores a compartir sus comentarios y preocupaciones directamente con El Comercio, proporcionando nombres completos y números de documentos válidos.","elcomercio","2014/06/28"
"Ediciones Pasadas","Noticias Relevantes","","Resumen de eventos históricos significativos, incluido el asesinato del Archiduque Franz Ferdinand por Gavrilo Princip, marcando el inicio de conflictos globales mayores.","elcomercio","2014/06/28"
