"headline","subheadline","author","content","newspaper","date"
"Angelina Jolie decide extirparse ovarios y trompas de falopio.","","","Angela Jolie decidió extirparse los ovarios y las trompas de falopio.","publimetro","2015/03/25"
"Lima en búsqueda de inversiones","Alcalde Castañeda afirma en Madrid que nuestra ciudad presenta un entorno favorable para recibir capitales extranjeros.","","Lima en busca de inversiones. Alcalde Castañeda afirma en Madrid que nuestra ciudad presenta un entorno favorable para recibir capitales extranjeros.","publimetro","2015/03/25"
"Averigua cómo estudiar en EPDELA UPCH sin salir de casa","","","Nº Orden: 36.-03 15 EPE|Q)|1 Carreras Universitarias Para Gente Que Trabaja 06'15 epe.upc.edu.pe Despiste por o Apren der el cancer cervical ee ee ee ee Due To This, The League Will Hold Today, Tomorrow And On Sunday Its Screening at its Center Located in Pie rol a 727 (Central District of Lima), From 08:00 AM Until Evening.","publimetro","2015/03/25"
"Peligro latente: Las lluvias siguen trayendo huaicos en Chosica","","","Las lluvias siguieron trayendo huaicos en Chosica. Ministro Gallardo Kukuni llegó a las zonas afectadas por los deslizamientos para supervisar los trabajos de limpieza y reparación de daños. Ya van 8 muertos. El peligro por los huaicos no termina aquí. Ayer, Defensa Civil reportó que ya son ocho las victimas de los deslizamientos de lodo y piedras en Chosica. Ademas, hay cinco desaparecidos, 20 heridos y más de 200 familias damnificadas y similares cantidades de viviendas afectadas. El servicio Nacional de Metereologia e hidrologia (SENAMHI) informó ayer que las lluvias que han causado estos huaicos se repetiran hoy y continuaran hasta este sabado por la mañana en todos los departamentos de la costa (incluida Lima). Eso podría generar nuevos deslizamientos. En Chosica, las quebradas activadas – es decir, aquellas que volvieron a fluir con las precipitaciones– incluyen Pedregal, Carossio, Rayos del Sol, La Trinchera, Quiro, San Antonio, California, Buenos Aires, La Cantuta, Moyopampa, La libertad y Mariscal Castilla. El caso de la quebrada y asentamiento Rayos del Sol es especialmente alarmante dado su declive abrupto, haciendo que los muros de contencion fueran insuficientes para frenarlos. Numerosas viviendas han sido destruidas, sepultadas y hasta impactadas por rocas de cuatro metros de altura.","publimetro","2015/03/25"
"Falta una estrategia integral frente a los huaicos","","DR Pedro Ferradas","Falta una estrategia integradora. Esto es algo frecuentemente observado. La única acción preventiva usual consiste en la construcción de muros de contención que no tienen en cuenta ninguna estrategia global. Necesitamos una política de mitigación de riesgos. Dichos muros solo sirven para salvaguardar pocas residencias, incapaces de asegurar toda la urbe o cualquier barrio. Relocalizar a habitantes de zonas comprometidas sería ideal, pero resulta impracticable pues enfrentarían mucha resistencia. Multitud ha levantado hogares inclusive en cursos de riachuelos, donde periódicamente ocurren avalanchas de piedra y lodo inducidas por temporales. Lo prudente sería impedir la reconstrucción en territorios devastados por tales eventos. Otro tema crucial es la urgencia de que administraciones municipales acepten su papel tanto en situaciones de crisis como en la minimización de dichos riesgos. Igualmente imprescindible es mejorar la colaboración entre organismos como Defensa Civil, municipalidades y el Gobierno Central, evitando actuar aisladamente.","publimetro","2015/03/25"
"Nueva actualización meteorológica: Presión baja en varias partes de Lima y Callao","","","Según datos proporcionados por SENAMHI, la presión de agua decrecerá hoy en treinta y dos sectores de Lima y Callao debido a la abundancia de sedimentos en el rio Rimac originados por los huaicos, extendiendo el periodo requerido para purificar el agua. Los únicos distritos libres de complicaciones serán Comas, Ancón, Ventanilla, Puente Piedra, Carabayllo, Santa Rosa y segmentos de Ate, experimentando una notable disminución de presión de agua.","publimetro","2015/03/25"
"Meteorologa predice llegada débil de El Niño en Mayo","","Grania Avalos","Declaró ayer para Canal N que un episodio moderado de El Niño probablemente surgirá en mitad del otoño peruano (Mayo). ‘Una onda Kelvin caliente se avecina, capaz de perpetuar el calor elevado hacia Abril’, menciona Avalos. Tal perturbación surge gracias a los vientos occidentales y progresa hasta la costa sudamericana. Primero incide en la costa norte, posteriormente migra hacia la costa central y sureña. Si bien el fenómeno precedente en 1997/98 y 82/83 concordaba con época lluviosa, ésta ocasión tendremos un clima predominantemente cálido, favoreciendo cultivo y ganadería.”","publimetro","2015/03/25"
"Subidas de tasas de EE.UU. provocan malestar en Venezuela","","","De esta subida serían las recientes sanciones del Gobierno de Estados Unidos a siete funcionarios venezolanos, lo que ha generado malestar en el país sudamericano.","publimetro","2015/03/25"
"Aprobación presidencial baja mínima en 2014","","","A fines del 2014, la aprobación del heredero político del fallecido Hugo Chávez tocó un mínimo de 22,8%. Sin embargo, desde allí ha repuntado de a poquitos y en enero marcó 23,3%.","publimetro","2015/03/25"
"","","","","publimetro","2015/03/25"
