"headline","subheadline","author","content","newspaper","date"
"FUE CAPTURADA EN ESTADOS UNIDOS, POR INTENTAR INGRESAR 20 MIL DÓLARES ECHECS","","","Armando Gareca lo convocó después de año y medio para enfrentamientos con Bolivia y Ecuador.","trome","2017/08/12"
"GARECA LO CONVOCA TRAS UN AÑO Y MEDIO SIN LLAMARLO.","(Continúa)","","Amiga de Melissa Klug era seguida desde el 2015 por pedido de carrera mediante aplicación móvil.","trome","2017/08/12"
"Pistoleros adolescentes involucran a figuras públicas.","","","Dos pistoleros de 15 años solicitan ayuda profesional para ingresar al mundo criminal.","trome","2017/08/12"
"Novedades editoriales destacan obras controvertidas.","","","Autoridades estadounidenses deportan ciudadano de Venezuela relacionado con narcotráfico.","trome","2017/08/12"
"Sábados informativos recogen múltiples temas relevantes.","","","Alianza entre partidos políticos muestra apoyo cercano al título electoral según análisis local.","trome","2017/08/12"
"Dinámicas socio-económicas afectan decisiones personales.","","Maria","‘María’, verdadera historia detrás de noticias sensacionalistas revela problemas legales graves.","trome","2017/08/12"
"Notificaciones importantes respecto a empleados fallecidos.","","Notificación Artecco S.A.","Información relevante sobre procedimientos post-mortem de empleado.","trome","2017/08/12"
"Aviso importante sobre acciones judiciales pendientes.","","Notificación Artecco S.A.","Detalles específicos sobre cómo gestionar reclamos financieros tras el fallecimiento de un colaborador.","trome","2017/08/12"
"Campañas comerciales lanzan grandes ofertas temporales.","","","Promociones especiales en juguetes y electrónica con significativos descuentos anunciados.","trome","2017/08/12"
"Investigaciones criminales culminan en arrestos sorpresivos.","","","Presunta ejecución ordenada por disputas antiguas termina en tragedia personal.","trome","2017/08/12"
"Historial judicial vincula casos de corrupción internacional.","","","Libro controversial sugiere conexiones directas entre prácticas corruptas históricas y líderes contemporáneos.","trome","2017/08/12"
"Evaluaciones periodísticas reflejan percepciones variadas.","","Cardenal Lavergna","Encuestas miden respaldo público a medidas gubernamentales controversiales.","trome","2017/08/12"
"Res indicaron que de dos meses, Señalaron que esperan que la Ministra de educación, como el año pasado.","","Marilú Martens, ministra de Educación","Participarán en esta reunión.","trome","2017/08/12"
"Cerca de 20 mil soles fueron robados en tragamonedas en Magdalena del Mar.","Según la policía, el atraco duró poco tiempo.","Eduardo Cirilo","Chilenos planeaban matar a su esposa según declaraciones polícias. Habría usado arma recién adquirida.","trome","2017/08/12"
"Tension mundial aumenta debido a poder militar estadounidense en Asia.","Taiwan advierte sobre posible conflicto bélico.","Anónimo","Las acciones militares podrían derivar en confrontaciones mayores.","trome","2017/08/12"
"Sismología reporta terremoto de magnitud considerable cerca de Arequipa.","Movimientos telúricos causaron heridos y afectaciones temporales.","Notificación Oficial","Terremotos frecuentemente generan preocupación regional.","trome","2017/08/12"
"Nace campaña para instaurar el ‘Día Nacional del Chifa’ en honor a la cocina china-peruana.","Chef Ricardo Huamaní lidera iniciativa legislativa.","Reportaje Local","Este evento busca celebrar la influencia cultural significativa del chifa en Perú.","trome","2017/08/12"
