"headline","subheadline","author","content","newspaper","date"
"Campañas electorales y percepciones de candidatos","Análisis de la gestión de Muñoz y perspectivas futuras","Pedro José Dezavalava","Preferencias cerca de la fecha de votación limitaron críticas a competidores. Destaca imagen de Muñoz como técnico competente y habilidad en redes sociales.","correo","2018/10/14"
"Economía peruana muestra signos de recuperación","","Diario Correo","Revela aumento significativo en la recaudación por impuesto a la renta comparado con septiembre del año previo, atribuida mayormente a contribuciones de personas jurídicas y naturales.","correo","2018/10/14"
"Innovación en movilidad urbana","Ventajas financieras y necesidad regulatoria para vehículos eléctricos","Clorinda Flores","Discute beneficios económicos de usar vehículos eléctricos versus combustibles tradicionales, sugiere regulaciones incentivadoras para facilitar su adopción.","correo","2018/10/14"
"Ampolla presenta nuevas innovaciones cosméticas","","","Laboratorios Lansier introduce productos basados en ácido hialurónico para mejorar condiciones de sequedad ocular.","correo","2018/10/14"
"Mercado automotor ve cambios en deducciones fiscales","","","Impacto negativo en exportadores de paprikas y productores de componentes electrónicos derivado de ajustes en sistemas de deducción fiscal.","correo","2018/10/14"
"Distribución de roles políticos post-electorales","Participación mínima de mujeres en posiciones gubernamentales","Aurora Caruajula","Analiza baja representación femenina en cargos obtenidos después de las elecciones regionales y municipales, contrastando expectativas con realidades.","correo","2018/10/14"
"Fomento de equidad de género en política","Defensoría del pueblo recomienda lista alterna de géneros","Diana Miloslavich","Promueve aplicación rigurosa de la Ley de Cuotas de Género mediante listas alternadas para asegurar participación equitativa de mujeres en política.","correo","2018/10/14"
"Mujer mata a hombre en pelea callejera","","","Una discusión escaló rápidamente en la noche del sábado en el Mercado Central de Piura, culminando en tragedia.","correo","2018/10/14"
"Femicidios aumentan en nueve regiones","","Ministerio de la Mujer","Desde enero hasta septiembre, se registraron 101 feminicidios y 206 casos de tentativas en ciertas áreas clave.","correo","2018/10/14"
"AUDÍFONOS invisibles listos en 48 horas","SAN ISIDRO","San Isidro","Audífonos disponibles en varios puntos de venta en Lima y provincias.","correo","2018/10/14"
"Asesinan a reo en Challapalca","Reo del penal de Challapacá fue asesinado.","","Un reo identificado como 'Paco', líder de una banda criminal, fue encontrado muerto en el penal de Challapacá.","correo","2018/10/14"
"Incautan drogas en buses de transporte","Ancash: PNP intercepta envío ilegal.","PNP de Chimbote","Agentes policiales detectaron 21 paquetes de marihuana en un autobús procedente de Chiclayo.","correo","2018/10/14"
"Evo Morales visita Puerto de Ilo","'Puerto de Ilo será como un Canal de Panamá para Bolivia.'","Diario Correo","Morales destaca beneficios estratégicos del puerto peruano para Bolivia.","correo","2018/10/14"
"Cuerpo de desaparecido encontrado en Titicaca","Autoridades investigan circunstancias de la muerte.","Diario Correo","Juan Clarces, uno de los desaparecidos, fue encontrado con signos de tortura cerca del lago Titicaca.","correo","2018/10/14"
"Homicidio deja saldo mortal en Ayacuchu","Violento desalojo resulta en nuevas víctimas mortales.","Diario Correo","Walter Huaman Melgar pierde la vida en confrontación relacionada con un desalojo forzado.","correo","2018/10/14"
"Detenido miembro de banda criminal","Capturan a integrante de ‘Los Malditos’ en Lambayeque.","Digimin","Detienen a Cesar Vignale, implicado en homicidios y robos graves.","correo","2018/10/14"
"Pasa revolución judicial en Pasco","Dimite juez vinculado a juicio controversial.","DIARIO CORREO","Renuncia del juez Jorge Balbín tras filtración de audios comprometedores.","correo","2018/10/14"
"Mototaxista arrestado por rapto y violación","Menor responsable confesado tras actuar violento.","Policias de La Huaca","MDDA, de apenas 14 años, admitió responsabilidad en hechos ocurridos en Piura.","correo","2018/10/14"
"Muerte de Concejal Fernando Albán genera indignación","Albán, figura prominente, fallece en custodia.","REDACCIÓN","Concejales y activistas critican manejo gubernamental respecto al incidente fatal.","correo","2018/10/14"
"Sistema de inteligencia venezolano causa preocupación global","Operativos secretos levantan alarmas internacionales.","AGENCIA","Denuncias sugieren práctica sistemática de torturas y encierros prolongados en sedes del Sebin.","correo","2018/10/14"
"Bolsonaro podría cambiar rumbo diplomático brasileño","Presidente electo muestra disposición a revisar relaciones exteriores.","EDITORIAL","Posible realineamiento geopolítico anticipado por cambios anunciados por Bolsonaro.","correo","2018/10/14"
"Primera Filagra:","Autor: Carlos Narciso/Foto: Cesar Bueno","Carlos Narciso","Una entrevista con Umberto Jara revela preocupaciones sobre un posible estallido social debido a la corrupción y líderes políticos.","correo","2018/10/14"
