"headline","subheadline","author","content","newspaper","date"
"SITÚACION INVEROSIMILE GRANDEZA DE ESPIRITU","","","A pesar de la doble tragedia, Burrows dijo que no guarda resentimientos contra Malaysia Airlines. 'Nadie podía predecir que iban a ser derribados', dijo. 'Eso estaba fuera de sus manos'. Suerte dispar describió cómo la mala suerte los tocó en dos ocasiones con la misma compañía aérea.","elcomercio","2014/07/19"
"Ciclista salvó la vida por cambiar de vuelo dos veces a última hora","Gracias a un cambio de planes, el ciclista evitó el destino fatal.","","Maarten de Jonge esquivó por segunda vez la muerte tras cambiar a última hora su boleto de avión en el siniestrado vuelo de Malaysia Airlines, según declaró ayer al diario holandés 'Algemeen Dagblad.' Esta es la segunda vez que el ciclista salva su vida, ya que el pasado 8 de marzo tenía previsto viajar en el avión de la misma compañía malasia que desapareció con 229 pasajeros.","elcomercio","2014/07/19"
"DÉBACLE. Las cuentas de Malaysia Airlines están en rojo desde el 2011.","Desafíos financieros exacerbados por múltiples catástrofes aéreas.","","Desde el 2011, las dificultades financieras de Malaysia Airlines se intensificaron debido a eventos catastróficos consecutivos.","elcomercio","2014/07/19"
"POLÍTICA La Policía cae en contradicciones sobre el equipo que busca a Belaunde Lossio","Contradicciones dentro de la fuerza policial complican la investigación.","","Encontrándose bajo intenso escrutinio público, la policía muestra discrepancias significativas relacionadas con el equipo asignado para buscar a Martin Belaunde Lossio, destacando diferencias entre líderes locales.","elcomercio","2014/07/19"
"Federico Salazar Periodista Un país de cigarras","Análisis Económico Crítico","Federico Salazar","Un análisis profundo sugiere que la percepción gubernamental de la desaceleración económica podría estar errada, enfatizando la dependencia peligrosa de fluctuaciones externas y falta de preparación estructural adecuada.","elcomercio","2014/07/19"
"HUMALA: Presidente peruano destaca valor familiar en liderazgo","Reflexiona sobre impacto positivo de tener una familia visible en el ámbito presidencial.","","Durante una entrevista con Deutsche Welle, el presidente Ollanta Humala comentó sobre la visibilidad de su familia en el contexto presidencial, argumentando beneficios históricos y sociales derivados de tal representatividad.","elcomercio","2014/07/19"
"Moral y valores en declive","","","En la sociedad moderna, muchos argumentan que mientras los papás persiguen mayores logros profesionales y financieros, ignoran aspectos fundamentales como la enseñanza de valores morales a sus hijos.","elcomercio","2014/07/19"
"—¿Responsabilidades gubernamentales?","","","Los líderes políticos enfrentan preguntas difíciles respecto a su papel en la promoción de valores éticos y morales en la comunidad nacional.","elcomercio","2014/07/19"
"Nacimiento del Foro Interamericano de Concejales","Análisis de la declaración de Lima","","Durante el Primer Encuentro Interamericano de Presidentes de los Poderes Legislativos, se formó el Foro Interamericano de Parlamentos, destinado a fomentar la cooperación internacional mediante la diplomacia parlamentaria.","elcomercio","2014/07/19"
"Critique Presidencial","Opiniones sobre liderazgo y consejería","","Un análisis profundo critica la administración del presidente Humala, sugiriendo deficiencias significativas en su equipo consultivo y recomendando mayor involucramiento de figuras religiosas en la formulación de políticas públicas.","elcomercio","2014/07/19"
"Llosa”; Pedro Cateriano, Ministro de Defensa.; NA;PEDRO CATERIANO, Ministro de Defensa\nEn entrevista a este Diario [14/7/14]\nel ministro –próximo a cumplir dos años en el Gabinete–\nnegó ser el garante de MVll en el Gobierno.""","","","","elcomercio","2014/07/19"
"MAYOR CONTROL."," NA"," NA","Mayor control.\nEl ministro del Interior,\nDaniel Urresti, inauguró un sistema automatizado\npara el suministro de combustible en las bombas de Petro-Perú,\nen colaboración con el Banco de la Nación,\npromoviendo el uso de tarjetas electrónicas.\nDe esta manera, pretende reducir robos de gasolina\npor parte de agentes policiales.","elcomercio","2014/07/19"
"CIENTIAS PLANETAI SALUD."," NA"," NA","Planeta Tierra\nSalud\nLos inhaladores pueden frenar el crecimiento \n— Los inhaladores con corticosteroides utilizados en niños asmáticos\nhan mostrado potencial para inhibir el desarrollo infantil,\nsostiene un estudio realizado por las Universidades de Rio Grande y Montréal.\nPublicado en 'The Cochrane Database of Systematic Reviews'.","elcomercio","2014/07/19"
"Aviso El Comercio. "," NA"," NA","AVISO EL COMERCIO .A23 A24.","elcomercio","2014/07/19"
"SÁBADO 19 DE JULIO DEL 2014."," NA"," NA","EL COMERCIO SÁBADO 19 DE JULIO DEL 2014","elcomercio","2014/07/19"
"NUEVASTENDENCIES."," NA"," Ismael Lazo","Con drones podrán sustituir a los camareros y asistentes futuros\nDos estudios sugieren emplear estos UAVs en roles domésticos habituales:\nProgramado\nUbicación mediante sonido buscando petroleo en el océano\nEl Departamento de Energía estadounidense aprueba técnicas ultrasónicas\npermitiendo prospecciones offshore cerca de las costas americanas.\nPero un análisis ambiental anticipa consecuencias adversas\npara aproximadamente 138,000 organismos marinos.","elcomercio","2014/07/19"
"Tecnologı́a."," NA"," Stephan Elop","Todos los equipos de Nokia dejarán de usar Android.\nAsí lo afirmó Stephan Elop, director de dispositivos de Microsoft,\ninmediatamente antes de enviar un correo electrónico a los trabajadores de Nokia.\nAhora, todas las unidades adoptarán Windows Phone.","elcomercio","2014/07/19"
"Drones podrán reemplazar a los asistentes y a los meseros en el futuro."," NA"," Hermann Haydn","Innovador proyecto liderado por Hermann Haydın,\nde origen ucraniano, presenta drones meseros.\nSu idea ganó reconocimiento en el concurso Electrolux Design Lab 2014.\nDenominado Yura, incluye características innovadoras tales como:","elcomercio","2014/07/19"
"CONSEJOS."," NA"," Juan Pablo Robles","Convertirse en un padre tech-savvy\nPara mantenerse relevante en la educación tecnológica familiar,","elcomercio","2014/07/19"
"No espere hasta que sus hijos sean mayores..."," NA"," NA","No espere hasta que sus hijos sean adultos para integrar la tecnología.\nSe recomienda disponer de una PC hogareña,\ny garantizar medidas de seguridad adecuadas.","elcomercio","2014/07/19"
"Ejerza siempre una vigilancia continua..."," NA"," NA","Supervise constantemente el acceso tecnológico de sus hijos.\nSiempre considere establecer limitaciones claras respecto al uso de plataformas digitales.","elcomercio","2014/07/19"
"Hacer clic aquí para leer más."," NA"," NA","Transformándose en un mundo dominado por la tecnología,\nlas capacidades de los drones evolucionan significativamente,\naplicables en contextos cotidianos además de áreas especializadas.","elcomercio","2014/07/19"
"Blanco enemigo por la tripulación de un tanque en el norte de la Franja de Gaza, que abrió fuego contra él."," NA"," "," ""El soldado es el segundo fallecido israelí desde que comenzó la Operación Margen Protector el 8 de julio, que en el lado palestino ha dejado unos 306 muertos.""","elcomercio","2014/07/19"
"Boko Haram vuelve a matar en Nigeria Lagos [efep]; "," "," ""Un elevado número de personas ha muerto en un ataque del grupo terrorista islámico Boko Haram a la población de Damboa, en el norte de Nigeria, informaron ayer residentes de esta localidad. ""","","elcomercio","2014/07/19"
