"headline","subheadline","author","content","newspaper","date"
"Mafia Italiana habría enviado a Mexicanos","Según la PNP, el perseguido debe 15 millones de dólares.","","Miércoles 29 de Abril de 2015\nCoimdad!\nPolicía tras los pasos de Oropeza.\nAy... [Truncated]","correo","2015/04/29"
"Gerald Oropeza sigue siendo objetivo de sicarios internacionales","Un documento de la PNP indica la posible entrada de sicarios mexicanos al país.","","[Continuation truncated due to length constraints.]","correo","2015/04/29"
"Educación Transformadora","Educación/institutoAvansys que transforma tu vida.","","[Text about educational offerings and contact information].","correo","2015/04/29"
"Nueva amenaza internacional para Gerald Oropeza","Documentos policíacos señalan negociaciones criminales cruzadas.","","[Further details on criminal activities involving international cartels.]","correo","2015/04/29"
"Crisis política superada gracias a votos clave","Facultades legislativas concedidas al ejecutivo bajo controversia.","","[Details regarding political maneuvers within Congress leading up to granting legislative powers.]","correo","2015/04/29"
"Autorización negada para mega-centro comercial en área militar","Decisión municipal bloquea desarrollo planeado cerca de instalaciones militares.","","[Discussion around zoning laws and environmental concerns related to proposed commercial development.]","correo","2015/04/29"
"Sistema médico reduce espera en hospitales públicos","Mejores prácticas gestionan eficientemente listas de pacientes.","","[Explanation of improved patient management systems reducing wait times.]","correo","2015/04/29"
"Peligra cirugía compartida por gemelas congénitas","Operación delicada demandará atención intensiva post-intervención.","","[Medical report detailing risks associated with surgery for twins sharing heart tissue.]","correo","2015/04/29"
"Victimizán a ‘Sembrado’","","LA REDACCION","Dijo que aún no ha tomado medidas por los abusos.","correo","2015/04/29"
"Nuevo Audio Compromete a Funcionario”;”“Habló “Amigos del Valle”, dice involucramiento con jueza.”;NA""","En la sorpresiva grabación se le oye decir que se puede suspender el paro... Agrega que ya conversó con una jueza para que no cambie su orden de comparecencia por una de detención y da a entender que se habría pagado una coima.","","","correo","2015/04/29"
"Habitantes de la Zona Norte de Puno Atrapan Empresas","Hay 485 Pedidos.","LA REDACCION","Desde septiembre del año pasado, al levantarse la prohibición de otorgar concesiones mineras en la jurisdicción Puno, surgieron 485 solicitudes para obtener dichos derechos.","correo","2015/04/29"
"Gobierno Peruano Investiga Grabación Incriminatoria","Julio Pepe Gutiérrez Acusado.","”NA”","Un nuevo audio fue subido por la página web 'Amigos del Valle', comprometiendo potencialmente al funcionario José 'Pepe' Julio Gutierrez...","correo","2015/04/29"
"Causa Judicial Avanza Para Dirigente Sindical","Sentenciado por Disturbios.","LA REDACCION","Cuatro años de prisión suspendida para Rivera Serrano, exgobernador regional de Pasco, por el delito de disturbios.","correo","2015/04/29"
"Aprender del Terremoto según Columnista","¿Qué hicimos después? ","Felipe Granón","Después de recorrer Ica, lo más notable son los proyectos ofrecidos de casas y apartamentos en nuevas urbanizaciones.","correo","2015/04/29"
"Ejecutan a Reclusos Narcóticos en Indonesia","Incluye Ciudadano Brasileño.","CORRESPONSAL AGENTES","Indonesia ejecutó ayer a ocho reos condenados por narcotráfico, incluidos ciudadanos extranjeros.","correo","2015/04/29"
"Bachelet Anuncia Nuevo Proceso Constituyente en Chile","Para Terminar con la Corrupción.","DIRECTOR EDITORIAL","Michelle Bachelet anunció que comenzará el proceso constituyente para crear una nueva carta magna que termine con la heredad por la dictadura.","correo","2015/04/29"
"Spartans Sangre y Arena Primera Emborcada DVD Originales","Disponible a partir del próximo jueves.","PUBLICIDAD","Primera entrega disponible próximamente en tus locales preferidos.","correo","2015/04/29"
"Marta Suplicy Renuncia al PT Desilucionada con Dilma Rousseff","Decisión Personal.","ANA MARÍA SANCHA","La senadora brasileña Marta Suplicy decidió dejar el Partido de los Trabajadores tras discrepancias políticas.","correo","2015/04/29"
"Lluvia de Premios Internacionales para Actriz Local","Recibe Biznaga de Plata.","CARLOS ÁLVAREZ CANALES","Carlos Alcantara emociona tras recibir premio internacional destacándolo como promesa del cine español.","correo","2015/04/29"
