"headline","subheadline","author","content","newspaper","date"
"Página sorpresa sorteando Copa Confederaciones","Le ganó a Italia por penales","","Este sábado sorteo Copa Confederaciones. ¡Y sigue el recorte cupón!","peru21","2013/06/28"
"Aumentan robos de alto perfil en Lima","Las ‘marcas’ roban un millón de soles a exalcalde de Camisea","Wilfredo Pedraza","Hampones siguieron a su víctima desde el Centro Bancario Prosegur y perpetraron el atraco en el bypass del Ovalo Higuereta, en Surco.","peru21","2013/06/28"
"Investigan posible caída accidental de aviador","No hay manera de culpabilizar a Rosario","","Pruebas sugieren que la causa podría ser accidente.","peru21","2013/06/28"
"Crisis en el servicio civil amenaza estructuras gubernamentales","LA CRISIS DEL SERVICIO CIVIL AMENASA LAS ESTRUCTURAS GUBERNAMENTALES","Carlos Casaretto","Ensayo de nuevas normativas enfrenta obstáculos significativos.","peru21","2013/06/28"
"Ley de Servicio Civil genera controversia","Un camino equivocado hacia la eficiencia","Mauricio Mulder","Ordenar la gestión pública es necesario pero el origen del debate ha sido torcido.","peru21","2013/06/28"
"Bienes del Estado para Proselytismo Político","","","En tanto, la parlamentaria Martha Chávez advirtió que se podría presentar una denuncia constitucional contra la Ministra de la Mujer, Ana Jara, quien –manifestó– es la responsable de supervisar dichos bienes.","peru21","2013/06/28"
"Gestión de Villarán es Desastrosa”;“Expromotor de la Revocatoria Habla”; “Marco Tulio Gutiérrez”; El expromotor de la revocatoria, Marco Tulio Gutiérrez, afirmó ayer que la gestión de la alcaldesa de Lima, Susana Villarán, ‘’sigue siendo trotska’,’ y sostuvo que la burgomaestre estafó a los votantes que apoyaron la opción del No. Además, adelantó que informará a la Contraloría sobre los presuntos malos manejes en la Municipalidad de Lima y pedirá la intervención de la Comisión de Fiscalización del Congreso y de la Fiscalía.”","","","","peru21","2013/06/28"
"Pide Aprabar Reforma del Empleo en el Estado","","","Presidente Humala Invoca al Congreso a Que Concilen Necesidades y Critique Protestas de Trabajadores. Pese a que Era Su Cumpleaños, el Presidente Ollanta Humala Participó Ayer en una Actividad Privada, Ocasion que Usó para Exhortar al Congreso a Que Apruebe la Ley del Servicio Civil, Cuyo Debate Ha Quedado Entrampado en Esa Instancia.","peru21","2013/06/28"
"Celebra Cambio en Tarifa de AFP Habitat","Ofrece Cobro Menor del Mercado","Marcelo Palacio","Como Muchos Esperaban, la Nueva AFP Habitat Anunció Que Desde el 1° de Julio También Ofrecerá Administrar Fondos de Pensión Bajo el Esquema de Cobro Sobre el Sueldo. La Administradora Aplicará una Tasa de 1.47%, Convertiéndola Así en la Más Barata del Mercado.","peru21","2013/06/28"
"Aumento en Diesel Genera Expectativas de Reducciones en Balón de Gas LP","Modificaciones Permiten Aplicar Descuento Estatal","Gerardo Freiberg","Los Distribuidores de Gas Doméstico Entregan el Balón de Diez Kilogramos en Casas Hasta en S/40, Frente a la Oferta de S/34 de Grifos de Petroperú. Regulator Modifica Bandas de Precios de Combustibles, Posibilitando Aplicar Descuentos Estatales.","peru21","2013/06/28"
"Movimiento Laboral Post-Egreso Universitario","Tiempo Promedio para Obtener Primer Empleo","Emesto Velarde","Según Datos de Trabajando.com, el Tiempo Promedio que Toman los Graduados Universitarios para Consagrar Primera Empleo Varía Entre Seis y Ocho Meses. Sin Embargo, Este Periodo Puede Extenderse Hasta un Año Dependiendo de Factores Como Competencia y Demanda Sectorial.","peru21","2013/06/28"
"Cómo aprender inglés rápido","Consejos prácticos","Juan Pérez","Para mejorar tu nivel de inglés necesitas dedicar tiempo regularmente.","peru21","2013/06/28"
"Hace calor en verano","Cómo sobrellevar el clima extremo","María García","En épocas de calor extenso, mantenerse hidratado es crucial.","peru21","2013/06/28"
"Regreso a lo grande","","","En la edición 553 de Ruedas&Tuercas manejamos el renovado Hyundai Accent, sedán de la marca japonesa.","peru21","2013/06/28"
"DENTRO DEL EQUIPAMIENTO SE PUEDA OPTAR POR UN SISTEMA DE CONTROL POR VOZ, MANOS LIBRES PARA CELULARES, ENTRE OTROS.","","","","peru21","2013/06/28"
"EQUIPAMENTO CON ESTILO","","","Por dentro se aprecia un tablero de instrumentos con líneas horizontales, anillos embellecedores de color negro y marcos de color que se ubican en la consola central.","peru21","2013/06/28"
"MOTOR MINIPACMAN","","","MiniPaceman viene en siete versiones (todas disponibles con transmisiones mecánica, de seis velocidades, y marchas).","peru21","2013/06/28"
"FIFA WORLD TOURISM CAMPEONATO","","","Además, la firma británica tendrá motos bajo su marca, aunque fabricadas por otra compañía especializada en unidades deportivas.","peru21","2013/06/28"
"Sergiy Stakhovsky","","","'Ahora les puedo contar a mis nietos que le pateé el trasero a Federer en Wimbledon.'","peru21","2013/06/28"
"PANAMA SUPERÓ A ITALIA","","","Panamá superó a Italia en penaltis.","peru21","2013/06/28"
"VIERNES 28 DE JUNIO DE 2013","","","España tomó el partido de Vicente ‘Del Bosque’.","peru21","2013/06/28"
"BREVEMENTE SOBRE PERÚ CONTRA URUGUAY","","","Uruguay vs. italia empate, pero se quedó en tercer lugar.","peru21","2013/06/28"
"GUSTAVO ADOLFO ROSENTHAL","","","‘Ahora les puedo contar a mis nietos que le pateé el trasero a Federer en Wimbledon.’","peru21","2013/06/28"
"COPA EUROPA 2012 FINAL","","","Gran Bretaña tendrá motos bajo su marca, aunque fabricadas por otra compañía especializada en unidades deportivas.","peru21","2013/06/28"
"SHAKIRA REVELA DETALLE PERSONAL","","","Shakira, esposa de Gerard Piqué, confiesa secreto personal.","peru21","2013/06/28"
"TÉCNICO MARKARIÁN CONFIRMA INTEGRANTES","","","Markarián concedió el indulto a ’Rei’ Manco.","peru21","2013/06/28"
"AUDIOVISUAL SPORTS NEWS","","","Deporte Extremo X-Games München ESPN3 730H/12:00/13:00H (EN VIVO)","peru21","2013/06/28"
"LIONEL MESSI OPACA VISITA OBAMA SENEGAL","","","Messi arribó ayer a Senegal y revolucionó el país african,o al punto que varias autoridades políticas eligieron acompañarlo en lugar de recibir al presidente de Estados Unidos, Barack Obama.","peru21","2013/06/28"
"Wimbledon Highlights","","","Eliminados Roger Federer y Rafael Nadal, sorpresivamente paso a la tercera ronda de Wimbledon tras vencer al estadounidense Bobby Reynolds (165º) por 7–6 (2), 6–3 y 6–1.","peru21","2013/06/28"
