"headline","subheadline","author","content","newspaper","date"
"Agrobanco admite deterioro ante MEF","","","Si el MEF no actúa pronto, dice entidad bancaria, la situación empeorará. Ha propuesto varias medidas al ministerio.","gestion","2018/06/13"
"Pelea legal por ley mediática","Consejo de Prensa listo para defender derechos","","Tras la aprobación de la controvertida ley anti-medios por Fuerza Popular, el Consejo de Prensa está decidido a enfrentarlo judicialmente.","gestion","2018/06/13"
"Bono habitacional próximo","Subsidio esperado para vivienda popular","","Para el siguiente año fiscal, se anticipa otro incentivo dirigido a programas de vivienda accesible.","gestion","2018/06/13"
"Magnitud de Morosidad en Agrobancos","Indicadores financieros preocupantes","","Los niveles de morosidad muestran cifras alarmantes frente a préstamos históricos.","gestion","2018/06/13"
"Proyecto agrario extendido","Cambios legislativos favorecedores","","Una modificación permitirá prolongar la vigencia de la ley promotora de actividades agrarias hasta 2031.","gestion","2018/06/13"
"Inversiones post-crisis política","Expectativas positivas para Bolsa local","JP Morgan","Según análisis, el panorama político ofrece perspectivas constructivas para futuras inversiones en la bolsa.","gestion","2018/06/13"
"Crecimiento económico favorable","Perspectivas auspiciosas para el PIB","Luis Hidalgo Suarez","Declaraciones del Presidente del BCR sugieren un incremento significativo en el Producto Interno Bruto durante abril.","gestion","2018/06/13"
"Michiquillay Cuprífero en Construcción","Southern planea empezar en 2019","Elías García","Dependiendo de obtener la aceptación social, el proyecto cuprífero en Cajamarca arrancará el próximo año.","gestion","2018/06/13"
"Ventas televisoras mundiales","Impacto del Mundial en comercio electrónico","Mirtha Maesso López","Durante mayo-junio, se pronostican elevadas ventas gracias al evento deportivo internacional.","gestion","2018/06/13"
"Energías renovables en expansión","Geotermia vista como fuerte candidata","Josimar Cornejo Jimenez","Empresas buscan explotar recursos naturales para generar energía limpia en diversas regiones del país.","gestion","2018/06/13"
"Huevo industrializado","Innovaciones en productos lácteos","Manuel Melgar","Planes incluyen variedad de envases y métodos de cría libre para elevar calidad y oferta en el mercado.","gestion","2018/06/13"
"Confianza en Selección Nacional","Encuestas demuestran alta moral","","Mayoría de ciudadanos cree fervientemente en éxito continuo de nuestra selección en competición global.","gestion","2018/06/13"
"Alza del ISC, nuevo sistema de facturación electrónica","","","Anuncio de la Sunat sobre nuevos sistemas de facturación electrónica enfrenta críticas debido a dificultades tecnológicas.","gestion","2018/06/13"
"Gobierno aprueba extender Ley de Promoción Agraria","Con apoyo de Fuerza Popular","Miguel Alonso-Urano Peña","Comisión Agraria aprueba ampliar vigencia del régimen laboral agrario hasta 2031, restaurándose algunos beneficios laborales.","gestion","2018/06/13"
"Cuba opina sobre subsidios cruzados y exoneraciones tributarias","","","Analisis de Elmer Cubas sobre el costo fiscal de las exoneraciones tributarias y recomendaciones para mejorar la recaudación nacional.","gestion","2018/06/13"
"Entrevista a Juan José Marthans sobre ley de cooperativas","‘Nueva ley de cooperativas de ahorro y crédito’","Juan José Marthanas","Marthaños destaca importancia de la nueva ley para regularizar el funcionamiento de las cooperativas de ahorro y crédito.","gestion","2018/06/13"
"Mariana Mariño explica implicancias del aporte social para pescadores","Dictamen aprobado por la Comisión de Producción","Mónica Varillas","Prórroga del aporte social para pensiones de pescadores aprobada, junto con flexibilización en el manejo de derechos de pesca.","gestion","2018/06/13"
"Peligra democracia venezolana","","LA SEÑORA MARÍA","Los ciudadanos saldrán a protestar contra el fraude electoral.","gestion","2018/06/13"
"Historia de amor prohibido","","Paul Krugman, Premio Nobel de Economía 2008","Existen vínculos entre malas políticas de gobierno y funcionarios corruptos.","gestion","2018/06/13"
"Cumbre entre Trump y Kim deja interrogantes","Donald Trump y Kim Jong Un celebraron una cumbre histórica.","(Reuters)","Tras décadas de tensiones, el presidente estadounidense aseguró que el proceso de desnuclearización empezará ‘prontísimo’. ","gestion","2018/06/13"
"López Obrador lidera carrera presidencial mexicana","Según un sondeo...","(Reuters)","López Obrador obtuvo un 41.7 por ciento de las menciones, frente al 16% de su rival más cercano.","gestion","2018/06/13"
"Aprobación controvertida de nueva ley de publicidad","Comisión de Transportes domina decisión.","Editorial","Se limitará la publicidad estatal exclusivamente a canales del Estado, ignorando advertencias del ejecutivo.","gestion","2018/06/13"
"Felicidad tras clasificar a Copa Mundo","Familias comprarán productos relacionados con el evento deportivo.","Opinión Editorial","Las emociones compartidas fortalecen la identidad nacional, beneficiando temporalmente la economía.","gestion","2018/06/13"
"Innovación en la industria minera peruana","Restauración de confianza crucial para progreso industrial.","Glenn Vesga","Mineras buscan cambiar percepciones mediante prácticas responsables y colaborativas con comunidades locales.","gestion","2018/06/13"
"Gobierno urge medidas para salvar a Agrobanco","Marcelo Awapino, Marco Avilés","Miércoles 13 de junio del 2018\nGESTIÓN\ngesnoticias@gesmedia.com","Los volúmenes de emisión sean bajos y no resulte rentable para dichas empresas acudirá a un mercado, pues no diluyen sus costos, explicó. En ese contexto, han aparecido fondos, como el de HMC Capital, que invierten en papeles de compañías locales con calificación desde AA – a BBB, dijo. Este fondo es un nexo entre el capital institucional que busca altos retornos y emisiones de empresas medianas, dijo.\nCifras:\n• 60.4 millones de dólares es la inversión que el fondo de HMC realiza en empresas locales con calificaciones entre AAA y BB-\n• Millones de dólares se han negociado en el Mercado Alternativo de Valores, en 73 operaciones a mayo, según datos de la BVL.","gestion","2018/06/13"
"Agricultural Bank Urgently Needs Measures for Survival","By Marcelo Awapino, Marco Avilés","Wednesday June 13th, 2018\nGESTIÓN\ngesnoticias@gesmedia.com","The volumes of issuance being low and not profitable enough for certain companies will lead them to seek another market since their costs aren’t diluted, explained. Within this context, funds have emerged, such as those managed by HMC Capital, which invest in shares of local firms rated between AA– and BBB. This fund acts as a bridge connecting institutional investors seeking high returns with medium-sized company issuances, he said.\nFigures:\n• \$60.4 million represents the investment made by the HMC Fund in locally-rated enterprises ranging from triple-A down to double-B-minus.\nThe Alternative Market has seen millions traded across seventy-three operations up until May according to data provided by the Lima Stock Exchange (BVL).","gestion","2018/06/13"
"","","","","gestion","2018/06/13"
"Haciendas deben actuar rápidamente para salvaguardar a Agrobanco","Urge acción urgente para evitar daños mayores","Jane Montero Aranda","En los últimos meses, a pesar de los esfuerzos realizados, la situación de Agrobanco va deteriorándose, advierte su presidenta, Jane Montero Aranda. Por ello, urgió al único accionista del banco, Fonafe, a tomar una pronta decisión acerca de las propuestas para fortalecer el patrimonio de la entidad financiera estatal.","gestion","2018/06/13"
"","","","","gestion","2018/06/13"
"Banco Agrícola Necesita Intervención Inmediata Para Evitar Pérdidas Adicionales","Acción Urgente Solicitada","Jane Montero Aranda","Despite efforts over recent months, Agrobank's situation continues worsening, warns its President Jane Montero Aranda. Therefore, she urged Fonafe—the bank’s sole shareholder—to promptly decide upon proposals aimed at bolstering state financial institution’s assets. ","gestion","2018/06/13"
"","","","","gestion","2018/06/13"
"LAVADO DE ACTIVOS: Normatividad Recién Implementada Impacta Entidades SIN”; "";;Desde principios de este año, la Superintendencia de Bancos, Seguros y Administradoras Privadas de Fondos de Pensión (SBS) promulgó dos regulaciones fundamentales para combatir el lavado de activos y el financiamiento del terrorismo (PLAAF/T)"," estas fueron la Resolución SBS-N°789-2018 y la Resolución SBS-Nº538-2018. Dichas disposiciones delinean sistemas específicos de prevención adaptados a distintos tipos de entidades, especialmente orientadas hacia organizaciones sin fines de lucro (ONGs).""","","","gestion","2018/06/13"
"","","","","gestion","2018/06/13"
"NORMATIVE MEASURE AGAINST MONEY LAUNDERING IMPACTS NONPROFIT ORGANISATIONS","","Since early this year, the Banking, Insurance, and Private Administration Supervisory Agency (SBS) issued two key regulations targeting money laundering prevention and terrorism financing counteraction through Resolution SBS-No.789-2018 and Resolution SBS-No.538-2018 respectively. These rules establish specific preventive systems tailored to various entity types, particularly focusing on non-profit organizations (NGOs).","","gestion","2018/06/13"
