"headline","subheadline","author","content","newspaper","date"
"Trabajo en Equipo","","Na","Me gusta mucho leer sobre el trabajo en equipo. Cuando pienso en ello, imagino algo muy bonito, casi ideal. Imagino equipos formados por profesionales comprometidos, dispuestos a ayudarse mutuamente, buscando alcanzar grandes logros.","trome","2019/08/19"
"Habló Trome","Preocupada por los niños","Elena Gonzalez","Hasta hace un par de décadas, los niños y adolescentes salían a jugar a la pelota, ‘matagente’, la ‘chapada’ y otros juegos que les permitían correr, entrenar su capacidad de respuesta y desarrollar habilidades sociales. Sin embargo, ahora prefieren pasar el tiempo sentados o tendidos jugando con celulares, navegando por Internet o utilizando PlayStation. Esta situación genera preocupación dado el impacto negativo del sedentarismo en su salud.","trome","2019/08/19"
"Celebrity News","Julio Montes opina sobre Ricardo Montaner","Julio Montes L.","“Según la Organización Mundial de la Salud (OMS), la inactividad física es un grave problema de salud global. Esto se agrava con el uso excesivo de Internet y nuevas tecnologías. Hay quienes argumentan que aunque haya problemas asociados a la migración, estos no justifican generalizaciones infundadas.”","trome","2019/08/19"
"Avisos Locales","Precios especiales en Tottus","","Los clientes encontrarán excelentes ofertas en diversos productos seleccionados disponibles únicamente en mercados Tottus. Nota especial: estas ofertas excluyen determinados ítems tales como aceites y huevos.","trome","2019/08/19"
"Informe Local","Asalto a familias españolas","Noticias locales","Una familia española conformada por la reconocida médico Ángeles García Cazorla, su esposo y sus dos hijas, sufrieron un violento asalto apenas llegaron al aeropuerto internacional Jorge Chavez. Durante el incidente ocurrido en la avenida Faucett, San Miguel, perdieron objetos personales valuados en más de 5200 euros.","trome","2019/08/19"
"Policiales","Dos hombres capturados por hurto de congeladoras","Autoridades locales","Agentes de la Policía Nacional arrestaron a dos sospechosos implicados en el hurto de varias congeladoras de una popular marca de gaseosas. Utilizando documentos falsificados, pretendían legitimar el cambio de propiedad de dichos electrodomésticos.","trome","2019/08/19"
"Terror en Turismo","Turistas Españoles Robados","Reportero local","Un taxista transportaba a cuatro visitantes internacionales hacia su alojamiento cuando fueron interceptados por un criminal armado. Éste irrumpió en el vehículo mediante violencia, forzándose acceso y cometiendo el atraco bajo amenaza de muerte.","trome","2019/08/19"
"Sangriento Incidente","Mototaxista Venezolano Asesinado","Testimonio policial","Durante una disputa verbal en un parque público, un mototaxista venezolano resultó gravemente lesionado por un hombre desconocido. Después de recibir tres disparos mortales, el victimario escapó rápidamente dejando detrás un conflicto racial exacerbado.","trome","2019/08/19"
"Ataque Violento","Empresario Abandonado en Balneario","Vecindarios afectados","Después de solicitar silencio a un grupo de jóvenes extranjeros que disfrutaban de altos niveles de audio dentro de un área recreativa, un comerciante mayorista fue brutalmente atacado. Resultó fatalmente herido tras defenderse usando legalmente su arma personalizada.","trome","2019/08/19"
"Asedio Urbano","Violenta Disputa en Fiesta Infantil","Relato testigo ocular","Lo que comenzó como una festiva celebración culminó abruptamente cuando un altercado derivó en un tiroteo indiscriminado. Varias personas resultaron heridas, incluida una mujer joven, evidenciando la creciente problemática de la violencia urbana.","trome","2019/08/19"
"ECONOMISTA PAR SECADA LLORA LA MUERTE DEL RECORDADO ACTOR PETER FONDA","","LA SEÑORA MARÍA","Hoy en diá, uno penséria que la pelicula ‘Easy Rider’ es un clísi­co.","trome","2019/08/19"
"Llegó del Cuzco Profesor dará clases disfrazado de cavernícola","","Juan Ebert Quispe Aguilar","Con su pequenia maleta, donde guar­da atuendos como el de Tupac Amar­u II, el docente de His­toria pisó suelo limeño para difundir su peculia­r metodo de ensen­cia­nia con estudian­tes de diversos cen­tro­s edu­cati­vo­s.","trome","2019/08/19"
"Peligro real: Nutricionista advierte contra hábitos alimenticios poco saludables","","Profesor Cesar Diálnos","‘El Dia de los Gor­ditos’ es una fe­cha pa­ra cha­para reflec­tionar so­bre nues­tros habi­toss ali­menticio­s. El sobrepeso, enfer­me­das, co­mo la obe­sidad, diabetes, hiperten­sion, afec­cion­es chiagas en el respi­ratoi­rias y cancer en el cuer­po puedenn causar diversass males cardiacos. Asi lo advertío el nu­tri­cionista Ce­sar.","trome","2019/08/19"
"Hombre mata a mujer embarazada en accidente de tránsito","","Informacion Local","Un hombre identificado como Carlos Pérez (32) mató accidentalmente a su esposa Maria López (29), quien estaba embarazada de cinco meses, en un incidente ocurrido en la autopista Central.","trome","2019/08/19"
"Leche Gloria UHT","","","Snacks variados disponibles.","trome","2019/08/19"
"Precio actualizado","","","- Pierna con encuentro importada: 10 puntos – S/ 111 REDIME TU CUPÓN DEL 20 AL 21 DE AGOSTO POR CADA 100 SOLES DE COMPRA. NO VÁLIDO PARA LA CATEGORÍA ELECTRO, COLCHONES Y ALMOHADAS!","trome","2019/08/19"
"Asuntos deportivos","","","Los detalles del juego mencionan cómo terminó el partido y algunas estadísticas relevantes.","trome","2019/08/19"
"Sábados curiosidades","","","Historial personal de figuras públicas observadas en diferentes lugares.","trome","2019/08/19"
"Celebridades locales","","","Anécdota humorística relacionada con temperaturas extremadamente altas.","trome","2019/08/19"
"(DEPORTES) PISA TL ASGRE ","DEL SAQUE SOMOS CARNECITA... YA ME DI DE QUE LA ‘ESQUINA DEL 6’","","Un bar local dirigido por antiguos futbolistas decide cerrar debido a problemas financieros.","trome","2019/08/19"
"Hace unos días, cuando los termómetros marcaron 10 grados en la capital, el 'Chemo de los pobres' se bandereaba por las calles, con un polo de manga corta encima.","","","Continuación de la anécdota anterior describiendo acciones específicas realizadas bajo climáticas adversas.","trome","2019/08/19"
"LUNES 19 DE AGOSTO DEL 2019","XECRISTAL LLEGÓ A SEIS PARTIDOS SIN BERDER EN EL ’ALBERTO GALINDO’, FRANCISCO PALACIOS SUMÓ 50 PARTIDOS SIN GANAR VISITANTE (35 DERROTAS 15 EMPATES)","","Resumen de eventos importantes dentro del contexto deportivo, destacando actuaciones individuales significativas.","trome","2019/08/19"
"NATALIA MALAGA DENUNCIA DISCRIMINACIÓN CONTRA LAS PORTADORAS DE VOLLEYBALL","NEL PLANTEL ANDINO TAMBIÉN TIENE SUS CONTROVERSIAS","","Discusiones internas en equipos femeninos de volleyball respecto a compensaciones económicas insatisfactorias.","trome","2019/08/19"
"AUDIOVISUALES","EXPOSITOR DESTACA IMPORTANCIA DE DESCENTRALIZAR LA EDUCACIÓN EN TODO EL PERÚ","","Importancia de descentralizar la educación discutida en foro académico relevante.","trome","2019/08/19"
"DIRECCIÓN GENERAL DE ADMISSIÒN Y SEGUIMINTO UNIVERSIDAD PRIVADA ANTENA”;Av. SAN FELIPE 1109 — JESÚS MARÍA (%)"," ""+51 1 266 0195 Anexo: 3918 admision@quapp.edu.pe""","","Información institucional referente a procedimientos administrativos universitarios.","trome","2019/08/19"
"(DEPORTES) 21%; ""SAN MARTÍN 2–0 UNIVERSITARIO 3-CRISTAL","","Detalles adicionales de juegos deportivos resaltando cifras y nombres involucrados.","","trome","2019/08/19"
"Familia y estilo de vida","Cómo mantener una rutina efectiva de limpieza facial","Centro de Terapias Alternativas y Anti-envejecimiento","Explicación detallada sobre el uso de tonificadores faciales y diferencias con otras sustancias similares.","trome","2019/08/19"
"Ejercicio físico y nutrición","Qué debes considerar al realizar actividad física para pérdida de peso","","Descripción de prácticas comunes erróneas asociadas al ejercicio y consejos alternativos.","trome","2019/08/19"
"SNACKS SALUDABLES: A MEDIA MAÑANAY A MEDIA TARDE, SE DEBERIA INGERIR ALGÚN TIPO DE COMIDA."," NA","NA","Prefiere jaleas dietéticas, frutas, yogurt o leche descremada, barras de cereal y productos integrales que aporten pocas calorías.","trome","2019/08/19"
"E ARIES: "," NA","NA","El amor tocará otra vez tu corazón, ten cuidado que no todo lo que brilla es oro. Visita al médico.","trome","2019/08/19"
"A TAURÓ: "," NA","NA","Tu buen carácter te ayudará para llegar a tus metas. Da la oportunidad para ser feliz,","trome","2019/08/19"
"FAGEMINI:S "," NA","NA","Evita excesos frecuentes en las comidas y bebidas. Dedica más tiempo a los tuyos, ellos te necesitan.","trome","2019/08/19"
"CANCÉR: NA","NA","Piensa en las ‘consecuencias’ de esa situación, es mejor aprender a valorar lo que tienes en casa.","","trome","2019/08/19"
"LÉO : NA","NA","Encontrarás algo muy importante que te ayudará en lo profesional. Analiza bien las cosas.","","trome","2019/08/19"
"VIrgo: NA","NA","Podrías sacar conclusiones erróneas sobre el comportamiento de las personas. Éxitos en el trabajo.","","trome","2019/08/19"
"Libra: NA","NA","Define qué es lo más importante en tu vida. Podrías dañar a la persona que amas.","","trome","2019/08/19"
"Escórpio: NA","NA","Cuida ese cambio brusco de humor, tu pareja podría sentirse mal.","","trome","2019/08/19"
"Sagitario: NA","NA","No hagas caso a comentarios de gente que busca dejarte mal, la verdad está en todas partes.","","trome","2019/08/19"
"Capricornio: NA","NA","Ten mente abierta, nuevas oportunidades podrían surgirte, no las desperdicias.","","trome","2019/08/19"
"aquário: NA","NA","Armonía en el hogar. A pesar de los tropiezos salirás adelante, sigue con esa mentalidad.","","trome","2019/08/19"
"PISCIS: NA","NA","Una mudanza laboral supone un cambio en tu vida. No temer frente a nuevos reto,sé positivo que todo saldrá bien.","","trome","2019/08/19"
