"headline","subheadline","author","content","newspaper","date"
"Gobierno aprueba contratos de seguro para banca","Cláusula permite banco compensar cuentas de clientes","REDACTORES","La Superintendencia de Banca y Seguros decide formalizar modelos contractuales que permiten a los bancos ejercitar el derecho de compensación con cualquier tipo de cuenta de sus clientes.","gestion","2014/12/16"
"Debate reforma laboral en medio de variaciones en empleo juvenil","Empleo en Lima muestra cambios contrastantes según grupo de edad","REDACCION","Según el último informe del INEI, el empleo en Lima mostró un ligero aumento, excepto en el grupo joven de 18 a 24 años, quienes experimentaron una disminución notable.","gestion","2014/12/16"
"Dixit: Juventud y derechos laborales","'Muchos jóvenes carecen de empleo digno'; dice Ollanta Humala","OPINIÓN","Humala critica la falta de reconocimiento de derechos laborales básicos entre los jóvenes, destacando problemas persistentes en el acceso al empleo decente.","gestion","2014/12/16"
"Investiga Tía María:","Propone Yamila Osorio diálogo para asegurar viabilidad del proyecto","REPORTAJE","Osorio sugiere conversaciones con Southern Copper para discutir aspectos críticos del proyecto cuprifero Tía María, especialmente en relación con la infraestructura hidráulica existente.","gestion","2014/12/16"
"Economía nacional proyecta crecimiento superior al esperado","Expectativas económicas positivas anticipan un crecimiento robusto","ANA MARÍA QUIÑONES","Datos recientes muestran que la economía podría registrar un crecimiento considerable durante el próximo periodo fiscal, reflejo de políticas exitosas aplicadas previamente.","gestion","2014/12/16"
"Aumento de inversiones extranjeras en logística","Blue Express inaugura planta de almacenaje avanzado","JOHN DOE","Con una inversión inicial de USD 1.5 millones, Blue Express abre un moderno complejo de almacenamiento en Chorrillos, escalando su oferta en servicios logísticos en respuesta a la demanda interna.","gestion","2014/12/16"
"xphca 105 temas más por BCP, entre otras, repase Anota sus Proyecciones EMPLEO.","","","","gestion","2014/12/16"
"Mina de oro: Empresas prevén extraer mayor cantidad de cobre.;Empresas prevén extraer mayor cantidad de cobre.(Reuters);Rio Tinto y BHP Billiton están acumulando grandes intereses en el cobre... ","","","","gestion","2014/12/16"
"Bono de compra hoy y entra al Estadio Corolla S/-7000 bono de dcto.;Llegó el Toyotathon. Autos con beneficios para todos....","","","","gestion","2014/12/16"
"Gastronomía peruana lidera listado de restaurantes recomendados.;Una guía completa de los lugares imperdibles en Lima...","","","","gestion","2014/12/16"
"Economía: Cambios significativos en patrones de consumo de lujo.;David Leppan, un millonario sudafricano, no está muy interesado en lo de premiar,...","","","","gestion","2014/12/16"
"Inversiones extranjeras aumentan gracias a nuevas regulaciones.;Las reformas legales facilitan la entrada de capital internacional...","","","","gestion","2014/12/16"
"Lara Exploration y Goldplata crearán firma de exploración.;Parque Arauco presenta ‘Distrito de Lujo’...","","","","gestion","2014/12/16"
"Crecen ventas de equipo usado de Ferreycorp.;MINERÍA: Lara Exploration y Goldplata Mining anunciaron que firmaron una carta de intención...","","","","gestion","2014/12/16"
"GOBIERNO LANZÓ PROCESO DE LICITACIÓN.;Perupetro espera inversiones por USD 3150 millones en 7 lotes petroleros...","","","","gestion","2014/12/16"
"Pronóstico Económico: Octubre creció 2.37%; seguiremos viendo números modestos.;Noviembre El Scotiabank indica que los indicadores anticipados para noviembre indican...","","","","gestion","2014/12/16"
"MIGUEL E. SANTILLANA Investigador Principal del Instituto del Perú","","","Solo 5 mineros de los 70,000 inscritos han logrado todas las autorizaciones. Es decir, el 0.00714% ¿Es un éxito?","gestion","2014/12/16"
"MANUEL PULGAR VIDAL ","Precisión.","","Para entender esto hay que decir que el proceso de formalización de MPV dura 1,260 días y cuesta US$ 87,849.","gestion","2014/12/16"
"GESTIÓN","Martes 16 de diciembre de 2014","","El pago a más de 103,000 fonavistas en stand-by hasta nuevo aviso – El fallo del Tribunal Constitucional (TC) precisió que la devolución de los aportes fonavistas no incluye los realizados por empleadores ni el Estado, ya que no afectaron el patrimonio del trabajador.","gestion","2014/12/16"
"ECONOMÍA","PRODUCCION POR PUERTO DEL CALLAO AUMENTÓ 10%","MACRORREGION SUR CRECERÍA 4% AL CIERRE DE ESTE AÑO","De enero en setiembre del 2014, la salida de contenedores para exportación desde los principales puertos de la Comunidad Andina al mundo alcanzó los 803,000 TEU, lo cual representa un aumento de 11.2% respecto a similar periodo del año anterior.","gestion","2014/12/16"
"PISCOSERIE PREVISIÓN","Sector Industrial Alienta Expectativas Sobre Mejoras en EUU","(Reuters);La producción manufacturera de EE.UU. registró en noviembre su mayor incremento en nueve meses debido a la expansión de varios sectores, lo que apunta a una fortaleza subyacente en la economía.""","","gestion","2014/12/16"
"IMPACTO","Mercados Emergentes Se Hundieron por China y Caída del Crudo","(Bloomberg/Reuters)","Las acciones, bonos y monedas de Rusia, Brasil, Venezuela y Tailandia, en el mundo en desarrollo, se hundieron ayer.","gestion","2014/12/16"
"Lento y poco seguro","PIB OCTUBRE","Opinión","Ayery el INEI reveló que la economía se expandió 2.37% en el mes de octubre, un resultado menor al del mes anterior (2.68%) y menor de lo que se necesitaba para que la curva mantenga una pendiente de crecimiento que nos lleve lejos de la desaceleración de este año.","gestion","2014/12/16"
"Desaceleración Latinoamericana","OPINIÓN","Javier ... cronista","Tras la recesión del 2009, la región creció rápidamente en el 2010 (6.2%), impulsada por una recuperación acelerada en los precios de las materias primas, que alcanzaron un pico en el 2011.","gestion","2014/12/16"
"suspensión por 60 días del congresista José León por alquilar su casa a un procesado por narcotráfico."," NA","Martes 16 de diciembre del 2014 GESTIÓN "," ""A pedido del legislador Martin Belaunde, la penal inicialmente era de 120 días se reduce a la mitad. Ahora todo queda en manos de la Comisión Permanente.""","gestion","2014/12/16"
"Secuestro en Sidney deja 3 muertos"," NA"," ""GESTIÓN """," ""Abbott afirma que Australia no es inmunne a ataque terrorístas – El Primer Ministro Australiano afirmó que el secuestrador Iraní, abatido en el rescate, tenia problemas mentales. (Bloomberg / Reuters)""","gestion","2014/12/16"
"Información Local"," NA"," ""GESTIÓN """," ""Spotifly Identifican a melomanos: Están en Lima, Arequipa y Trujillo. Consumo de musica digital ascender a 30 millones de horas a nivel Nacional. ""","gestion","2014/12/16"
"BREVES Venezuela"," NA"," ""GESTIÓN """," ""Marchan contra sanciones. Decenas de miles de manifestantes del Gobierno Venezolanos marcharon ayer por varias calles de Caracas, en rechazo a las sanciones que Estados Unidos pretendía impornr a funcionarios acusados de violacion a los Derechos Humanos durante las protestas a comienzo de ano.""","gestion","2014/12/16"
"Mundo Medidas EE.UU. Pide Ayuda Al Vaticano Para Cerrar Guantanamo"," NA"," ""GESTIÓN """," ""(Reuters) Estados Unidos, que está buscando formas de cerrar la prision en la Isla de Guantanarno y transferir los presos a terceros pais, pidio ayuda canon para encontrar solucioneshumanitariarespara los detenidos, informó el Portavozi de la Santa sede, Padre federico Lombardi.""","gestion","2014/12/16"
