"headline","subheadline","author","content","newspaper","date"
"Jaime Yoshiyama regresa para ponerse a disposición de la justicia","Debe Cumplir Orden de Prisión Preventiva de 36 Meses.","","","publimetro","2019/03/11"
"Más allá de la inspiración, todo el trabajo que demanda ser arquitecto","Reflexiones de nuestro columnista Jorge Sánchez.","JORGE SÁNCHEZ","","publimetro","2019/03/11"
"Puede estallar guerra étnica?","La escalada de conflictos digitales y cómo se preparan los países para defenderse y producir ciberataques.","","","publimetro","2019/03/11"
"Llega Molina a las propuestas del Nuevo Alcalde","Discotecas, camionetas, motociclistas... para ordenar el Distrito.","Luis Molina","","publimetro","2019/03/11"
"'Disfruto que haga',","Con un Gran Concierto.","","","publimetro","2019/03/11"
"El gabinete que se viene para relanzar al Gobierno","Tras la renuncia de César Villanueva al cargo de Primer Ministro, surgen tres primeros nombres como posibilidades de reemplazo: Mirian Morales, Salvador del Solar y Vicente Zeballos. Además, se barajan cambios hasta en ocho ministerios. Según lo adelantado por el própio Presidente Vizcarra, podría haber más mujeres convocadas. ¿Cuál debe ser la labor de los ministros?","","Este cargo es político por definición. Su principal función es conseguir los objetivos del gobierno y comunicar los logros.","publimetro","2019/03/11"
"Universitarios siguen sanando en el arranque","Tercer triunfo seguido: 1–0 a Mannucci gol de Denilson.","","","publimetro","2019/03/11"
"Beneficios del Cannabis Medicinal","Laboratorios Altobelle y la Fundación Búsqueda realizan hoy una campaña médica para mostrar los beneficios del cannabis medicinal. Será en Jr. Patapo 225, Surco, de 10 a.m. a 2 p.m. Al final, se darán productos de forma gratuita.","","","publimetro","2019/03/11"
"Autoridades continúan investigando causa del apagón masivo en Venezuela","Guaidó declara 'Estado de Alerta Nacional', mientras aumenta la tensión internacional.","","","publimetro","2019/03/11"
"Danielle Casillas analiza la evolución de internet como campo de batalla","","Daniel Casillas","Internet se está convirtiendo en un nuevo escenario de guerra según expertos como Tara Wheeler, investigadora de Seguridad de la Información.","publimetro","2019/03/11"
"Celebrando el arte culinario en San Isidro","","Vecat gun","Una década de inversión ha posicionado a San Isidro como un destino gastronómico clave gracias a restaurantes internacionales de renombre.","publimetro","2019/03/11"
"Goles de Farfán y Ruidíaz brillan en competiciones europeas","","","Jefferson Farfán marca para Lokomotiv de Moscú, mientras que Christian Cueva participa activamente con Santos en Brasil.","publimetro","2019/03/11"
"Santiago Wanderers conquistan la Copa Chile","","","Contra pronóstico, Santiago Wanderers obtuvo la copa tras vencer a Colo-Colo en penaltis.","publimetro","2019/03/11"
"Atracciones musicales imperdibles en Lima","Maricarmen Marin celebra 20 años de trayectoria","","Este sábado, Maricarmen Marin ofrece un concierto gratuito para celebrar sus dos décadas de exitosa carrera.","publimetro","2019/03/11"
"¿Quién debería ser el próximo premier si renuncia César Villanueva?","Fernando Rosplgios analiza quién podría ocupar ese puesto.","FERNANDO ROSPLGIOs Analysta politico","Debería ser alguien con trayectoria y capacidad política para tender un gabinete que tiene mucho por mejorar, dado que la gestión del actual gobierno, en – el último año, ha sido de mediocre para mala. Mesias Sin duda, Martin Vizcarra no ha elegido a buenos ministros. Es gente gris. El presidente parece escogerlos para que no le hagan sombra. Y lo que el gabinete requiere es gente con capacidad de liderar sus sectores y un primer ministro que comparta esa caracteristica, Lo ideal seria que encontrara a un primer ministro politico y tecnico. Ya hemos visto lo que ocurrio con un gabinete de tecnicos “de lujo” con Pedro Pablo Kuczynski, Eso no funciona. Si bien el presidente no cuenta con un partido ni una bancada, eso a estas alturas no resulta importante. El Congresso esta sometido y no tiene una opocision fuerte. Lo que se requiere es la capaciad poltica para construir una buena relacion con otras fuerzas politicas, pues no sabemos que pueda pasar en el futuro.","publimetro","2019/03/11"
