"headline","subheadline","author","content","newspaper","date"
"Añadir título aquí","","","Alfredo Jalilie fue objeto de un recurso judicial similar en 2006, donde la Cuarta Sala Penal Anticorrupción rechazó aplicarle el derecho de gracia basándose en principios constitucionales.","elcomercio","2018/01/05"
"Ninguno encontrado","Alberto Fujimori sale de la Clínica Centenario","","Anoche, Alberto Fujimori abandonó la clínica Centenario hacia una residencia privada en La Molina, escoltado por personal de seguridad y familiares cercanos.","elcomercio","2018/01/05"
"Falta título","Fujimori critica el modo de entrega del indulto","Comunicado de Fuerza Popular","Un documento emitido por el Comité Ejecutivo Nacional de Fuerza Popular reconoce la liberación de Fujimori pero critican la metodología utilizada para otorgarlo.","elcomercio","2018/01/05"
"No disponible","Proyecto legal crucial para evitar candidaturas de personas condenadas","Martin Hidalgo","Se espera que el Congreso ratifique una ley significativa antes del 9 de enero para asegurar que individuos condenados por graves infracciones criminales no participen en futuros eventos electorales.","elcomercio","2018/01/05"
"Fiesta de Navidad en el centro comercial Plaza Norte","","","Este sábado 24 de diciembre, el Centro Comercial Plaza Norte abrirá sus puertas desde las 08:00 am hasta las 09:00 pm para ofrecer diversas actividades navideñas.","elcomercio","2018/01/05"
"Aumento de precios en productos básicos","Impacto en economía familiar","Juan Pérez","Según datos proporcionados por el Instituto Nacional de Estadística e Informática (INEI), los precios de alimentos y bebidas aumentaron significativamente en comparación con el periodo anterior.","elcomercio","2018/01/05"
"Celebración cultural en Miraflores","Exhibición artística gratuita","María López","Del 25 al 29 de diciembre, el Parque Kennedy de Miraflores contará con exposiciones culturales gratuitas, destacándose obras de artistas contemporáneos peruanos.","elcomercio","2018/01/05"
"Inauguran nuevo museo histórico en Piura","Visitas guiadas cada mañana","Carlos Gutiérrez","Con inauguración oficial realizada el jueves 22 de diciembre, el Museo Histórico Regional de Piura ofrece visitas guiadas diarias a grupos escolares y turistas interesados en conocer la historia regional.","elcomercio","2018/01/05"
"hacer es actualizar su sist- ema operativo.","","NA","Microsoft, Apple y Linux aseguran que han liberado estas actualiza- ciones.","elcomercio","2018/01/05"
"EL DESCARGO DE INTEL ","","NA","Sin afectar el desempeño Intel es la empresa más afectada con la revelación de estas fallas. Mediante un comunicado de prensa recal- có que no son los únicos fabricantes afectados y que están trabajando con otras empresas para encontrar una solución al problema. The Regis- ter indicó que la solución a través de actualización- es del sistema operativo haría que los procesadores de In- tel rindieran entre 5% y 30% menos. Intel aseguró que esa es una informa- ción imprecisa y que depende de cada caso ver si hay dismi-nución en el desempeño del chip.","elcomercio","2018/01/05"
"Revelan cómo el alcohol daña el ADN y sube riesgo de cáncer ","Londres [REUTERS] ","NA","Beber alcohol produce un químico perju-dicial en el órga-no que puede provocar daño ge-netico permanente en el ADN de las cel-las madres, aumento-del riesgo de cancer. Asi lo a-se-gura un estudio publi-cado en 'Na-ture'. En un trab-a-j-o-con-rati-nes-de-la-boro-ra-to-li-do-s-en-elaborado, cientifi-cos britanic-os-usa-ro-an-alisis-de-cromo-so-mos-y-se-quen-ciacion-de-ADN-pa-ra-ex-am-in-ar-el-da-ño-geneti-co-po-tr-e-lo-ac-et-al-de-h-i-do-un-q-u-im-ico-pe-ri-judi-cal-ge-ne-ra-do-cua-ando-el-cor-po-pro-ce-sa-el-al-co-he-l. Su-s-hallaz-go-brinda-m-as-di-te-all-es-como-el-al-co-he-l-inc-re-men-ta-el-r-is-go-de-desa-rrollar-se-venen-ta-res-ca-neres,incluyendo el de mama y el de col-on.También-demostra-ren-como-el-orga-nismobuscade-defendere-l-da-ñoqueprovoca-el-al-co-he-l.KetanPatel,delaMedicalResearchCouncilLaboratoryofMolecularBiologypresenteaqui-dirijoelsestudiodice:'Algu-na-sca-nceresen-developendebidedañoeneldNDenasellascellasmadreespecialmenteporeltipodeq-ui-mico-perjudicialexisten-te.'LaOrganizacionMundialeSaudeclasificaalaalcoholcomoongracopor-carcingenogenomaspeligroso.GETTYIMAGESWennelprocessoalcoholsproduceschemicalthatdamagesDNAcellsincreasingriskcancerstudypublished'Nature'","elcomercio","2018/01/05"
"Considera que el trabajo psicológico fue clave en las Eliminatorias ","ENTREVISTAARENATOTAPIAJugadordelFeyenoorda‘GARECA MEJORÓ EN TODOSLOSASPECTOS'Despuesdeclausarcoungrande2017,'CAPITÀNFUTURO'Solo pidessiguehaberi-continuidaddpara-cumplicielmundialiastenuedadades.","Eduardo Cavero","'PeseactuarcentralenyFe-yenoordo,voltandoinla-seleccion,Tapia noseproblemas:solonoespierealimentarsiemprejugardentodoslossectores.Elprofesionalsupervisionpsicològi-catransformacióndelegàriauxiliarcomohombreclaveparaelcumplimentoobjetivoseliminatorias.Lahistoriademostracomocomprensionsolidariosubrayaimportancialaunidadcompromisosocialentreintegrantesgrupo.Perùnoesunicampanamentodelos22jugadorsinoconjuntointegrantediferentssectors.Estarelacinhaayudadomuchissimo.Encontrarnuevoequilibrioresultadodesuperioridadmentalcontribuyeconsignificarparticipacionmundial.Pauloaunquehubiesefaltadoporrazonespersonales,suficienteinformacionasegurallevaaclararconfusionesrelativascondicionesjurídicaspermitidasuasistencia.RenatoTapiaexpresaexpectativacontinuadaexcelenciaperformanceequipoperuanoconsiderandolaexperienciafructíferaconducidaatravesdeltrabajoen-equipoorganizadosistemáticamente.'","elcomercio","2018/01/05"
