"headline","subheadline","author","content","newspaper","date"
"Gobierno propone extender sanciones a los dueños de viviendas en los proyectos turísticos por infracciones ambientales, recuperar las tasas de crecimiento en el Perú y que sea permanente.","","Comentaluan la demanda creció 21%. Consultoras sugieren medidas adicionales.","","gestion","2019/06/26"
"Termochilca se pone en venta","Mayoría de interesados son empresas del extranjero. Proceso liderado por LXG Capital.","","Planta ubicada en Chilca, Cañete, fue valorizada en US$ 18.2 millones durante el primer trimestre. Capacidad de 500 MW después de modernización.","gestion","2019/06/26"
"Cómo funciona realmente el e-commerce en el Perú","","","Según estudios de Datum, el 26% de peruanos utiliza apps financieras y servicios digitales sin reconocerlo como e-commerce tradicional. Expectativas positivas hacia el aumento de transacciones online.","gestion","2019/06/26"
"Miércoles 26 de junio del 2019","","","Un recuento detallado de eventos financieros y noticias importantes.","gestion","2019/06/26"
"Novedoso reportaje sobre exposiciones comerciales","LA EXPANSIÓN INTERNACIONAL DE LAS FRANCHISES","Latam Networks","Así,ha traído almercado la cadena deheladerías GelatiAmo, con la cual se deberíaexpandirenésteyel proximo año.","gestion","2019/06/26"
"COPA AMÉRICA 2019: ATENCION TELEVISIVA","Los partidos de la selección nacional captaron a más de cinco millones de espectadores.","","Según Kantar Ibop Pollmedia, el partido contra Bolivia fue el más visto con 1.69 millones de personas.","gestion","2019/06/26"
"HANG REALIZA TRABAJO SIGNIFICATIVO EN INFRAESTRUCTURA","Hang realiza obras para varios proyectos mineros en el país.","","Las obras en su planta en Lurín se concentran en la construcción de componentes clave para minería.","gestion","2019/06/26"
"MERCADO FINANCIERO: CALIFICADOR MOODY'S EVALÚA PERÚ","Califica la economía peruana con ‘fortaleza moderada’.","Javier Priale","Moody’s destaca el crecimiento esperado y la capacidad de enfrentar shocks externos.","gestion","2019/06/26"
"ECONOMIC ANALYSIS OF THE PERUVIAN SCENE","Problemas Normativos Según MEF","Marco Camacho","Se critican ciertos aspectos legales concernientes a cómo se conceden beneficios tributarios.","gestion","2019/06/26"
"GROWTH FORECAST FOR LATIN AMERICANACTION","Inversiones reduciéndose conforme avance el año.","","De acuerdo con el IEDEP de la CCL, varias áreas experimentarán tasas menores de crecimiento.","gestion","2019/06/26"
"BOLIVIA-PERÚ GAS PIPELINE AGREEMENT","Presidente Vizcarra avala conexión de gasoductos.","","Ambos países buscan avanzar en la infraestructura energética conjunta mediante la interconexión de sistemas de transporte de gas.","gestion","2019/06/26"
"SUNAFIL EMITE NUEVO LINEAMENTO INSPECCIONARIO","Continuidad incluso ante desistimientos de denunciante.","","Nuevo protocolo asegura que las investigaciones prosigan aún después de retiradas algunas reclamaciones.","gestion","2019/06/26"
"Minsitró suspende multa por irregularidades en registros de personal","Anuncia punitoria máxima de 15 UIT","","En este caso, la sanción que se venía aplicando era como para una infracción muy grave, equiparar el no tener un registro de asistencia con tenerlo a medias, por lo que se ha flexibilizada esta medida, anotó Puntríano.","gestion","2019/06/26"
"Habilitan mesa de diálogo para discutir proyecto Tía Marìa","Cáceres afirma ir sólo con licencia social","","Sin embargo, el experto comentó que una obligación similar que sanciona Sunafil es no contar con un reglamento interno de trabajo cuando la empresa tenga 100 trabajadores, infracción que se considera grave. Entonces, siguiendo el criterio anterior, dijo, se podría pensar que tener un reglamento incompleto (por falta de capítulos) debería ser considerado infracción leve.","gestion","2019/06/26"
"Gobierno planea incrementar suministro de agua en Valle de Tambo","Proyecto permitirá construir nueva represa","Alejandra Aramayo","La secretaria de la Comisión de Energía y Minas del Congreso, Alejandra Aramayo (FP), señaló que plantearán un proyecto que permita 3 Southern, via APP, construir una represa para incrementar el suministro de agua para el valle de Tambo.","gestion","2019/06/26"
"Paul Krugman analiza decisiones futuras de la Reserva Federal","Polémica sobre ajustes de tasas de interés","Antonio Yonz Martinez","Si la Fed decide recortar las tasas, cualquier impulso que genere en la economía –sería limitado–, se materializaría demasiado tarde como para ayudar a Trump en las elecciones del 2020.","gestion","2019/06/26"
"Fed reduce expectativas de baja agresiva de tasas de interés","Powell defiende autonomía institucional","Autor Reuters","Jefe del banco central de EE.UU. indica que aún trata de dilucidar si es necesaria una rebaja de su tasa de interés. Defendiò la independencia del organismo del presidente Donald Trump y de los mercados financieros.","gestion","2019/06/26"
"Crisis comercial disminuye confianza del consumidor estadounidense","Datos muestran declive en percepciones laborales","Autor Bloomberg","Las perspectivas de la economía se vieron aún más ensombrecidas por otros datos que mostraron que las ventas de nuevas viviendas unifamiliares cayeron inesperadamente por segundo mes consecutivo.","gestion","2019/06/26"
"Banco Central de Rusia favorecido por depreciación del dólar","Monedas emergentes pueden mejorar según Morgan Stanley","Analistas de Morgan Stanley","Es probable que el dólar estadounidense esté en un mercado bajista, lo que significa que las monedas de los mercados emergentes tendrán una marcha positiva este año, a pesar de una perspectiva más débil para el crecimiento global.","gestion","2019/06/26"
"Economía brasileña evade recesión técnicamente definida","Inflación controlada pero persiste incertidumbre","Minutas del Panel Monetario Brasileño","Tras contraerse en el primer trimestre del año, la economía brasilieña se encamina a registrar un mínimo avance en el segundo período, por lo que evitaría por poco una recesión técnica.","gestion","2019/06/26"
"Distribuidores exclusivos de gas natural deben priorizar conexión doméstica","Propuesta busca incentivar acceso universal al gas","Diego Rojas","Consiste en otorgarle al distribuidor durante sus primeros 12 años el derecho de exclusividad sobre el servicio a grandes usuarios ubicados en su área de concesión, condicionado a que por cada 1000 m³/mes de consumo de cada gran usuario atendido conecte a un millar de habitantes residentes.","gestion","2019/06/26"
"Iran says sanctions against Ayatollah will have little effect because he has no foreign assets."," NA","AFP","President of Iran said yesterday that recent sanctions imposed on him by the White House would show his ‘mental delay’. However, President Hassan Rouhani stated that the sanctions against Supreme Leader Ali Khamenei won’t have practical impact since he doesn't own properties abroad.","gestion","2019/06/26"
"The United States threatens to destroy parts of Iran over attacks.; NA; Reuters; Donald Trump threatened yesterday saying that if Iran attacked anything American, there would be overwhelming force used which could mean destroying some areas,"" tweeted Trump after announcing minutes before launching offensive strikes against Iranian targets.""","","","","gestion","2019/06/26"
"Cannes Lions reveals industry trends for advertising in Latin America."," NA"," Karen Romo Andrade","Latin America received fewer awards this year compared to last year despite having more judges attending the event according to Expansion magazine. Brazil led with 85 wins while Peru secured nine including an additional lion awarded to Fahrenheit DDB agency.","gestion","2019/06/26"
