"headline","subheadline","author","content","newspaper","date"
"¡Qué cosa…! "," NA","© Hablando de Retrete","Por unos minutos se ciñó la banda presidencial y en las redes lo vacilaron como ‘El Breve’.","trome","2018/03/24"
"Hombre político opina sobre figura pública"," NA","© Quien se mostró en contra de calificar a PPK de “traidor a la párra…”","Lo anterior causó, según los conductores, un verdadero ‘traficazo’.","trome","2018/03/24"
"Aplaudido presidente"," NA","© A diferencia de lo que ocurrió con PPK cuando asumió la sede….""Martín Vizcarra fue muy ovacionado, incluso por los fujimoristas.""","","trome","2018/03/24"
"Nadine Heredia critica situación judicial"," NA","© Indolencia’."," ""En medio de todo lo que está sucediendo, Nadine Heredia dio un tuit: ‘Una más en prisión injusta y abusiva.’”","trome","2018/03/24"
"Turistic tours during Easter week"," NA","© Más de 1 millón 400 mil turistas nacionales viajarán …"," ""Según el Ministerio de Comercio Exterior y Turismo (MINCETUR), Lima será la ciudad que más visitantes recibiría.”","trome","2018/03/24"
"Innovative robotic arm created by students"," NA","© Con piezas de Lego y componentes informáticos,…"," ""Dos estudiantes del COAR diseñaron y programaron dos prototipos de brazo robótico utilizando piezas de LEGO.""","trome","2018/03/24"
"Young blind student enters university successfully"," NA","© Este joven invidente que ingresó a la Universidad Nacional Mayor de San Marcos…"," ""Flavio Eduardo Valenzuela Pisfil asegura que no fue fácil lograr su meta.""","trome","2018/03/24"
"Military support for police during Summit Americas"," NA","© Durante la VIII Cumbre de las Américas…"," ""Se espera que militares apoyen a la Policía Nacional para garantizar la seguridad durante el evento.""","trome","2018/03/24"
"Ciego ingresa primero a universidad nacional"," NA","© No hay obstáculos para estudiar y triunfar en la vida."," ""Este hecho destaca cómo Flavio Eduardo Valenzuela Pisfil ingresó a la UNSM en el primer lugar.""","trome","2018/03/24"
"Surgical success story inspires young athlete"," NA","© Volvió a sonreír tras una exitosa cirugía al corazón."," ""Junior Cuadros, un adolescente de 15 años, retornó a actividades deportivas luego de operarse satisfactoriamente.""","trome","2018/03/24"
"Futbolistas lesionados en accidente automovilístico"," NA","© Entre las avenidas Pastor Sevilla y Mateo Poma…"," ""Madres de familia y sus hijas resultaron heridas tras impactarse con una camioneta.""","trome","2018/03/24"
"Policía arresta jóvenes implicados en crímenes violentos"," NA","© Además de estos dispositivos funcionan con sensores instalados…"," ""Capturaron a Jonathan BallisterosCondori, Héctor GranzaTorres y Roberto Huanca, conocidos como ‘Los Babies del Sur’, responsables de múltiples ataques.""","trome","2018/03/24"
"Educational reforms announced by Ministry of Education"," NA","© Gracias a un acuerdo de cofinanciamiento…"," ""Implementarán un nuevo sistema de formación técnica formalizada con fondos internacionales.""","trome","2018/03/24"
"Academias futbolísticas cumplen sueño de entrenamiento intensivo"," NA","© Lograron el reto de subir el Cerro San Cristóbal…"," ""Lograron ejecutar 9 mil 500 toques en menos de una hora y media.""","trome","2018/03/24"
"Gobierno aumenta salario mínimo"," NA","© Oficializa el gobierno el incremento de la remuneración mínima…"," ""Desde el próximo mes, el salario mínimo pasa de 850 a 930 soles.""","trome","2018/03/24"
"Ataque terrorista en supermercado francés"," NA","© Informaron que hubo cuatro muertos incluido el propio atacante…"," ""Durante el incidente, el autor del ataque proclamó su lealtad al ISIS.""","trome","2018/03/24"
"Ilegal venta de figuras Panini causa preocupación"," NA","© Debido al intercambio de figuritas del álbum Panini Mundial Rusia 2018…"," ""Exhortan precaución ante reuniones organizadas en espacios públicos.""","trome","2018/03/24"
"Juicio absuelve a hombre erróneamente sentenciado"," NA","© Uno de los hombres que abusan sexualmente de ella…"," ""Gracias a nuevas evidencias de ADN, se revirtió la condena inicial.""","trome","2018/03/24"
