"headline","subheadline","author","content","newspaper","date"
"Defensoría del Pueblo Entre la espada y la pared","","","Esta irresponsabilidad de Sedapal por el aniego en San Juan de Lurigancho es muestra de un problema mayor que ha ameritado el anuncio de una reforma.","peru21","2019/03/11"
"Tecnología en Centros Comerciales","Lunes 11 de marzo del 2019| Perú21","ISAACVASQUEZ TELLO","Actividades como hacer las compras de la semana, buscar un regalo o ir al cine podrían llevarse a cabo de manera paralela con otra: cargar la batería de los autos eléctricos. Algunos centros comerciales se alisten para este escenario, según ABB, una multinacional especializada en conexión, automatización y digitalización industrial.","peru21","2019/03/11"
"NUEVO ACERCAMIENTO COMERCIAL ENTRE PERÚ Y INDIA","Retoman negociación con la India","PROTAMASIÓ I CONSUMO","Las actividades incluyen el acceso al mercado de mercaderías, reglas de origen, medidas sanitarias y fitosanitarias, procesos aduaneros, inversión, entre otros.","peru21","2019/03/11"
"Pensamientos Económicos","¿CUÁNTAS VEZ ES LO IMPORTANTE?","PATRICIA TEULLETT","En lugar de estar pendientes de ellas, el gobernante debe concentrarse en servir a la población cuyo bienestar depende de las medidas que adopte, así hagan caer el ‘precio de las acciones’ (léase ‘encuestas’)?","peru21","2019/03/11"
"Futuro Demográfico Peruano","Proyección del Ceplan valor de Acciones o Nivel de Popularidad","LA CONFIEP","De acuerdo con uno de los once estudios que el Centro Nacional de Planeamiento Estratégico (Ceplan) realizó sobre análisis del futuro y conocimiento del territorio.","peru21","2019/03/11"
"Sondeocracia y Patadas en el Trasero","Un hombre en la Luna Jaime Bayly","Jaime Bayly","Se trata de un relato humorístico donde describe reuniones nocturnas llenas de personajes mayores quienes comparten experiencias diversas durante eventos sociales.","peru21","2019/03/11"
"Mundo Actual","MUNDO ETIOPIA.","Agencias","Información sobre el accidente aéreo ocurrido cerca de Addis Ababa involucrando varias nacionalidades y funcionarios de la ONU.","peru21","2019/03/11"
"Afectaciones Globales","EL CHAVISMO SUSPENDE LA JORNADA LABORAL Y ESCOLAR DE HOY POR APAGON","Agencias","Descripción de los efectos del prolongado apagón en Venezuela bajo el régimen de Nicolás Maduro.","peru21","2019/03/11"
"Conversación polémica involucraría al Vicegobernador Chalaco","NA","Panorama","Conversación es nada menos que el vicegobernador chalaco, Constantino Galarza, quien confirmó anoche a Panorama que se trataba de su voz, que fue una conversación de enero y producto “de un exabrupto, de una fantasía”. En la grabación, Galarza describe a su interlocutor el camino que deberían seguir los autores del crimen.","peru21","2019/03/11"
"Municipalidad de Lima encuentra deficiencias en seguridad","Cierran galería de Las Malvinas","NA","LA MUNICIPALIDAD DE LIMA DETECTO SERIAS DEFICIENCIAS EN SEGURIDAD EN ESTABLECIMIENTO Cierran galería de Las Malvinas. Los conductos eléctricos no carecían de protección, además, los pozos a tierra no habían sido recibido adecuadamente mantenimiento. Por si fuera poco, había escasa ventilación para los balones de gas, los cuales se encontraban muy cercanos a fuentes de calor. Por esta y otras razones –como la presencia de talleres de metales que no tenían licencia–, la gerencia de fiscalización de la municipalidad de Lima procedió a cerrar temporalmente la galería Unión de Asociaciones de Micro y Pequeños Empresarios Las Malvinas y Anexos (Udampe), ubicada en la cuadra ocho de la avenida Argentina, en el Cercado. Adicionalmente, se impuso una multa de dos UIT (8,400 soles) a los administrados del establecimiento por dichas infracciones, que son consideradas muy graves. El local podría volver a abrir sus puertas tan pronto como corrijan las deficiencias señaladas por los inspectores de Defensa Civil de Lima.","peru21","2019/03/11"
"Investigan posible vínculo político detrás de amenaza contra funcionario regional","Antes de las elecciones, en octubre de 2018, el poder judicial ordenó la captura de Mandriotti.","NA","Constantino Galarza y Dante Mandriottti postularon juntos al gobierno regional del callao. Anteriormente, antes de las elecciones, en octubre de 2018, el poder judical dispuso la captura de Mandriotti, acusado de formar parte de la banda ‘Los Malditos’ de Angamos’. Galarza defendió fervientemente a Mandriotto durante el proceso legal. Actualmente, el vicegobernador acusa al gobernador de obstaculizar su labor profesional. Dentro de la transcripción de la llamada interceptada, Galarza mencionó haber organizado una reunión con empresarios interesados en proyectos relacionados con la costa verde del Callao.","peru21","2019/03/11"
"Aumento de temperatura previsto para ciudades seleccionadas","Temperatura mínima/máxima reportada","NA","Calamarca presenta temperaturas de 7°C a 20°C, mientras que Cuzco registra valores de 12°C a 22°C. Para Piura, se espera un incremento notable con registros de 17°C a 28°C. En Tacna, las cifras oscilan entre 22°C y 28°C, y Turuco muestra variaciones térmicas similares a Tacna.","peru21","2019/03/11"
"Clausuran instalación industrial por incumplimientos severos","Infractores recibirán fuerte multa","NA","En respuesta a múltiples irregularidades observadas dentro de una planta procesadora situada en la promincia de Secchuра, incluyendo sistemas eléctricos deficientes y falta de medidas preventivas básicas, la Municipalidad de Lima ejecutó una suspensión provisional de operaciones. Como resultado directo de esta acción regulatoria, se dictaminó una sanción económica considerable ascendente a dos unidades tributarias mensuales (UIT), equivalente a aproximadamente 8400 soles, destinada a castigar las fallas estructurales y protocolares evidentes en el sitio.","peru21","2019/03/11"
