"headline","subheadline","author","content","newspaper","date"
"Línea 2 del Metro en mira de ‘Caracol’","","","Línea 2 del Metro en mira de ’Caracol’. ","peru21","2015/12/20"
"Fernando Rospgliosi asegura que la plancha presidencial de Pedro Pablo Kuczynski es “profesionales independientes y exitosos.”","Entrevista.21 Fernando Rospigliozi.","[Author]","Fernando Rospgliosi, ex ministro del Interior y analista politico, asegura que la plancha presidencial de Pedro Pablo Kuczynski es “profesionales independientes y exitosos.” Crònica Columna AFP EFE Reuters.","peru21","2015/12/20"
"Asegura que sus propuestas en este punto son las mas certeras.","","","Afirma que sus propuestas en este punto son las mas certeras. Los demàs candidatos estàn perdidos y no van al fondo de este problema cuya soluciòn es fundamental para que el Perù sea viable,","peru21","2015/12/20"
"Profesionales Independientes Exitosos","Asesora a PPK en comunicaciones y en seguridad ciudadana","Marìella Balbl","Periodista Matìas balbla explica que Asesora a PPK en comunicaciones y en seguridad ciudadana afirma que sus propuestas en este punto son las mas certeras. Los demàs candidatos estàn perdidos y no van al fondo de este problema cuya soluciòn es fundamental para que el Perù sea viable,","peru21","2015/12/20"
"Gerson Galvez sigue extorsionando","","","Gerson Gálvez sigue extorsionando.","peru21","2015/12/20"
"Táctica del gobierno de Maduro","","Porteño","Como el resto de oposiciones al populismo en América Latina, en Venezuela creen que siendo mansos militantes de la ley... Finalmente brote la condición de estadistas entre los políticos venezolanos.","peru21","2015/12/20"
"Amenaza Militar China-Estados Unidos","Acusa a EE.UU. de provocación militar","Peekín (AFP)","El Ministerio de Defensa chino consideró una grave provocación militar el vuelo, durante el pasado 10 de diciembre, de dos bombarderos estadounidenses sobre dos islas del mar de China...","peru21","2015/12/20"
"Gerson Galvez sigue activo","Incluso amenaza desde Ecuador","Shirley Avila lavila@peru21.com","Se ha convertido en uno de los criminales más buscados del país y ahora figura en las alertas de la Interpol para que sea ubicado en otras partes del mundo.... Revelaron además que también extorsionaron a ingenieros de un proyecto inmobiliario...","peru21","2015/12/20"
"Serenos vigilan desde las azoteas","Para mejorar seguridad en Lima","Noticia Local","Serenos de la Municipalidad de Lima vigilarán las calles y centros comerciales de Mesa Redonda y el Mercado Central desde las azoteas, según anunció la comuna.","peru21","2015/12/20"
"Nueva línea de autobuses en Lima","Conecta La Molina con San Isidro","Información de Movilidad","Desde mañana comenzará a funcionar una nueva línea de buses que conectará La Molina con San Isidro, ofreciendo servicios regulares y aumentando la capacidad de transporte en la zona.","peru21","2015/12/20"
"Hallazgos preocupantes en El Agustino","Granada de fusil encontrada en basural","Reporte policial","Una granada de fusil anti-tanque y dos granadas lacrimógenas fueron halladas en un basural en El Agustino, generando alarmas respecto a materiales bélicos abandonados.","peru21","2015/12/20"
"Talentosas tejedoras elaboraron el Primer Telar Hecho a Mano del Mundo","NA","Carlos Viguria","Enviado especial a Cuzco, más de dos horas de la Ciudad de Cuzco se encuentra la comunidad de Charí, en el Distrito de Checacupe, a 3,446 metros sobre el nivel del mar.","peru21","2015/12/20"
"Eustaquia Quispé, encargada de fiscalizar los tejidos artesanales del Grupo Prospera, me preguntó con una gran sonrisa si era la primera vez que venía.","","Carlos Viguria","Respondí que no y que estaba asombrado por tanta belleza. ‘Sí’, afirmó, aquí, además, el aire es fresco, no como en Lima.’","peru21","2015/12/20"
"Nuestro artículo destaca cómo estas talentosas tejedoras están siendo reconocidas mundialmente por su habilidad y tradición.","","Carlos Viguria","Su técnica de tejido ancestral ha sido reconocida este año por trabajar con las comunidades de Ccachin, Choquecancha y Huaran en el primer telar hecho a mano del mundo para una conocida marca de cerveza.","peru21","2015/12/20"
"Heredades de Hilos","NA","Carlos Viguria","Según nos dice Eustaquia, ella aprendió a tejer de su Ursula’ y de su madre Nicolasa. Esta herencia se repite en las demás mujeres del colectivo, pues todas aprendieron desde muy pequeñas y enseñan a sus hijas a preparar coloridos textiles.","peru21","2015/12/20"
"Celebra tus vacaciones en DM Hotels”;“Oferta exclusiva”; “DM Hotels”; “Del 31 de diciembre al 3 de enero disfruta de acceso completo a nuestra fiesta nocturna, instalaciones deportivas completas, restaurante gourmet, estacionamiento privado y alojamientos confortables.”","","","","peru21","2015/12/20"
