"headline","subheadline","author","content","newspaper","date"
"Procurador anticorrupción investiga posible reapertura del caso","Saldaña destaca importancia de encontrar elementos adicionales.","Martha Chávez","Congresista de Fuerza Popular subrayó. La presidenta del Congreso, Ana María Solórzano, por su parte, refirió que algunos legisladores han planteado la posibilidad de citar al titular del Ministerio Público para que fundamentara.","peru21","2014/09/20"
"Precisa detalles sobre el presupuesto destinado al resguardo de Oscar López Meneses","Calculan un perjuicio superior a S/.1 millón.","","De acuerdo a cálculos de la Dirección Anticorrupción, la asignación del servicio policial irregular causó un perjuicio económico al Estado no menor de un millón de soles. El representante de la institución, Christian Salas, informó a Perú21 que dicho dinero fue utilizado en sueldos para 18 agentes, combustibles y mantenimiento de vehículos durante aproximadamente un año.","peru21","2014/09/20"
"Celebra liberación tras sentencia injusta","Carlos Incháustegui aclara su papel limitado en actividades terroristas.","","Pasado el 12 de septiembre, Carlos Incháuste gui obtuvo su libertad tras completar su condena. Él insistió en que jamás formó parte activa de Sendero Luminoso ni tenía conocimientos previos sobre armamentos. Argumentó que actuó bajo coacciones ejercidas por su entonces pareja sentimental, quienes manipularon situaciones complejas para implicarlo erróneamente.","peru21","2014/09/20"
"Asegura persecución constante hacia fugitivos peligrosos","Interpol colabora globalmente para localizar criminales evadidos.","Luis Bisso","Los individuos Rodolfo Orellana, Martin Belaunde y Gerardo Vinas figuran como objetivos prioritarios de búsqueda en 190 países, conforme reveló el jefe de la Interpol, Coronel Luis Bisso. Destacó que, a pesar de ciertas dificultades derivadas de recursos financieros sustanciales disponibles para dichos sujetos, la labor policial prosigue intensificándose.","peru21","2014/09/20"
"Evaluación electoral anticipa ventaja considerable","Encuesta sugiere dominio absoluto de Luis Castañeda en futuras elecciones municipales.","","Un ejercicio simbólico de votación conducido por Ipsos Apoyo pronostica que el 50% de los electores optaría por Luis Castañeda, candidato de Solidaridad Nacional, contrastando notablemente con el 11% estimado para Susana Vilarrán de Diálogos Vecinales.","peru21","2014/09/20"
"Investigan amenaza persistente al procurador anti-corrupción","Se presume influencia externa detrás de seguimientos hostiles.","","Christian Salas, procurador anticorrupcionista del Callao, confirmó enfrentamientos continuos mediante tácticas de acecho, atribuidas potencialmente al ambiente cercano al presidente regional Félix Moreno. Informó a la prensa sobre incidentes recurrentes observados durante dos meses, enfatizando la necesidad de precauciones legales pertinentes.","peru21","2014/09/20"
"Washington (EFE)—El cio Secretario de los Estados Unidos evacuó ayer, parcialmente, la Casa Blanca."," NA","","Después de que un intruso traspasara la reja que la rodea y se acercara a la residencia.","peru21","2014/09/20"
"Sábado 20 de Setiembre del 2014 | Ciudades"," NA"," NA"," ""Centro entrevista Juan José Garrido, Director de peru21.com. Hablan sobre innovación, tecnología, investigación científica y transgénicos.""","peru21","2014/09/20"
"Fabiola Leon-Velarde, Rectora de la UPCH"," NA"," NA"," ""Discute el papel de la universidad en generar conocimientos aplicables y colaborar con la industria.""","peru21","2014/09/20"
"Inscrupulosos Choferes Circulan con Matrículas Falsas"," NA"," NA"," ""Se describe un incidente donde una mujer encuentra una deuda fiscal relacionada con su viejo automóvil robado.""","peru21","2014/09/20"
"Lluvia de Placas Antiguas"," NA"," NA"," ""Explica cómo criminales utilizan placas de autos antiguos para evadir controles legales.""","peru21","2014/09/20"
"Ecuadoriano Exploran a 46 Mujeres"," NA"," NA"," ""Detallan la captura de individuos involucrados en redes de prostitución forzada entre Ecuador y Perú.""","peru21","2014/09/20"
"Policía Hiere Pasajera de Combina"," NA"," NA"," ""Relatan un enfrentamiento policial donde accidentalmente se lesionó a una civil mientras intentaban arrestar a un criminal.""","peru21","2014/09/20"
"Delinquentes Armados Irrompenn Sala de Juegos en San Miguel"," NA"," NA"," ""Describen un violento asalto a un casino local perpetrado por múltiples delincuentes armados.""","peru21","2014/09/20"
"Cerraran Hoy y Mañana Tramos de la Panamericana Sur"," NA"," NA"," ""Informan sobre restricciones viales temporales debido a eventos locales.""","peru21","2014/09/20"
