"headline","subheadline","author","content","newspaper","date"
"Voluntariado profesional crea + ","","María Costilla","Creación de un espacio para compartir habilidades diversas con fines sociales.","peru21","2014/09/13"
"Mandatario Ollanta Humala se pronunció horas antes de que el titular de Energía y Minas, Eleodoro Mayorga, respondiera a interrogantes.","","","Presidente defendió a Mayorga frente a cargos de conflictos de intereses relacionados con contratos petroleros previos a su nombramiento oficial.","peru21","2014/09/13"
"Proceso electoral se desenvuelve con tranquilidad en Ancash, indica jurado electoral.","","Willians Vizcarra Tinoco","Se reporta desarrollo pacífico de procesos electorales comparativamente tranquilo respecto a periodos anteriores.","peru21","2014/09/13"
"Fujimorista acusa al gobierno de estar detrás de acusación por lavado de activos.","","","Congresista Joaquín Ramírez enfrenta indagaciones por supuestos ilícitos financieros ligados a fondos recibidos por campañas políticas.","peru21","2014/09/13"
"Nadine Heredia figura como la más influyente en Perú según encuesta.","","","Encuesta revela que la Primera Dama supera en influencia percibida al propio presidente Ollanta Humala.","peru21","2014/09/13"
"Ministro del interior prepara respuesta a interpelación legislativa.;;Daniel Urresti""","Urresti acepta someterse a interpelación para clarificar discrepancias en narrativas gubernamentales sobre operativos policiales.","","","peru21","2014/09/13"
"Autoridades judiciales buscan documentación académica de Susana Villarán para evaluar validez de su currículum.","","Manuel Miranda","Jurado Electoral requiere validar estudios extranjeros de la alcaldesa para determinar posible inelegibilidad basada en falsificaciones curriculares.","peru21","2014/09/13"
"Pacto Ético insta a candidaturas a abstenerse de ataques personales durante campaña electoral.","","","Exhortación ética dirigida hacia figuras políticas para mantener debates centrados en plataformas ideológicas y políticas constructivas.","peru21","2014/09/13"
"Módulos de aprendizaje en línea","","","Acceso fácil mediante cualquier PC con internet.","peru21","2014/09/13"
"Fomento de cursos personalizados","","","Disponibilidad ilimitada de cursos combinables según preferencia individual.","peru21","2014/09/13"
"Tutoriales interactivos","","","Creación de materiales educativos específicos para compartir dentro de equipos.","peru21","2014/09/13"
"Aprovechar recursos digitales","","","Actualizaciones frecuentes en herramientas colaborativas como Google Drive y Dropbox.","peru21","2014/09/13"
"Incremento de ventajas virtuales","","","Beneficios tales como flexibilidad temporal y ausencia de costos directos.","peru21","2014/09/13"
"Necesidad de disciplina autoinducida","","","Importancia crucial de la autogestión para superar obstáculos académicos en modalidad remota.","peru21","2014/09/13"
"","","","","peru21","2014/09/13"
"Demoras en atención telefónica","Operadores tardan demasiado.","“Información proporcionada por Osiptel”","Más del 20% de los clientes experimentan retrasos superiores a 15 minutos en contacto con operadoras.","peru21","2014/09/13"
"Sugerencias regulatorias","Proyecto de mejora en respuesta a reclamos.","Regulador presenta proyecto","Se sugiere optimizar procesos para resolver disputas rápidamente beneficiando a consumidores.","peru21","2014/09/13"
"","","","","peru21","2014/09/13"
"Dudas sobre confianza empresarial","Incertidumbre ante cambios gubernamentales.”;Análisis de situación económica""","Impacto de expectativas inciertas en iniciativas de inversión y recuperación económica.","","peru21","2014/09/13"
"Esfuerzos para revitalizar la industria","Propuestas para incentivar la reinserción laboral.","Opinión editorial","Medidas sugeridas enfocadas en simplificar procedimientos administrativos y estimular nuevos proyectos.","peru21","2014/09/13"
"","","","","peru21","2014/09/13"
"Licitación ganada para metro","Consorcio multinacional obtiene contrato.","Noticia oficial","Consecución exitosa de estudios preliminares para extensión del Metro de Lima.","peru21","2014/09/13"
"Gasto planeado en aviación","LAN Airlines destaca planes de expansión.","Informe de noticias financieras","Planificado incremento sustancial en capacidad aeronáutica local.","peru21","2014/09/13"
"","","","","peru21","2014/09/13"
"Punitividad global frente a Rusia","EE.UU. y EU imponen restricciones severas.","Reportajes internacionales","Implementación de embargos dirigidos a sectores estratégicos rusos debido a conflictos geopolíticos.","peru21","2014/09/13"
"Culpabilidad en caso legal relevante","Veredicto emitido en tribunal sudafricano.","Fuente AFP","Sentencia de responsabilidad indirecta en incidente fatal atribuida a deportista conocido.","peru21","2014/09/13"
"","","","","peru21","2014/09/13"
"Aspiraciones independentistas escocesas","Referendum programado para septiembre.","Contextualización histórica","Motivaciones culturales y socio-políticas detrás del referéndum de autonomía escocesa.","peru21","2014/09/13"
"Desobediencia civil en Israel","Soldados reservistas declinan reintegrarse.","Declaración colectiva","Objeto de resistencia moral relacionado con tratamientos percibidos como inequitativos hacia civiles locales.","peru21","2014/09/13"
"","","","","peru21","2014/09/13"
