"headline","subheadline","author","content","newspaper","date"
"Según Gutiérrez, ‘el dinero salió de parte de la señora Nadine Heredia’ desde el Perú.","","Diario Correo","","correo","2015/12/10"
"Nadine Heredia afirma que el dinero enviado a Suiza proviene de Cristina Velita, quién estaba nombrada embajadora en aquel país.;","Gustavo Ronday","","","correo","2015/12/10"
"Luego, según información obtenida mediante correos electrónicos intercambiados entre midisoll2@yahoo.com (Heredia) y seiffert@Yahoo.com (Seiffert-Humala), se sugiere que existe un patrón sospechoso de transferencias financieras relacionadas con figuras políticas relevantes.","","","","correo","2015/12/10"
"A través de análisis de movimientos bancarios derivados de estos emails, surge la hipótesis de que podría haber implicancias más profundas detrás de tales transacciones financiera.","","","","correo","2015/12/10"
"Gutiérrez recomienda iniciar una investigación formal por posible lavado de activos en Francia para obtener resultados más rápidos dado el rigor jurídico europeo respecto a este tipo de prácticas criminales.","","","","correo","2015/12/10"
"","","","","correo","2015/12/10"
"Primera Dama ratifica denuncia contra Gutiérrez y Vargas","","Roy Gates","","correo","2015/12/10"
"Nadine Heredia Alarcón compareció ante la 29ª Fiscalía Penal de Lima para ratificar su declaración inicial referente al robo de sus agendas, involucrándolo directamente a Gutiérrez y Vargas.","",""," ","correo","2015/12/10"
"Fiscalía espera respuesta escrita de Ivonne para avanzar en la investigación bajo amenaza de pasarla a categorías superiores dentro del espectro judicial.","","","","correo","2015/12/10"
"","","","","correo","2015/12/10"
"Bancada nacionalista denuncia ‘blindaje’ a Keiko”;;Fredy Otárola""","","","","correo","2015/12/10"
"Santiago Guerra destaca preocupación por sesgada aplicación de medidas de fiscalización política dirigidas únicamente a líderes específicos mientras ignora otras instancias corruptivas evidentes.","","","","correo","2015/12/10"
"","","","","correo","2015/12/10"
"Candidato presidencial Pedro Pablo Kuczyski declara que las negociaciones están próximas a culminar favorablemente.”;;;; 

“Aprueban informe que implica a Palacio”;;REDACCIÓN | CORREO""","","","","correo","2015/12/10"
"Pleno del Congreso aprueba informe de mayoría de la Comisión de Inteligencia que incrimina a la extinta Dirección Nacional de Inteligencia (DNI).","","","","correo","2015/12/10"
"","","","","correo","2015/12/10"
"Marian Liñán niega validez del ascenso militar","","Marian Liñán","","correo","2015/12/10"
"Ministerio de Defensa invalida decisión previa de ascensión de oficial ligado históricamente a controversiales eventos militares anteriores.","","","","correo","2015/12/10"
"","","","","correo","2015/12/10"
"Acuña está bajo investigación por lavado de activos","","Janeth Briones","","correo","2015/12/10"
"Investigación preliminar lanzada por Ministerio Público basándose en reportes internos de la Dirección de Investigación de Lavado de Activa (DIRLA)","","","","correo","2015/12/10"
"","","","","correo","2015/12/10"
"Toledo enfrenta críticas por comentarios discriminatorios","","Daniel Mora","","correo","2015/12/10"
"Diferentes sectores políticos exigen disculpas públicas a Toledo después de comentarios controvertidos sobre uniones civiles homosexuales.","","","","correo","2015/12/10"
"","","","","correo","2015/12/10"
"Operativos intensificados contra transportes ilegales en Lima","","Eduardo Osterling","","correo","2015/12/10"
