"headline","subheadline","author","content","newspaper","date"
"Presidente Obama discute impacto de la globalización","","","“La globalización, la tecnología, las redes sociales y la información constante han alterado la vida de las personas.” Barack Obama, entonces Presidente de EE.UU.","elcomercio","2016/11/16"
"Papel de la UE y EE.UU. frente a cambios globales","","","Dicho por Obama, refiere cómo eventos como la elección de Trump y 'Brexit' reflejan la necesidad de atender los temores de la ciudadanía sobre el futuro económico y social.","elcomercio","2016/11/16"
"Cambio generacional y liderazgos futuros","Opinión de Tsipras sobre Trump","Tsipras","Alexis Tsipras, Primer Ministro Griego, comentó que optó por no criticar a Trump antes de convertirse en presidente debido a diferencias potenciales en estilo y acciones.","elcomercio","2016/11/16"
"Futuras relaciones EU-Grecia-EEUU","Perspectivas de Tsipras","Tsiparas","Predice que las relaciones entre la Unión Europea, Grecia y los Estados Unidos probablemente permanecerán constantes.","elcomercio","2016/11/16"
"Análisis de Virginia Rosas sobre diplomacia final de Obama","PAÑOS HUMEDOS PARA LOS EUROPEOS","Virginia Rosas","Analizando el intento de Obama de suavizar tensiones mediante contactos diplomáticos clave justo antes de abandonar el cargo.","elcomercio","2016/11/16"
"Evaluación de posiciones de Trump versus Obama","Trump modifica tono inicial","Rosas","Comparativo entre las tácticas de comunicación empleadas por ambos presidentes, destacando ajustes en el mensaje de Trump conforme adquirió responsabilidades.","elcomercio","2016/11/16"
"Diferencias en políticas migratorias bajo Trump","Declaraciones contrastantes de Trump","Rosas","Contraste entre las medidas extremadamente restrictivas planteadas por Trump durante la campaña y sus posteriores comentarios matizados.","elcomercio","2016/11/16"
"Ajustes en la percepción de Obamacare por Trump","Cambios en posicionamientos de Trump","Rosas","Muestra cómo Trump modificó su opinión sobre Obamacare, enfatizando continuidad en aspectos cruciales.","elcomercio","2016/11/16"
"Sobre el debate del aborto y legislación correspondiente","Posicionamiento cambiante de Trump","Rosas","Reflexiona sobre la variabilidad en las declaraciones de Trump referentes al derecho al aborto.","elcomercio","2016/11/16"
"Investigación sobre correo electrónico de Hillary Clinton","Revisión de posturas de Trump","Rosas","Describe cómo Trump redujo la intensidad de sus amenazas legales contra Hillary Clinton posteriormente.","elcomercio","2016/11/16"
"Resumen cronológico de la presidencia de Obama","Logros y controversias","Fuente: AFP","Resume momentos clave de la carrera política de Obama, incluyendo logros legislativos y nominaciones honorificas.","elcomercio","2016/11/16"
"Sin complejos ni temores, Perú enfrentó a Brasil","NA","Rolli Reyna efe Hugo Perez","Pepe Raul Ruidiaz (5) Tuvo media hora de juego, pero con un Peru replegado poco pudo hacer. Intentó desde el medio, pero fue bien marcado.","elcomercio","2016/11/16"
