"headline","subheadline","author","content","newspaper","date"
"PERÚ GOLPEADO POR BORRACHEROS","","","Además, conozca el calvario de madres que buscan a sus hijos desparecidos desde hacemos días... 6229 casos corresponden a Lima y Callao, 2211 a Arequipa, 1848 a Cuzco, 1296 a Ancash y 1184 a Junín.","ojo","2018/03/08"
"LIMA JUEVES 08.03.2018","LO COMUNITARIO","LA SENORA MARÍA","Hoy en día, uno pensarìa que...","ojo","2018/03/08"
"CAMPAMENTO INSÓLITO","","Ismael Lazo, Vecino de San Luis","Estoy feliz porque...","ojo","2018/03/08"
"AÑOS DESPUÉS DEL FINAL DE LA CUARENTENA","HABLÓ TROME","Ismael Lazo, Vecino de San Luis","Estoy feliz porque finalmente puedo salir libremente...","ojo","2018/03/08"
"PIDE KEIKO FUJIMORI DIMISION PRESIDENTE PEDRO PIKUCHUKUSYN","KEIKO PROPONE MARTIN VIzcARRA","","Siendo así, entendemos porqué va a ir la votación del ‘mototaxi’ en el Congreso frente a la vacancia. Pregunta: ¿De qué está acusado PPK? De recibir plata de Odebrecht. ¿De qué está señalada Keiko? Lo mismo. Entonces, sí, deben dar la cara y responder ante todas las instancias judiciales públicas.","ojo","2018/03/08"
"HOMBRE AMPUTA PIE PARA EVITAR DOLOS INTOLERABLES","CAMPAÑA CONTRA ABORTO LEGAL","Reino Unido","Victoria Snell es una joven británica que se rompió una pierna en un accidente. Seis años después sigue sufriendo grandes dolores y, a pesar de haberse sometido a varias operaciones, nada pudo aliviarel dolor, por lo que decidió amputarse el pie. Decisión que sorprende a su familia, aunque ella asegura sentirse satisfecha.","ojo","2018/03/08"
"SINIESTRALIDAD VIALES CAUSA PREOCUPACIÓN","ACCIDENTE BUS ENTRE LUQUNAS Y AREQUIPO","Locomundo","Un terrible accidente sacude hoy nuestra conciencia ciudadana. Este jueves, un autobús de la línea Interoceánica chocó contra una pared natural provocando numerosas victimas humanas. Entre estas lamentablemente figuran dos niñas de tan sólo 3 y 5 años.","ojo","2018/03/08"
"MOTIVA INCENDIO AUTOBUS PASAJERO","HERIDA GRAVEDAD EXTREMADA","Joselyn Levizaca","Trágicamente, un autobús que cubría la ruta entre Lima y Cusco terminó precipitándose por una pendiente abrupta en la provincia lucanese de Lucanas. Esta catástrofe cobró la vida de varios individuos, siendo algunos hallados calcinados junto al vehículo.","ojo","2018/03/08"
"TERRORISTA ATAQUES INFUNDADOS","ATERRADOR INCIDENTE EN CALLAO","María Vasquez","Una violencia inexplicable marcó anoche nuestras calles cuando un desconocido perpetró ataques brutales contra civiles indefensos. Uno de estos incidentes acabó con la vida de un octogenario inocente, mientras que el autor escapó sin dejar huella alguna.","ojo","2018/03/08"
"Detienen a político por posesión ilegal de armas","","Na","Yoshiyama, indicado por Jorge Barata como receptor de dinero de Odebrecht para la campaña presidencial de Keiko Fujimori, fue detenido junto a su esposa por poseer un rifle calibre 22 y cartuchos encontrados en su hogar.","ojo","2018/03/08"
"Liberan a Yoshiyama pese a evidencia","Con aval del partido APP","Na","Aunque existía evidencia sólida, Yoshiyama fue liberado gracias al respaldo del Partido Aprista Peruano, que solicitó investigaciones adicionales.","ojo","2018/03/08"
"No asiste Fujimori a juicio oral","Convocado bajo apercibimiento","Na","Alberto Fujimori no asistió al Tribunal Constitucional, siendo citado bajo amenaza legal para continuar con el juicio por el caso de secuestro de Vladimiro Montesinos.","ojo","2018/03/08"
"Pensan presentar segunda moción de vacancia contra PPK","Requeridas 26 firmas","Na","Los congresistas buscan reunir las firmas necesarias para proceder con una nueva propuesta de destitución presidencial contra Pedro Pablo Kuczynski.","ojo","2018/03/08"
"Hurto sistémático en banco detectado","Exempleados procesados judicialmente","Na","Emma Quiroz Medina y Víctor Raúl Ríos están implicados en robos bancarios superiores al millón de soles, aunque seguirán el proceso bajo medidas cautelares.","ojo","2018/03/08"
"Inundaciones devastadoras en San Martín","Daños significativos reportados","Na","Intenso temporal causa estragos en infraestructuras domésticas y agrícolas en Tarapoto y Morales, generando preocupación gubernamental.","ojo","2018/03/08"
"Celebra cine chileno triunfos internacionales","‘Una mujer fantástica’ galardonada","Na","Michelle Bachelet reconoce públicamente al filme ‘Una mujer fantástica’, premiado internacionalmente.","ojo","2018/03/08"
"Epidemia letal de fiebre de Lassa en Nigeria","Reportan múltiples defunciones","Na","Autoridades sanitarias confirman varias víctimas mortales asociadas al brote viral en curso.","ojo","2018/03/08"
"Santidad papal confirmada","Anuncio previsto próximamente","Na","El Papa Francisco proyecta beatificar a Carlo Acutis, joven italiano conocido por promover la devoción digital a Jesús Sacramentado.","ojo","2018/03/08"
"Fernández-Balmaceda aclara posición eclesiástica","Misas gratuitas, no cobrar","Na","Cardenal Fernández-Balmaceda asegura que las celebraciones religiosas no requieren donativo alguno, enfatizando valores cristianos fundamentales.","ojo","2018/03/08"
"Diplomáticas tensiones EE.UU-Venezuela","Trump dialoga con Maduro","Na","Presidente estadounidense conversa telefónicamente con Nicolás Maduro respecto a situaciones geopolíticas complejas.","ojo","2018/03/08"
"Magnates petroleros venezolanos capturan fondos","Denunciados por apropiación indebida","Na","Funcionarios corruptos dentro del gobierno venezolano son sospechosos de desviar millones destinados a programas sociales.","ojo","2018/03/08"
