"headline","subheadline","author","content","newspaper","date"
"TIGRE BRODRIGO PROBE TA PARTE VUELGA DELANTE 20 METROS CON SU BUENA DEMOLITORIAL","","","En un evento deportivo sorprendente, Tigre Brodrigo logró volar dieciocho metros adelante utilizando su autobomba demoledora.","ojo","2018/05/25"
"PRESIDENTE MARTÍNEZ SE REFIEREA SOBRE CRECIENTE INCIDENCIA DE ACTIVIDADES ILÍCITAS EN PERÚ","","","Presidente Martínez expresó preocupación respecto al incremento significativo de actos ilícitos dentro del país, instando a fortificar las medidas preventivas.","ojo","2018/05/25"
"HISTORIA PERSONAJE DESTACA ENTREGANDOSE A LABORES SOCIALES POST RETIRO PROFESIONAL","","","Tras colgar los zapatos profesionales, nuestro protagonista decidió dedicarse completamente a labores sociales, impactando positivamente en comunidades locales.","ojo","2018/05/25"
"CULTURAL EVENTO CELEBRACION ARTÍSTICA REUNE PARTICIPANTES INTERNACIONALES EN LIMA","","","Una celebración artística congregó artistas de diferentes partes del globo en Lima, ofreciendo espectáculos culturales únicos y diversificados.","ojo","2018/05/25"
"Cansado de perder tiempo y dinero:","","","Si vas a un sitio y otro y aún no encontraste solución a tus problemas, entonces consulta con El Mejor Internacional.","ojo","2018/05/25"
"Misterioso personaje ofrece ayuda romántica:""NA""","","Con nombres como Florencio, Nasío, Amarramientos, Amarres, Puertas Abiertas, etc., prometen resolver conflictos sentimentales tales como infidelidad, indiferencia, separación física, hijos abandonados, alcoholismo, mujeriego orgulloso, etc. Contacto disponible mediante teléfono y correo electrónico proporcionados.","","ojo","2018/05/25"
"Sergio Ramos admite dificultades post COVID-19:""NA""","REDACCIÓN OJO","Tras superar el coronavirus, Sergio Ramos expresa sentirse mejor aunque continúa sintiendo molestias debido a la enfermedad. Destaca la recuperación completa antes de retomar competiciones futbolísticas.","","ojo","2018/05/25"
"Aseguran que Guerrero podría jugar en Rusia 2018:""NA""","REDACCIÓN OJO","Se informa que Miguel Trauco, jugador de la Selección Peruana, sigue preparándose para potencial participación en el Mundial de Rusia 2018, mientras existe expectativa respecto a la situación legal de Paolo Guerrero.","","ojo","2018/05/25"
"Investigan acusaciones sexuales contra Morgan Freeman:""NA""","REDACCIÓN OJO","CNN reporta varias acusaciones de conducta indecente y acoso sexual contra el reconocido actor Morgan Freeman, incluida una demanda específica por incidente ocurrido en 2015.","","ojo","2018/05/25"
"Pablo Iglesias critica medidas económicas del gobierno español:""NA""","REDACCIÓN OJO","El líder político Pablo Iglesias advierte sobre las repercusiones adversas de las reformas fiscales propuestas por el Gobierno Español, sugiriendo que podrían generar malestar generalizado.","","ojo","2018/05/25"
"Qué significa tener algunos medidos sacrificios."," NA","Leo","Enhorabuena mismo le deseamos hoy en este inicio y dedicación de sus sueños profesionales, incluso de malos que han pasado hace poco. Suerte.","ojo","2018/05/25"
"Falta de detalles de pareja"," NA"," NA","Este problema común se da por falta de relación en muchas personas. Si no se es lo consciente para qué pelea, se puede denigrar la confianza. Por ello es necesario establecer una comunicación. Un detalle no tiene que ser costoso.","ojo","2018/05/25"
"La primera relación homosexual"," NA"," NA","Esta está lleno de promesas e ilusiones sobre la duración del vínculo afectivo. A menudo puede ser dolorosa cuando sobreviene la ruptura, ya que consideró más importante y de mayor valor en lo sucesivo.","ojo","2018/05/25"
