"headline","subheadline","author","content","newspaper","date"
"Encuestas muestran cambios en hábitos económicos","Cuatro de cada diez peruanos gastan más de lo que ganan al mes","Fuente: Pulso Perú","Cambios en los gastos familiares en los últimos tres meses: Han disminuido un 2%; han permanecido iguales un 14%; han aumentado un 44%. Fuente: Pulso Perú.","gestion","2018/09/12"
"Piden acelerar aprobación de reforma judicial","","Presidente Martín Vizcarra insta al Congreso a aprobar reforma judicial.","'Mañana', indica el presidente Martín Vizcarra, 'el pleno del Congreso inicia debate de reforma judicial'. La bancada de PPK sugiere que todas las reformas sean aprobadas dentro de dos semanas.","gestion","2018/09/12"
"Ajustes futuros en mercados inmobiliarios","","","Según encuestan, caen de 24% a 18% quienes piensan mejorar económicamente. Vizcarra urge al Congreso a actuar rápido en reformas judiciales.","gestion","2018/09/12"
"Gobierno evalúa intervención en proyecto Alto Piura","","Norma contra evasión fiscal efectiva desde 2019","Solo a 6 de cada 100 contribuyentes se les requerirá comprobante de pago según norma anti-evasión tributaria.","gestion","2018/09/12"
"Honda crisis política afecta inversiones extranjeras","","China Three Gorges solicita permisos legales","Planteará 10 años de plazo para compensar daños civiles causados por contratos antiguos.","gestion","2018/09/12"
"Inflación global amenaza seguridad alimentaria mundial","","Datos alarmantes de la FAO","Personas subnutritas continúan elevándose en regiones asiáticas y africanas, según la Organización de las Naciones Unidas para la Agricultura y la Alimentación.","gestion","2018/09/12"
"Creciente competición en industria farmacéutica nacional","","B. Braun augura aumento en producción","Empresa anticipa mayores licitaciones gubernamentales y expansión internacional en los próximos años.","gestion","2018/09/12"
"Apunta a más países de Europa la firma peruana de ración de prendas de alpaca y baby alpaca, Anntarah, redobla sus apuestas de retail.","","Anntarah expande su presencia europea","","gestion","2018/09/12"
"Abrirá nueva tienda en el país y busca extender su clientela internacional.","","Anntarah abre su décimo segunda sucursal","","gestion","2018/09/12"
"Mantiene foco en EE.UU., Canadá, Francia, China, Japón y otros mercados clave.","","Exportaciones internacionales fortalecen posicionamiento","","gestion","2018/09/12"
"","","","","gestion","2018/09/12"
"Distribuidoras destacan planes para futuros centros comerciales en Lima y el interior del país.","","Identificados 15 proyectos mall en desarrollo","","gestion","2018/09/12"
"Cushmans & Wakefield lidera estudios de mercado junto a grandes nombres industriales.;;Proyectos estimados en USD 1,055 millones hasta 2023.""","","","","gestion","2018/09/12"
"Inversiones significativas anticipadas en infraestructura regional.","","","","gestion","2018/09/12"
"","","","","gestion","2018/09/12"
"Colloky planifica aumento en producción local de prendas infantiles.","","Miriana Lizaso López","","gestion","2018/09/12"
"Expansión geográfica contempla nuevas tiendas en Lima y el norte del país.","","Ampliación de oferta de productos locales","","gestion","2018/09/12"
"Pronóstico optimista indica posible crecimiento del 30% en ventas durante el año corriente.","","","","gestion","2018/09/12"
"","","","","gestion","2018/09/12"
"Bancos alemanes evalúan posibilidad de consolidación corporativa.","","Fuente Reuters","","gestion","2018/09/12"
"Ejecutivos de Deutsche Bank y Commerzbank exploran opciones de fusión bajo condiciones actuales.","","Negociaciones financieras intensifican debate público","","gestion","2018/09/12"
"Gobierno alemán muestra disposición favorable frente a potencial integración bancaria.","","","","gestion","2018/09/12"
"","","","","gestion","2018/09/12"
"Samsung y Hyundai invierten en innovación energética mediante baterías sólidas.","","Informe Bloomberg","","gestion","2018/09/12"
"Soporte financiero permite establecimiento de instalaciones de manufactura modernas.","","Alianzas multinacionales impulsan investigación científica","","gestion","2018/09/12"
"Tecnologías emergentes reciben respaldo considerable de líderes globales.","","","","gestion","2018/09/12"
"Manuel Melgar Gnu Empresa.","","","Es la de mejor intendencia de tomates.","gestion","2018/09/12"
