"headline","subheadline","author","content","newspaper","date"
"Fracture within society over government actions","","","If we want roads maintained through tolls, truck drivers stop protests insanely. Want police purification, judicial and congressional networks move by corrupt officers. Facilitating labor regularization opposed by both CGTP and Labor Minister.","elcomercio","2018/06/01"
"The president should lead national campaigns instead of inaugurating works.","","The Commercial does not necessarily agree with columnists' opinions but respects them. ","To convince or overcome resistance requires leadership and explanation. High approval helps. Unfortunately, this level is dropping despite concessions. People desire strong governance pursuing clear objectives rather than weak ones targeting obstructors. To regain popularity, focus on major crusades using media support.","elcomercio","2018/06/01"
"Weakened immunity session postponed again","Juan Ponce / Archive","Rocio Laura Vasquez","President of Congress's Immunity Committee Elias Rodriguez justified lack of quorum during yesterday’s meeting intended to discuss Supreme Court request against lawmaker Ricardo Acuna. He denied intentions to shield Acuna stating 'It was almost certain suspension because representation week.' Only two members attended out of seven required.","elcomercio","2018/06/01"
"Simsualcro National Earthquake and Tsunami Exercise Shows Improved Participation","Nancy Chapell/Lourdes Fernandez CaLvo","","According to INDECI, more than eight million students participated along with 60 percent citizens compared to last year's 45 percent participation rate. This reflects increased commitment towards disaster preparedness following historical events like May 31st, 1970 earthquake and landslide affecting Ancash.","elcomercio","2018/06/01"
"Arequipa paralyzed by protests","Zenaida Condori","","Transportation strike announced for June 5th after massive disruptions including school closures and halted services across various sectors. Protest sparked by ISC increase and fuel price hikes led to non-participation in nationwide drill scheduled since morning hours.","elcomercio","2018/06/01"
"Project aims to legalize collective taxis","Interview with Roy Ventura","Josefin Miranda Quispe","Roy Ventura discusses necessity yet challenges of passing legislation aimed at regulating transportation without sufficient oversight capacity leading potentially to congestion issues. Emphasizes need for detailed regulation defining operational limits and safety standards before law enactment can succeed.","elcomercio","2018/06/01"
"Lima bridges corruption indicators found","Rolley Reyma/Karla Ramirez Camarena Unit Investigation ","Jessica Vicente","Contraloria reports indicate potential corruption involving bridge constructions managed by EMAPA showing preferential treatment toward specific contractors resulting in structural vulnerabilities exposed during recent natural disasters.","elcomercio","2018/06/01"
"Mural project revitalizing streets in Miraflores","Galeria Artistic Initiative","Alex Senna/Jessica Vicente","Miraflores district hosts its inaugural mural festival aiming to enhance community identity through artistic expression supported by civic organizations promoting drug-free initiatives alongside urban beautification efforts.","elcomercio","2018/06/01"
"Homicide charges filed against officer involved in colleague's death","Accused Officer Details","Rolley Reyna","Sub-officer accused of homicide related to disappearance case where victim reportedly met his end near association premises followed by discovery of mutilated vehicle nearby suggesting involvement beyond initial assumptions.","elcomercio","2018/06/01"
"Derechos Humanos Francisco Reyes no tenía que haber ido a la manifestación de La Madre de las Madres.","","Na","Francisco Reyes estaba en el lugar incorrecto en el momento equivocado. El tiroteo lo tomó desprevenido. Miles de personas estaban en las cercanías de la Universidad Nacional de Ingeniería la tarde del miércoles y él fue una de las víctimas. Una bala perforó su cráneo.","elcomercio","2018/06/01"
