"headline","subheadline","author","content","newspaper","date"
"ESTUDIO SOBRE EDUCACIÓN SUPERIOR","","","La Universidad Arzobispal Loayza destaca diversas carreras universitarias ofrecidas bajo modalidad semi-presencial.","ojo","2016/01/11"
"AÑO ESCOLAR 2023","","","Instituciones educativas preparándose para recibir nuevos cursos académicos.","ojo","2016/01/11"
"CINE Y CRIME REAL","Confiesa tener una flota de submarinos","","Actor entrevistado admite poseer recursos impresionantes relacionados con películas criminales.","ojo","2016/01/11"
"MÉDICAMENTO ANTIDIABÉTICO","Investigan si podría prolongar la vida humana.","","Una posible conexión entre medicamento diabetológico y longevidad humana.","ojo","2016/01/11"
"LAW AND ORDER","Exigen reintegrar personal policial retirado.;;Recomendaciones gubernamentales respecto a la gestión de personal policial en actividades de vigilancia urbana.""","","","ojo","2016/01/11"
"FAMILIAS BUSCAN REFUGIOS VERANEANTES","Costa Azul, una opción popular.","","Descripción de familias buscando opciones de diversión junto al mar en áreas urbanas cercanas.","ojo","2016/01/11"
"SITUACIÓN DE LLUVIAS INTENSAS","Alerta continua por precipitaciones severas.","","Previsiones climáticas advierten posibles eventos extremos similares a episodios previos.","ojo","2016/01/11"
"PISCINAS PUBLICAS EVALUADAS","Solo algunas clasificadas como sanas.","","Informe oficial evalúa condiciones sanitarias de infraestructuras acuíferas destinadas al uso público.","ojo","2016/01/11"
"BOMBEROS PARTICIPA ACTIVO","Niños aprenden técnicas de extinción de incendios.","","Actividades formativas dirigidas a jóvenes participantes enseñando procedimientos de respuesta urgente.","ojo","2016/01/11"
"Conversatorios presidenciales","","","En diversas actividades, el presidente participó en un conversatorio con comerciantes, estibadores y líderes del Mercado de Productores de Santa Anita.","ojo","2016/01/11"
"Hallan cuerpo en el mar","Carlos Malasquez Azaña encontrado en playas de Chancay","","El cadáver de Carlos Malasquez Azaña (56) fue hallado flotando en el mar por pescadores de la playa Huamantingo de Chancay. Se desconoce la causa de su muerte.","ojo","2016/01/11"
"Asalto violento culmina en tragedia","Raúl Ro Layme ultimado tras conflicto doméstico","","En Arequipa, Raúl Ro Layme (32) fue asesinado luego de lastimar gravemente a su conviviente Helary Cahuana Barrantes (24) en su hogar, motivado por conflictos sentimentales previos.","ojo","2016/01/11"
"Criminales sorprendidos en flagrancia","Capturan a integrantes de peligrosa banda criminal","HERSON ALCÁNTARA","Dos individuos identificados como Máximo Santamaría Hurtado (19), alias ‘Max’, y Jorge Luis Oceda Ames (19), alias ‘El Negro’ fueron capturados por la policía en Pilcomayo, Huancayo, tras ser sorprendidos cometiendo crímenes sexuales.","ojo","2016/01/11"
"Aventura mortal en lagunas locales","Hermandad pierde la vida en accidente lacustre","","Un joven de 16 años y su hermana Nathaly Mejía Chantasantampa (21) perdieron la vida al caer al río Vilcanota en Huancavelica, tratando de auxiliarse mutuamente tras un incidente inicial.","ojo","2016/01/11"
"Bomba nuclear china genera preocupación global","China realiza exitoso ensayo de arma nuclear avanzada","INTERNACIONALES","China probó con éxito una bomba de hidrógeno, generando alarmas internacionales respecto a potencia militar incrementada.","ojo","2016/01/11"
"Paciente critica condiciones sanitarias","Ataque a personal médico deja saldo fatal","INTERNACIONALES","Cuatro personas murieron y varias resultaron lesionadas tras un ataque perpetrado dentro de un establecimiento médico operado por Médicos Sin Fronteras en Yemen.","ojo","2016/01/11"
"Miles rendidos tributo religioso","Devotos congregados en ceremonia masiva en Otuzco","WILSON FERNÁNDEZ","Decenas de miles de fieles viajan a Otuzco para rendir pleitesía a la Virgen de la Puerta, evento marcado tanto por fervor religioso como significativos beneficios económicos regionales.","ojo","2016/01/11"
"Gobierno peruano intensifica seguridad fronteriza","Reforzamiento de medidas preventivas en puntos limítrofes","","Tras eventos geopolíticamente sensibles, el Gobierno Peruano decide aumentar la supervisión en todas sus fronteras continentales.","ojo","2016/01/11"
