"headline","subheadline","author","content","newspaper","date"
"Doble golpe para miles de limeños: sedapal realiza corte masivo de agua para metro de lima","DIARIO CORREO.LIMA/SABADO 29 DE JUNIO/2019","CORRESPONSAL","Dos millones 500 mil habitantes de Lima y Callao se preparan para afrontar el gran corte de agua que Sedapal ejecutará el próximo fin de semana, en el contexto de las obras de la línea 2 del Metro de Lima. Después de oficializarse la suspensión, residentes de los 20 distritos impactados iniciaron a reservar agua tan pronto como les fuera posible.","correo","2019/06/29"
"Corte de agua por obras del Metro de Lima afectará a varios distritos","DIARIO CORREO.LIMA/SABADO 29 DE JUNIO/2019","REDACCIÓN","Como resultado de las labores de instalación de la nueva línea del Metro de Lima, Sedapal implementará restricciones significativas en el suministro de agua potable. Esta situación generará cambios importantes en la rutina cotidiana de numerosos hogares.","correo","2019/06/29"
"Limeños se preparan para el corte de agua de tres días","Diario Correo.TEMA DEL DÍA","MICHAEL LLANO","Los servicios básicos experimentarán alteraciones temporales debido a las actividades relacionadas con la expansión del Metro de Lima. Para mitigar cualquier problema derivado de la falta de acceso continuo al líquido elemento, Sedapal instaurará estrategias especiales de distribución temporal.","correo","2019/06/29"
"Presidente del Congreso y parlamentario implicados en investigación","","","Se menciona a Daniel Salaverry y Roberto Vieira siendo investigados junto a Uršula Letona por supuestas conexiones con Oscar Peña Aparicio.","correo","2019/06/29"
"Hacienda critica nombramientos indebidos en funciones públicas","Contraloría reporta irregularidades","","Identificados 2609 funcionarios en posiciones de confianza que no cumplen con el perfil requerido.","correo","2019/06/29"
"Fiscalía declara improcedente denuncia contra exmagistrado","Informe legal determinará archivo de caso","","Informa que la Fiscalía recomendó archivar la denuncia contra César Hinostroza por ausencia de legitimidad.","correo","2019/06/29"
"Cementerio honra memoria de soldado peruano","Heredia recibió sepultura digna","","Detalla cómo se llevó a cabo el funeral de honor para el subteniente Tommy Heredia en el Cementerio Parque del Recuerdo.","correo","2019/06/29"
"Sistema de fiscalización laboral necesita mejoras urgentes","Revisión integral propone cambio metodología","JORGE LUIS ACENCIS NEYRA","Critica la ineffectividad de la fiscalización laboral y propone transicionar a sistemas autodeclarativos para mejorar la seguridad ocupacional.","correo","2019/06/29"
"Luz verde a vacunación infantil en Lima muestra bajos niveles","Solo el 58% cubierto frente al sarampión","DIARIO CORREO.LIMA","Reportaje sobre la deficiencia en tasas de vacunación en Lima comparándolo con otras ciudades.","correo","2019/06/29"
"Investigan uso ilegal de espacio público en Lima Centro","Vecinos afectados por bloqueo peatonal","CORREO.ANNÉMIE CUCLIZA","Denuncia sobre el uso de conos para impedir paso peatonal en áreas clave de Lima.","correo","2019/06/29"
"Autoridades buscan a banda criminal responsable de plagio","Secuestro frustrado en La Molina","Germán Zamudio/Cristopher Cordova","Relato de incidente donde agentes locales intervinieron exitosamente para salvar a una joven secuestrada.","correo","2019/06/29"
"Evaluación de proyecto Aeropuerto de Chinchero bajo revisión","Proyecto podría convertirse en elefante blanco","Eugenio Medina Lara","Análisis crítico sobre el futuro del nuevo aeropuerto de Chinchero y potenciales repercusiones financieras y sociales.","correo","2019/06/29"
"Fatal. Con más dinamismo tras el descanso.","","","La Vinotinto empezó a controlar el juego. Su entrenador Rafael Dudamel utilizó mayor profundidad con la entrada de Yordan Soteldo y posicionó a un mediocampista.","correo","2019/06/29"
"","","","Yangel Herrera, como centra, inició a convertirse en una pesadilla para Juan Farioli y Lionel Messi. Scaloni mandó un mensaje desconcertante: retiró del campo a Lautaro –el mejor del partido– para reintegrarlo en la posición de mediocampo con Angel Di Maria. No obstante, las dudas argentinass y la esperanza de la Vinotinto cambiarían rápidamente por un fallo. Una equivocación de Wilker Farinez, que dejó expuesto a Giovani Lo Celso, selló de manera definitiva el acceso de Argentina a la semifinal 0–2 (29’ ST), con un cuarto de hora de ventaja extra.","correo","2019/06/29"
"","","","","correo","2019/06/29"
"COPA AMÉRICA 2019","","Diario Correo","DIARIO CORREO.LIMA/SÁBADO 29 DE JUNIO/2019","correo","2019/06/29"
"","","","","correo","2019/06/29"
"Aprendizaje post-Brasil","","Antonio Alzá","Contar con figuras internacionales como Luis Suarez (FC Barcelona) y Edinson Cavani (Paris St Germain) son créditos para Uruguay, que busca afianzar su hegemonía continental. Anteriormente, la bicolor había complicado la situación. La selección urugaya, líder de su grupo tras superar a Ecuador (4–0), empatar con Japón (2–2) y vencer a Chile (0–1), ha perdido piezas fundamentales como Matías Vecino para el resto del torneo. Posteriormente, el lesionado Rodrigo Bentancourt limitó su retorno al encuentro. Finalmente, surgieron inconvenientes gastrointestinales en el mediocampista Lucas Torreira, afectándole físicamente. Así pues, el lateral del Peñarol, Nahitan Nandez, retornará al once inicial en sustitución de Maximiliano Pereiro. Junto a él, Martin Caceres cubrirá la banda derecha, mientras que Federico Valverde remplaza a Torreira en el centro del campo. Estas modificaciones marcan cambios significativos tanto en la defensa como en el ataque, siendo Andre Carrillo quien podría iniciar como titular en reemplazo de Andy Polo. La ‘Charra’, operará en el extremo derecho, mientras que Edison Flores substituirá a Farfan, facilitando conexiones con Cristian Cueva y nutriendo a Paolo Guerrero, quien permanecerá como única opción de punta.","correo","2019/06/29"
"","","","","correo","2019/06/29"
"Estrategia de Uruguay","","Antonio Alzá","Uruguay aspira a consolidar su reputación en el torneo continental, buscando repetir éxitos previos como aquel obtenido en Argentina 2011 cuando conquistó el trofeo. Históricamente, Uruguay y Perú se han enfrentado en 64 ocasiones, resultando en 36 victorias uruguayas, 13 empates y 15 pérdidas peruanas. Recuerdan especialmente el marcador favorable de 107 goles a 58, favoreciendo ampliamente a los Celestes. Sin embargo, la Selección Peruana ostenta el récord más cercano con un triunfo de 2-1 en Lima durante las clasificaciones mundialistas hacia Rusia 2018.","correo","2019/06/29"
"","","","","correo","2019/06/29"
"Opinión de Alzá sobre el arbitraje","","Antonio Alzá","En cuanto al VAR, opine que resta fluidedad al juego y debería emplearse exclusivamente para confirmar incidencias claras dentro del área penal. Destaquemos que el foco principal reside en el propio desempeño del conjunto nacional.","correo","2019/06/29"
"","","","","correo","2019/06/29"
"Técnicas de Uruguay","","Antonio Alzá","Para contrarrestar a Perú, Uruguay probablemente adoptará tácticas similares a aquellas implementadas en duelos anteriores, centrando ataques robustos mediante la colaboración de Suárez y Cavani. Considero imprescindibles estas combinaciones para mantener la competitividad.","correo","2019/06/29"
"","","","","correo","2019/06/29"
"Pablo Guerrero, figura crucial","","Antonio Alzá","Paolo Guerrero representa un elemento fundamental para el equipo peruano, comparable incluso a íconos uruguayos. Su versatilidad y carisma en el campo podrían definir el resultado del encuentro.","correo","2019/06/29"
"","","","","correo","2019/06/29"
"Doble confrontación histórica","","Antonio Alzá","Recordemos cómo Perú dominó a Uruguay con un contundente 3-0 en la Copa América de Venezuela 2007, seguido de un empate 1-1 en la misma copa de 2011, demostrando fluctuaciones constantes en estos choques directos. ","correo","2019/06/29"
"","","","","correo","2019/06/29"
"Reflexiones personales de Alzá","","Antonio Alzá","Como antiguo jugador y director técnico, valorizo enormemente el crecimiento mostrado por la selección peruana bajo la dirección de Ricardo Gareca. Resalto particularmente la evolución individual de Paolo Guerrero, quien ejerce influencia notable en el campo.","correo","2019/06/29"
"","","","","correo","2019/06/29"
"Perspectivas de Uruguay","","Antonio Alzá","Los principales contendientes seguirán siendo Uruguay, Brasil y Argentina, aunque el nivel generalizado sugiere posibilidad de sorpresas. La meta primordial consistirá en replicar glorias pasadas, tal como ocurrió en Argentina 2011, donde Uruguay emergió victorioso.","correo","2019/06/29"
"Silestre informó control del incendio forestal","NA","NA","Silvestre (Señor) informó ayer que se ha logrado controlar, casi en su totalidad, el incendio forestal registrado desde el 26 de junio en los cerros de Pomacanchi y Acolla, provincia de Acomayo, en Cusco. Cientos de comuneros se movilizaron para ayudar al personal de Bomberos y a otras autoridades a combatir el fuego, que habría consumido unas 46 hectáreas. Al cierre de esta edición, no se reportaban daños a la vida ni salud de las personas, aseguró el COER Cusco.","correo","2019/06/29"
"Marcha de productores de quinoa contra importación","NA","NA","Productores de quinua de la región Puno se movilizaron ayer por las principales vías de la Ciudad Lacustre. De esta manera, expresaron su rechazo a la importación del grano de procedencia española. Según indicaron, a nivel nacional, 30 mil productores organizados en cooperativas consideran una amenaza la compra de quinua del exterior.","correo","2019/06/29"
"Pobladores de Chincha Alto afectados por bajas temperaturas","NA","NA","Desde inicios del mes de julio, pobladores del distrito iqueño de San Pedro de Huancapan, en Chincha Alta, son golpeados por las bajas temperaturas, que ya llegaron hasta los 0.2 °C. Especialistas del Senamhi informaron que el clima en dicha comuna ha cambiado bruscamente y la población soporta hasta 12 horas diarias con frío extremo, lo que provoca daños en la salud.","correo","2019/06/29"
"Fallecimiento de agricultor debido a problemas con ambulancia","Retraso en atención médica","Diario Correo","Un agricultor de 64 años de edad falleció minutos después de quedar atrapado al interior de una ambulancia, en la región Tumbes. El hecho ocurrió el último jueves por la tarde, en las inmediaciones del hospital regional. La víctima fue diagnosticada como Manuel del Rosario, quien llegó a bordo de una ambulancia que lo trasladó de el distrito de Papayal, provincia de Zarumilla, hasta la ciudad de Tumbes, por un caso de envenenamiento. Sin embargo, camino hacia la sala de emergencia, las puertas de la unidad se trabaron. Tras diez infructuosos intentos, el paciente logró ser evacuado de la ambulancia; no obstante, expiró mientras era intervenido por los médicos. El director regional de Salud de Tumbes, Hugo Guarda Azañedo, criticó la negligencia manifestándose sorprendido por el incidente y declaró que el estado del paciente era grave y experimentó paros cardiovasculares previos a recibir tratamiento.","correo","2019/06/29"
"Cae grupo policial relacionado con bandas criminales","Operativos en Trujillo","Diario Correo","Siete agentes de la Policía Nacional y otras trece personas fueron capturados en un megaoperativo realizado ayer en la provincia de Trujillo, La Libertad. Los detenidos son acusados de integrar la organización criminal ‘Imperio Romano', dedicada al hurto y a la extorsión. Investigaciones adicionales sugieren complicidad en delitos contra la administración pública. Reportajes revelan que los uniformados cobraban sobornos a sospechosos para evitar denuncias judiciales. Capturados están siendo procesados en la comisaría de Florencia de Moravia.","correo","2019/06/29"
