"headline","subheadline","author","content","newspaper","date"
"Militancia democrática ante amenazas antidemocráticas","","","Es necesario recordar que vivimos en un sistema político basado en principios fundamentales tales como libertad, igualdad, justicia, pluralismo ideológico y tolerancia.","trome","2018/12/07"
"Ganó por penales a Melgar","Disputará título segura mente","'por'; Redacción","Raúl Fernández marcó el gol decisivo tras definirse la serie en los disparos desde el punto penal.","trome","2018/12/07"
"Cristal podría obtener US$ 24 millones próximas semanas","HOY Podrían Darle 24 Millones Prisa","Peotr Mata","Según reportes financieros, Cristal anticipa ingresos significativos debido a nuevas inversiones.","trome","2018/12/07"
"Policía investiga violencia doméstica","Violencia Doméstica Tambien Celular","","Se inició investigación luego de denuncia formal donde se menciona uso de celulares para perpetrar violencia dentro del hogar.","trome","2018/12/07"
"Sobreprecios en supermercados","Precios Máximos en Productos Variados","","Análisis muestra diferencias sustanciales respecto a listas de precios sugeridos oficialmente.","trome","2018/12/07"
"Ajuste emocional antes de final de año","Calma en estos dias","Gary","Noticias sugieren incremento en niveles de ansiedad hacia fin de año, recomendando técnicas de relajación personal.","trome","2018/12/07"
"Fiscalía indaga presunta corrupción","Chuponearon Como a Alan Garcia","Martin Hidalgo Veterinaria Santanita","Investigan posibles irregularidades relacionadas con funcionarios públicos implicados en escándalos similares.","trome","2018/12/07"
"Diferentes puntos de vista sobre corrupción","Opinan sobre Corrupcion","Espinoza Espinos","Comentarios diversos reflejan preocupación generalizada por práctica corrupta extendida en diferentes sectores gubernamentales.","trome","2018/12/07"
"Evaluación económica post intervención judicial","Impacto Económico Edificio Intervenido","Carlos Espinoza Espinos","Analizando consecuencia económica después de acciones legales contra edificios involucrados en actividades ilícitas.","trome","2018/12/07"
"Falta de electricidad afecta aeropuertos","","","Autonecesidad de generar eléctrica debido a falta de suministro.","trome","2018/12/07"
"Novedades editoriales","Ediciones especiales de catálogos","","Se informa sobre errores tipográficos en ediciones anteriores de catálogos comerciales.","trome","2018/12/07"
"Aeronaves chocan en ejercicio militar","Un soldado muere y varios desaparecen","","Dos aviones militares chocan durante un ejercicio de repostaje en el aire frente a Japón causando víctimas humanas.","trome","2018/12/07"
"Hombre joven genera ingresos significativos online","Ryan lidera rankings de influencers","","Ryan, influencer infantil destacado en YouTube, alcanza cifras importantes gracias a contenido generado junto a sus padres.","trome","2018/12/07"
"Informe meteorológico","Trágico incidente naval","","Reporte breve sobre un fatal choque entre aviones militares japoneses resultando en pérdidas humanas.","trome","2018/12/07"
"Promociones bancarias","Descuentos en electrodomésticos","","Ofertas financieras disponibles mediante uso de ciertas tarjetas de crédito ofreciendo rebajas adicionales.","trome","2018/12/07"
"Diversas noticias breves","Información variada","","Contiene múltiples notas cortas sobre eventos diversos tales como violencia doméstica, resultados futuros de juegos de fútbol, etc.","trome","2018/12/07"
"Noticia principal de fútbol","Alianza Lima clasifica a la final contra Cristal","'Felipe Cantuarias'; 'Entra en calor antes del juego decisivo'; 'Alianza Lima avanzó a la gran final enfrentando a Cristal tras empate en tiempo regular y victoria en penales'","","trome","2018/12/07"
"Detalles legales y económicos","Registros fiscales y regulaciones","","Explicación legal respecto a eficiencia energética y derechos reservados bajo legislación específica.","trome","2018/12/07"
"Anuncio comercial","Exclusividad en productos electrónicos","","Publicidad centrada en beneficios exclusivos para clientes utilizando determinadas tarjetas de crédito.","trome","2018/12/07"
"Deportes locales","Resultados y análisis de partidos","'Julio Etchemendi', 'Juan Carlos Oblitas'; 'Melgar derrotó a Alianza Lima en penales'; 'Resolución judicial permite continuidad de federación de fútbol a pesar de arresto de dirigente'; 'Selección Peruana sigue preparándose para competiciones internacionales'","","trome","2018/12/07"
"Cristiano Ronaldo marca triplete contra Alemania","Portugal asegura victoria clave","Diario Correo","Este domingo Cristiano Ronaldo marcó tres goles en la victoria crucial de Portugal frente a Alemania.","trome","2018/12/07"
"Hugo López presenta nuevo libro","","Marisol Pérez","El reconocido escritor Hugo López lanzó hoy su nueva obra literaria titulada ‘Sombras entre letras’, durante un evento celebrado en Lima.","trome","2018/12/07"
"Economía peruana muestra signos positivos","","","Según datos del Banco Central, nuestra economía experimentó un aumento del 3.5% en comparación con el trimestre anterior, impulsada principalmente por sectores industriales y agrarios.","trome","2018/12/07"
"Faltan unas semanas, Ahora voy a viajar para estas Navidades a EE.UU.","","NA","Ahora voy a viajar para estas Navidades a EE.UU. y tardarme todas ellas.","trome","2018/12/07"
"Diana explica cómo aprende mucho en las personas, aunque algunos momentos sean difíciles.","","Diana","Lo más importante es aprender. Diana cuenta que hace algunas semanas sintió felicidad y planes futuros tras haber estado presente durante eventos significativos.","trome","2018/12/07"
"Gisela Valcárcel sobre su nuevo proyecto en ATV y su vida personal.","","NA","Ignacio Baladán se estrenará en enero del próximo año según indica Gisela Valcárcel, quien además menciona que no busca el amor en su actual fase vital.","trome","2018/12/07"
"Austin Palao comparte detalles personales sobre su relación y futuro cercano.","","Austin Palao","Palao comenta brevemente sobre su situación sentimental, prefiriendo mantener aspectos específicos fuera del foco público mientras planea vacacionar próximamente.","trome","2018/12/07"
"Crisis matrimonial de Carlos Álvarez y su nueva oportunidad laboral en ATV.","","NA","Carlos Álvarez realizó fotos con su esposa confirmando su ingreso a ATV sin dar demasiados detalles aún.","trome","2018/12/07"
"Deysi Araujo relata experiencias extremadamente tensas vividas anteriormente.","","Deysi Araujo","Relató incidentes graves ocurridos en su vida, destacando situaciones de riesgo extrema relacionadas con relaciones antiguas.","trome","2018/12/07"
"'Me cohibite' narra emociones encontradas ante proyectos cinematográficos recientes.","","‘Me Cohibite’","Comparte sensaciones positivas respecto a su última actuación en cine, recibiendo comentarios halagadores incluso desde otros países.","trome","2018/12/07"
"Meli Pappon reflexiona sobre cambios importantes en su carrera profesional.","","Meli Pappon","Indica preparativos para nuevas responsabilidades profesionales dentro de programas reconocidos, mostrando optimismo hacia retos futuros.","trome","2018/12/07"
