"headline","subheadline","author","content","newspaper","date"
"ELECCIONES EN COLOMBIA DAÑO ECOLÓGICO EN LORETO","Que y Petro | Otro derrame de Duq van a segunda vuelta petróleo en oleoducto","","Petroleros colombianos anunciaron un segundo derrame de petroleo en Loreto debido a problemas en el ducto.","peru21","2018/05/28"
"Lunes 28 de Mayo del 2018","RICARDO GARECA NO QUIERE HABLAR DE GUERRERO","DIRECTOR PERIODÍSTICO INTERINO: DAN FLORES","Ricardo Gareca prefirió centrarse en los jugadores y dejó de lado comentarios respecto a Guerrero.","peru21","2018/05/28"
"MILAGROS SALAZAR • VIVEN REALTA NA LE”; “EMPIEZAN A JUNTARSE.”; """," ""Parlamentarios de varias facciones discuten estrategias para remover a Fuerza Popular de la presidencia del Congreso.""","","","peru21","2018/05/28"
"FABIANA SÁNCHEZ DINATALE","Bloques alistan opciones alternas al fujimorismo para la Mesa Directiva."," """""," ""Diversas bancadas preparan planes conjuntos para disputar la lideranza del Congreso dominada por Fuerza Popular.""","peru21","2018/05/28"
"Hemando Cevallos (FA);","Juan Sheput cuestiona labor de Grupo de Trabajo. ",""," ""Sheput critica la composición de la Comisión de Constitución, describiendo su funcionamiento como sesgado y partidista.""","peru21","2018/05/28"
"Aviso Perú21","Compromiso Expomotor BBVA 2018: Salir a la cancha con un auto nuevo nunca fue tan fácil. Te esperamos en el Centro de Exposiciones Jockey (Puerta 1-A). "," """"Fecha: Del 31 de Mayo al 3 de Junio del 2018. Horario: De 10 am a 11 pm.""","","peru21","2018/05/28"
"OPINIÓN","Sube subempleo, baja la reforma","Anbnna Cruzada","Informe del INEI muestra aumentos preocupantes en tasas de subempleo mientras persisten debates infructuosos sobre reformas laborales.","peru21","2018/05/28"
"Dieron inicio a la primera de seis jornadas nacionales contra la anemia","","","Las mismas se realizarán hasta octubre, para garantizar que el 80% de niños de cuatro meses reciban las cantidades adecuadas de hierro en gotas.","peru21","2018/05/28"
"CONTARÁ CON PLATAFORMA DIGITAL PARA ORIENTAR A NUESTROS COMPATRIOTAS EN RUSIA","Instalan comisaría del hincha en Moscú","","Dos oficiales de la Policía Nacional han sido enviados a Moscú para difundir una web y otros medios electrónicos, los cuales servirán de apoyo a los peruanos que viajan a Rusia por el Mundial de Fútbol y los mantendrán informados sobre las normas y trámites en casos de robo o pérdida de documentos, entre otros.","peru21","2018/05/28"
"Inauguran campaña nacional contra la anemia infantil","","LA REDACCION","Este programa continuará hasta octubre, buscando que el 80% de bebés de cuatro meses recibieran las cantidades apropiadas de hierro líquido.","peru21","2018/05/28"
"Asegurar salud mental en pandillas juveniles","","CRÓNICA","Contempla programas integrales dirigidos a jóvenes vulnerables mediante talleres psicológicos y deportivos.","peru21","2018/05/28"
