"headline","subheadline","author","content","newspaper","date"
"El loco del martillo","","La Seño María","Hoy en día, uno pensaría que...","ojo","2016/04/20"
"Contenido por fin de cuarentena","Habla Trome","Ismael Lazo, Vecino de San Luis","Estoy feliz porque...","ojo","2016/04/20"
"Limpia a Nadine","'Impacto';Director: Victor Ramirez Canales""","Trasl el devastador terremoto en Ecuador, el Perú fue uno de los primeros países en extender su mano al sufrido pueblo vecino.","","ojo","2016/04/20"
"Suspenden a pilota","Un jugador profesional de rugby inglés llamado Ben Morgan fue suspendido temporalmente debido a comentarios racistas dirigidos a un rival francés.","","Ben Morgan, jugador de rugby internacional británico, fue suspendido provisionalmente por insultos racistas a un adversario francés durante un partido disputado en Londres.","ojo","2016/04/20"
"Cambio del dólar y euro","Compra – Venta","Diario Ojo","CAMBIO DEL DÓLAR COMPRA — VENTA S/.3.260 — S/.3.270\nCAMBIO DEL EURO COMPRA — VENTA S/.3.650 — S/.3.670","ojo","2016/04/20"
"Solidaridad nacional","","Na autoría especificada","La solidaridad es un valor que se practica con el ejemplo. Tras el devastador terremoto en Ecuador, el Perú fue uno de los primeros países en extender su mano al sufrido pueblo vecino.","ojo","2016/04/20"
"Policía baja pasajero por hablar en árabe","","No autoria específica","Un estudiante de origen iraquí fue bajado de un avión por hablar en árabo, evento que causó preocupación innecesaria entre los demás pasajeros.","ojo","2016/04/20"
"Atrapan prófugo en lavavajillas","","No autoria específica","Wesley Evans es un fugitivo que logró evadir a la policía al meterse en un lavavajillas.","ojo","2016/04/20"
"Consejos de seguridad","","Autor desconocido","Los consejos de seguridad ofrecen recomendaciones útiles para mantenernos a salvo en situaciones cotidianas.","ojo","2016/04/20"
"El 4.5% restante de aportes se mantendrá depositado para gastos de las atenciones que el jubilado recibe del Seguro Social de Salud.","","","","ojo","2016/04/20"
"GASQUNERO ENTREGA EN WS.— motor Mitsubishi e-r.;;NA""","","","","ojo","2016/04/20"
"IPLANTABOS A CONGRESISTAS. El presidente del Jurado Nacional de Elecciones (INE), Francisco Távara, no concurrió al Congreso para explicar porqué no se aplicó el aumento de la valla electoral para cancelar a los partidos.","","Francisco Távara,""El presidente del Jurado Nacional de Elecciones (INE), Francisco Távara, no concurrió al Congreso para explicar porqué no se aplicó el aumento de la valla electoral para cancelar a los partidos.""","","ojo","2016/04/20"
"Hallan cuerpo de turista británico en Pisac, Cusco. Efectivos de la Unidad de Salvamento de Alta Montaña encontraron ayer por la mañana en Pisac, Cusco, el cuerpo de Harry Greaves, turista británico quién llegó a Perú a fines de febrero y que se encontraba desaparecido desde el 7 de abril.","","","Efectivos de la Unidad de Salvamento de Alta Montaña encontraron ayer por la mañana en Pisac, Cusco, el cuerpo de Harry Greaves, turista británico quién llegó a Perú a fines de febrero y que se encontraba desaparecido desde el 7 de abril.","ojo","2016/04/20"
"Policía detiene a dos implicados en robos en carreteras. Piratas asaltan en carreteras… Una banda de linchentes, provista de más de corto y largo alcance, realizaron un doble asalto, causando terror entre conductores y pasajeros.","","","Una banda de linchentes, provista de más de corto y largo alcance, realizaron un doble asalto, causando terror entre conductores y pasajeros.","ojo","2016/04/20"
"Fujimori promete mejorar seguridad y salario a policías. Ante la población del asentamiento humano Virgen del Carmen, en Nazca, la candidata presidencial de Fuerza Popular, Keiko Fujimori, aseguró ayer que en el gobierno luchará contra la inseguridad ciudadana y aumentará sueldos a los policías.","","","","ojo","2016/04/20"
"Candidatura de Keiko Fujimori será a la derecha de la boleta electoral. La candidata presidencial de Fuerza Popular, Keiko Fujimori, irá a la derecha de la cédula de sufragio a color de la segunda vuelta electoral del 5 de junio próximo, mientras que Pedro Pablo Kuczynski aparecerá a la izquierda, al estar definido así desde febrero, mediante sorteo, recordó la ONPE.","","","","ojo","2016/04/20"
"Nueva modelo de votación establecido. Esto significa que cambiarán nombres en la lista oficial de candidaturas electorales.","","","","ojo","2016/04/20"
"Ayuda internacional ante catástrofe en Haití. Trabajadores internacionales ayudan a reconstrucción post-desastre en Puerto Príncipe, Haití.","","","","ojo","2016/04/20"
"Sobrevivientes solicitan ayuda urgente en zonas afectadas por huracán. Residentes de comunidades devastadas piden auxilio médico y provisiones básicas.","","","","ojo","2016/04/20"
"Investigan posible fraude bancario en España. Funcionarios españoles investigan irregularidades financieras reportadas por clientes extranjeros.","","","","ojo","2016/04/20"
"NA","NA","NA","Instrucciones: Los números que van en cada cuadro (del 1 al 9) no deben repetirse en ninguna de las otras casillas.","ojo","2016/04/20"
