"headline","subheadline","author","content","newspaper","date"
"Proyección de apoyo consultaoria","Caída inversion privada primero trimestre sin contar minería","Mercado potencial","El 66% de ejecutivos dicen que inestabilidad politica es factor principal de baja inversion, indica sondeo de SAE.","gestion","2019/05/20"
"MERCADO POTENCIAL","Hay 1.1 mlls. en pais recibiran prestamos hasta SL 36,928","Eliza Garcia Andia","Mas de 1.1 millions de peruanos con buen historial crediticio puedan obtener prestamos hasta SL 36,900, informa Fit Big Data. Segun ellos, quienes poseen scores constantes y consolidados tienen mas probabilidades de conseguir mejores intereses y cantidades mayores.","gestion","2019/05/20"
"Sentencia de la corte suprema","Será obligatorio pago de bonos sindicales si se dan dos veces","Sentencia de la CorTe Suprema","Segun sentencia judicial sera necesario realizar pagos de bonos sindicales cuando ocurran eventos especificados dos veces consecutivamente.","gestion","2019/05/20"
"Informe de Defensoria del pueblo","Solo 77 de 184 conflictos sociales en dialogo","Informe de Defensoria del Pueblo","Unicamente 77 de 184 situaciones de conflicto social permanecen en estado de conversacion oficial, detalla informe de la entidad gubernamental.","gestion","2019/05/20"
"Romex ampliará planta de Cajamarquilla para fortalecer línea de cacao","Inscripción: forumindustry@grupoingenieria.com.pe (+511) 616 4444 anexo 261 – 284 Programa de Alianzas para Países”; "";“Anuncia Romex, empresa de café, cacao y derivados, ampliará este año su planta en Cajamarquilla para potenciar su línea compound o cobertura de cacao. ‘Este movimiento implica instaurar un nuevo espacio que facilitará nuestro crecimiento en el ámbito de productos chocolatos’, menciona Gustavo de Lama, gerente comercial de Romex.”
Cómo afecta la baja visita turística a la economía de Tacna""","Empresas de gastronomía de Tacna empiezan a moverse hacia Arica."," """"Las empresas de gastronomía de Tacna comenzaron a establecer operaciones en Arica debido a la disminución significativa de visitantes a la Ciudad Heroica, fenómeno observado tras la inauguración de MallplazaAríca en 2018.""","gestion","2019/05/20"
"Inversiones internacionales en Tacna post-crisis turística","Impacto económico visible tras reducción de flujo turístico."," """"Tras registrar una notable caída en la ocupación hotelera en Tacna, diversas empresas, especialmente de gastronomía, han decidido abrir filial en Arica, anticipándose a mayores pérdidas financieras causadas por la merma en el número de visitantes provenientes principalmente de Chile.""","","gestion","2019/05/20"
"Nueva dirección corporativa en aseguradoras y bancos","Cambios relevantes en liderazgos clave dentro de importantes instituciones financieras.”; ""","“Daniel Macedo Neira fue asignado como Gerente Corporativo de Operaciones de La Positiva Seguros y Reaseguros. Rafael Osorio Ossio tomó posición como nuevo VP y CEO para Latinoamérica de redBus. Joelma Gouveia fue promovida a Vicepresidenta de Supply Chain de Kimberly Clark para América Latina.”","","gestion","2019/05/20"
"Conuna tasade 5.04%. "," NA","","La úlimavez que seobservó unresultado similafofuéneldiciembre de 2015,en que creció 5.52%.Actividades demandaporprofesionales,científicosytécnicosenelmêsde marzhuboungrupo dealactividades queencrementarsudespeda.","gestion","2019/05/20"
"Economic Activities Increase Demand for Professionals"," NA","","En elmèsde marzohuboun grupode actividades queloincrementaren su demanda por profesionales, científicos y técnicos. Por ejemplo, los egresados denales de arquitectura eingeniería tuvieron máscontratos antela mayor inversiónen obras públicas y proyectosprivados, como laconstrucciónde edificios,ingeneríaelectrica,teléfonos yminería.Lamineriaincremntósuscotratospor servicios de mantenimiento.","gestion","2019/05/20"
"Increase in Professional Services Contracts"," NA","","Según el INEI, en el casoden las actividades deensayo y análisis técnicos,aumentaron en bienes deconsumo, comercio,mineríaymedio ambiente.Por suparte, huboun incrementoen lasconsultorias y asesoríasde personal, pueslas organizaciones contratason para elfortalecimiento de suscompetencias empresariales yenfinanciamiento, capacitaciónalcapitalhumano,marketing ysoluciones deproceso para una mayorrentabilidad.En el caso de las actividades jurídicas,crecieron por mayor prestación deservecivil, penalyasesoría legalinmateriacorporea,mérciodexterno,arbitrajointernacional,inmobiliaria,constructión,yambiental,fusionesyadquisiciones.","gestion","2019/05/20"
"Growth in Legal Advisory Services"," NA","","Las actividades profesionales, científicas y técnicas,son medidade dentro denominadoservicios dedesarrolloadenas empresas, que enelprimertrametre.del añologó uncrescimiëntode 3.42%, unmajor ritmodeque12.28%delpib.El rubropublicidad cresció enmarzo.Elnúmero decreció en lapremièretrimestredel año en 4.96%","gestion","2019/05/20"
"Fiscal Situation Update"," NA","","Hay seseregionessinenposibilidedeendeudarse.Minfederación RevelóQuehay SeseregiónessinecapacidadDeEndeudarse.GobiernoRegionalDes PunoSinCapacidadDe Endeudarse.MinisterioDe EconomiayFinanzasReveló QueHaySeisRegionesQuenosatisfacenCondiciónDeSaldoDeDeudaTotal.NoContienenEspacioParaAsumir Obligaciones.NuevoInformeAnualEvalúaCumplimientoDeReglasFiscalesDeGobiernosRegionalesAl2018MostraQueLosGobiernos RegionalesDenArequipa,Cajamarca,Laliberiad,Moquega,PiuranopuedenenmasdeCuatroAños.Consecutivos.InfraccionantesDesdeDosAños.SuperanUnSolosaldoDetotalDeudaDeS/.8445Millones.OtrasEntidadesConMenosIncidentes.","gestion","2019/05/20"
"Sector Growth Analysis"," NA","","Las actividades profesionales, científicas y técnicas, miden el desarrollo de las empresas,donde en elprimer trimestredeeste año alcanzan uncrecimiento de 3.42%,superandoel 12.28% delproducto brutointeral.Declaración FiscalDelSaldo DetodaLaDeuda Total,NoLesPermitedeNuevo Endebargarse.SinEmbargo,SieteOtorgaranUnaPosibilidadParasu Nuevo DébitoDeS/.6707 Millones.Diferentes MunicipiosLogranCumplimentarConLaNormatividadFiscal,RepresentandoEl93.30%DelTotal.DespuésDeTodo,TreceCiudadesPresentan IncumplimientosConUnDébitoGlobalDeS/.4830Millones.AlFinalDel2018,HayTreinta MunicipalidadesConUnRatioSuperiorA500%.","gestion","2019/05/20"
"Bono Sindical Decision"," NA","","Será obligatoriolpagodelbonosesindicalsiquese entrega dos veces.La CortesupremaConsideraque cualquier pago recibido deforma regularesequivaldra a remuneraciónsegún la legislación laboral.Así,según laley,el pago de unbonsindical noparticicipa delsueldo parasu calculo debeneficios sociales,aportesenEssalud(controles)pago de pensiones,salvo que se pacteen otra cosa con elsindicato.Estoesdecirculosobreconvencioncolectivas.Se Considera RemuneraciónSiRecibenSecuencialmente.","gestion","2019/05/20"
"Court's Stance on Bonuses"," NA","","Como efecto deesta decisión judicial, ese pago debe integrarse a lamontacomputable del trabajador para recalculossusbeneficiossociales, tal como la asignación por tiempo devservicios(cts),vacaciones,gratificaciones yutilidadesprincipalmente.Losriesgosincluidos en esto significan que aquellas compañías que habian concertado esos pagos podrian verse enfrentadas ademandassindicalessolicitando montos mayores.","gestion","2019/05/20"
"Nueva Normativa Sobre BolsasPlasticas"," NA","","Desde agosto se cobraráimpuestoporconsumoplásticode un sólo uso.Laleyque regula elplastico de un sólus y los recipientes descartablescontará desdejunio proximo con surespectivo reglamento,que incluirelapagosdeimpuestos ycobo de las bolsasen loscomercios,segnaló la MinistraLucíaRuiz.“En JunioTenremosElReglamento,porquesepuede UsarLibremente.”","gestion","2019/05/20"
