"headline","subheadline","author","content","newspaper","date"
"Gobierno evaluará nuevas normas para obligar a profesionales a entregar información sobre operaciones sospechas.","","","Evalúan nuevas normas para que profesionales entreguen informes de operaciones sospechosas.","gestion","2019/10/29"
"Crecimiento del empleo deja de impulsar en micro y grandes empresas.;;NA""","Las compañías del sector industrial tuvieron en septiembre su peor desempeño en lo que va del año.","","","gestion","2019/10/29"
"Hoy se reiniciará dialogo gubernamental con comunidades en conflicto minería.","","","Hay 61 conflictos mineros en 15 regiones del país. Hoy se reabrirá diálogo del Gobierno con comunidades que protestan contra Las Bambas.","gestion","2019/10/29"
"Burbuja inmobiliaria podría aparecer pronto en Perú.","","LAURA MARCELA ALVARADO","Indice de riesgo de sufrir una burbuja inmobiliaria en el 2019 (W 5= en riesgo)","gestion","2019/10/29"
"Pronóstico de inflación revisado a la baja.","","","PIÑEM CAMBIA SUS PROYECCIONES PARA LAS METAS MACRÓECONOMICAS","gestion","2019/10/29"
"Incremento significativo en costos de transporte internacional.","","","Se calcula que el costo del transporte marítimo internacional haya aumentado cerca de un 70%","gestion","2019/10/29"
"Ajustes fiscales prolongan procesos administrativos.","","","PERÚ SIGUE ENTRE LAS ECONOMÍAS CON PROCEDIMIENTOS ADMINISTRATIVOS MAS DEMORA DOS","gestion","2019/10/29"
"Nuevas regulaciones para edificaciones primarias.","","","Estimarán oficinas prime mayores a mil metros cuadrados","gestion","2019/10/29"
"Suspension temporal de membresía de constructora importante.","","","CAMARA PERUANA DE LA CONSTRUCCIÓN RETIRA A GRAÑA MONTERO POR SU PARTICIPACIÓN EN ‘CLUB DE LA CONSTRUCCIÓN’","gestion","2019/10/29"
"Fusiones educativas anticipan transformaciones académicas.","","","Primera fusión de universidades: SILSA y UNIVERSIDAD CIÉNTIFICADELSUR","gestion","2019/10/29"
"Sisodia, a quien tendremos en noviembre en Lima, funda con Mackey el capitalismo Consciente...","NA","NA","Uno piensa que significa reconocer \Las empresas capitalistas conscientes intentan ser mejores empresas, por encima de los resultados económicos esperados\"".""","gestion","2019/10/29"
"Gestion2© diario gestión."," NA","Opinión","José Ricardo Stok Padilla opina sobre cómo combatir la corrupción y adoptar principios éticos en diferentes ámbitos sociales.","gestion","2019/10/29"
"Marte 29 de Octubre del 2019","FINANZAS","Operaciones BaJO SOSPECHAS DEBE COMUNICARSE A UNIDAD DE INTELIGENCIA FINANCERA","Los abogados y contadores podrían estar implicados en informar operaciones sospechas de lavado de dinero.","gestion","2019/10/29"
"Cómo funciona la nueva ley laboral en España","NA","Juan García","Esta nueva legislación busca equilibrio entre derechos de trabajadores y flexibilización para empleadores.","gestion","2019/10/29"
