"headline","subheadline","author","content","newspaper","date"
"Mamita y su hija graves","Notario choca con camión y mata abogado","","Mostrando audacia criminal mientras huía de la policía tras perpetrar homicidios previos, Alexander Pérez Utierrez ('Gringasho') escapa del Penal Ancón II usando distintos medios de transporte.","trome","2017/11/24"
"Batarreado en San Isidro","Maracas asaltan a funcionaria OT","","Funcionario internacional sufrió un brutal asalto armado en San Isidro, resultando gravemente lesionado su conductor.","trome","2017/11/24"
"Liberado peligroso delincuente","Alerta máxima en Trujillo tras escape de ‘Gringasho’”;;Julio Magán advierte que el fugitivo sigue siendo altamente peligroso sin señales claras de reintegración social efectiva.”","","","trome","2017/11/24"
"Hijito de su prima muere","Despiadado actúa en venganza personal","","Edgar Celso Casavilca-Cornejo ejecutó fatalmente a un bebé debido a conflictos personales, confeso bajo interrogatorio judicial.","trome","2017/11/24"
"Dormitorio convertido en escenario mortal","Bar tender asesinado dentro de su hogar","","Tragedia doméstica deja a Luis Alexander Quispe Lara muerto en su propia residencia, situación investigada intensivamente por detectives locales.","trome","2017/11/24"
"Alessandra Ch.R.;Muerte violenta revela indicios preocupantes""","","Investigaciones sugieren signos de tortura en cuerpo de jovencita, impulsando nuevas acciones legales contra supuestos implicados.","","trome","2017/11/24"
"TOTTUS ofrece grandes precios","Promociona productos básicos en oferta limitada","","Descuento significativos aplicados en artículos selectos disponibles únicamente durante fechas especificadas.","trome","2017/11/24"
"Peligro en mercado central","Advertencias preventivas emitidas por seguridad pública","","Autoridades recomiendan precauciones especiales para visitantes frecuentes del Mercado Central, destacando medidas de protección infantil.","trome","2017/11/24"
"Celebra Navidad segura","Regalo seguro garantizando calidad superior","","Conducciones aseguran entregas eficientes y satisfactorias de mercadería festiva, enfatizando importancia de verificar integridad de productos recibidos.","trome","2017/11/24"
"Demandan renuncia de ministro de Educación","","","Los padres de familia demandaron públicamente la dimisión del Ministro de Educación debido a mal manejo presupuestario.","trome","2017/11/24"
