"headline","subheadline","author","content","newspaper","date"
"Lluvia sobre Mojado","","Dianna Seminario","Periodista Y la historia se repite año a año: lluvias, huaycos, foto de la autoridad de turno posando con los damnificados, reclamos de los ciudadanos afectados. Campañas de solidaridad, centros de acopio, envío de la ayuda, puentes caídos, declaratorias de emergencia, reconstrucción fallida. Repetir. Cada desastre natural tiene su temporada. Las heladas en invierno y las lluvias y desborde en verano. Y todo sigue igual.","elcomercio","2019/02/11"
"Hermano de ex ministro es investigado por presuntas coimas","Empresario asegura que Humala dio US$200 mil a compañía de José Paredes.","","Denuncia en TV. Eduardo Sobenes también señala que simuló contrato de US$55 mil por asesoría de Nadine Heredia.","elcomercio","2019/02/11"
"Autoridad afirma que Odebrecht entregó dinero a campañas de Lourdes Flores","Reacción. Ex candidata presidencial y municipal (2006 y 2010) admite citas con directivos de la constructora brasileña pero no entrega de aportes.","","Testimonio indica que Lourdes Flores pidió aportes financieros a través de encuentros privados, sugiriendo implicaciones legales potenciales relacionadas con estas acciones.","elcomercio","2019/02/11"
"NacionAl: La tragedia continua","Vizcarra y Bancada PPK Buscan Definir Agenda en Común","Sebastián Ortiz Martínez","Política -9- Pik Tamashiro\nEl congresista Jorge Meléndez afirmó que secretarios regionales de Peruanos por el Kambio acordaron respaldar al presidente.\nMartín Vizcarra se reunirá hoy a partir de la 1:30 de la tarde en Palacio de Gobierno con los congresistas de Peruanos por el Kambio. El portavoz de la bancada oficialista, Jorge Meléndez, indicó que la cita sirve para definir una agenda en común que esté basada en el plan de gobierno de su partido.","elcomercio","2019/02/11"
""," "," ","Meléndez agregó que en la reunión también participarán el jefe del Gabinete Ministerial, César Villanueva, y otros ocho ministros de Estado. \""Hemos volteado la página [con Villanueva], esperamos que esta reunión nos permita articular los temas importantes, especialmente establecer una agenda común, porque de eso se trata ser una bancada de gobierno, compartir la agenda, hacer comentarios y ayudar a encaminar lo que el gobierno se ha trazado desde un inicio\"", dijo en comunicación con El Comercio.""","elcomercio","2019/02/11"
"","","","","elcomercio","2019/02/11"
"Municipalidad de Magdalena del Mar Aprueba Ordenanza contra Acoso Sexual Callejero","Norma Municipal Sanciona Actos Hasta con S/8.400.","'La Seño'","Magdalena del Mar aprobó una ordenanza que prohíbe el acoso sexual en los espacios públicos en contra de toda persona, en especial mujeres, niños y adolescentes. La medida, aprobada por el pleno del Concejo Distrital, sanciona hasta con dos UIT (S/8.400) a quienes cometan acoso, lo promuevan o toleren. La ordenanza considera acoso de carácter sexual de categoría grave el manifestar frases, comentarios e insinuaciones de todo tipo, sonidos como silbidos o de besos, gestos obscenos, entre otros. Como infracción muy grave, se incluyen el realizar tocamientos indebidos, rozamientos corporales, frotamientos contra el cuerpo, seguimientos, exhibicionismo u otros comportamientos de índole sexual. La comuna dispuso que se capacite al personal de seguridad y de las áreas fiscalización, tránsito, obras, etc., a fin de que conozcan la medida y puedan aplicarla.","elcomercio","2019/02/11"
"","","","","elcomercio","2019/02/11"
"Alessandro Curariño: Déficit de Parques y Jardines en San Juan de Lurigancho","Las Áreas Verdes Siguen Deteriorándose después del Aniego del 13 de Enero.","Alessandro Curariño","Según vecinos, el estado de los parques y jardines empeoró a raíz del aniego del mes pasado. Los niños que viven alrededor del parque conocido popularmente como 'parque de la Amistad', en San Juan de Lurigancho (SJL), no pueden disfrutar de este espacio en verano. Parte de esta área pública se inundó de aguas servidas el pasado 13 de enero. Durante esos más de 20 días que el agua no llegó al distrito, como efecto del aniego, las cisternas de Sedapal y de la municipalidad que se dedicaban a regar los parques y jardines del distrito estuvieron apoyando con la repartición de agua potable. Esto llevó a que se descuidaran aún más las áreas verdes que ya se encontraban en mal estado desde la gestión anterior.","elcomercio","2019/02/11"
"","","","","elcomercio","2019/02/11"
"Andrea Rodríguez: Padres Pagando Entre S/150 y S/700 por Lista Completa de Utiles Escolares","Temporada de Ventas Ya Ha Arrancado en Tiendas Mesa Redonda","Andrea Rodriguez","Uno de los puntos donde se concentra la mayor cantidad de tiendas se encuentra entre los jirones Andahualpas y Santa Rosa. Recorrí la zona y confirmé que adquirir una lista de útiles completa puede variar considerablemente dependiendo del grado, del colegio de origen y de la preferencia de los padres respecto a la calidad de los materiales. Las listas más elevadas corresponden a los niños de nivel inicial, mientras que para los estudiantes de secundaria predominan libros y cuadernos.","elcomercio","2019/02/11"
"Propuesto a Vivas y eso aceptó.","","","Además, dentro del proyecto Vivas se mantendrá la prioridad al fútbol formativo, con cuotas de jugadores de las canteras dentro de los equipos titulares.","elcomercio","2019/02/11"
"","","","En ese rubro, el ex asistente de Marcelo Bielsa también tiene mucha experiencia.","elcomercio","2019/02/11"
"","-","","","elcomercio","2019/02/11"
