"headline","subheadline","author","content","newspaper","date"
"PREMIOS DE CUARENTENA ESTABA EN EL AEROPUERTO PARA VOLAR PERO LE DICTARON IMPEDIMENTO DE SALIDA DEL PAÍS","","","Adolfo Bazán afirmó haber sido ultrajado.","trome","2019/08/28"
"DOCUMENTOS EXTRAVIADOS","","","El 6 de agosto pasado, se dejó olvidado un bolso negro con documentos de importancia sólo para el portador en un taxi.","trome","2019/08/28"
"PROBLEMAS EN CONDOMINIOS","","Julia Campoblanco","Muchos conocen las dificultades dentro de los condominios, incluyendo ruidos molestos y falta de cumplimiento del manual de convivencia.","trome","2019/08/28"
"PROMOCIONES METRO","","","Metro ofrece precios especiales en diversos productos, válidos bajo términos específicos.","trome","2019/08/28"
"MIEDO IRRA-CIONAL AL TELEFONO MOVIL","","Emilio Sabato","Sabato discutió cómo el apego constante al móvil genera dependencia psicológica similar a la nomofobia.","trome","2019/08/28"
"SUPERACION PERSONAL","","Gary","Reflexiona acerca de la necesidad de liberarnos temporalmente del control del smartphone para mejorar nuestra calidad de vida personal.","trome","2019/08/28"
"CAMPAMENTO ESCULTORICO INFANTIL","","","Este evento permitirá a los niños explorar diferentes técnicas de modelaje utilizando arcillas naturales.","trome","2019/08/28"
"AUMENTO DE LOS CASOS COVID19 ENTRE JOVENES","","","Las cifras muestran un incremento preocupante de contagios entre adolescentes debido a eventos clandestinos.","trome","2019/08/28"
"incaico Martin Vizcarra 'confeccionar una lista negra de empresas corruptas’”;“NA”;“NA”;“Al respecto, Victor Garcia Belaunde [Acción Popular] dijo que ni bien escuchó la propuesta de Duque, Viz – carrápidamente dirigió su mirada al techo. ‘¿Será porque sabe que nuevas de las 18 empresas del Club de la Construcción [corrupción] contratrans con el Estado?’ preguntó el legislador.”
Pantaleón' al Congreso”","“Con la finalidad de que expongan los alcances del proyecto del Ejecutivo para adelantar las elecciones generales para el 2020, se invitó a la Comisión de Constitución al premier Salvador del Solar y al ministro de Justicia, Vicente Zeballos.”","","“La convocatoria, hecha por la presidenta del grupo de trabajo, Rosa Bartra (Fuerza Popular), es para el miércoles 4 de septiembre, a partir de las 4:30 de la tarde.""","trome","2019/08/28"
"Hace 25 anos llegó al Peru Thomas Clayton 'Grimgasho Bueno' se llama Thomas Clayton [29), un campañaa de concientizacion ambiental, prefieres que lo llamen 'Gringasho’ y es conocido como 'El gringo hincha del Peru’. ","“NA”","“NA”","“Visto la blanquirroja, aprendió a bailar salsa, cumbia y huayno, a disfrutar el lomo saltado, ají de gallina y tacu-tacu, pero, sobre todo, recorrido la costa peruana y varias ciudades recogiendo basura. A través de sus redes sociales, 'Gringasho' (como lo escribe), motivó a que más gente se sume a su campaña 'Chapa tu Basura’, Por un Peru limpio.’”","trome","2019/08/28"
"Serpientes y sapo Vichama”;“NA”;“NA”;“Las imagenes en barro de dos serpentescuales que pasan al rededor de cuatro cabezas y un sapo humanizadosobre una cabeza antropomorfica, que fuerondescubierto recientemente, se convertiron en la atraccionala fiesta por los 12 aos delinicio de los trabajos deinvestigacin en este sitios arquelógicoubicado en la ciudad agropolapesquera de Veguetahuaira), que tambin estubo de aniversari.”","","","","trome","2019/08/28"
"MIRAFLORES – Un hombre intentó escapar de la policía saltando desde un tercer piso.","","","Un incidente ocurrió anoche en Miraflores cuando agentes intentaban arrestar a un sospechoso.","trome","2019/08/28"
"Familiares buscan a joven extraviado cerca del Parque Kennedy.","","","Desde las últimas horas de ayer, vecinos reportan haber visto a un adolescente perdido en la zona.","trome","2019/08/28"
"Inauguran exposición fotográfica gratuita en Centro Cultural Peruano Británico.","Expo muestra retratos urbanos contemporáneos."," ""NA""","Artistas locales exhiben obras inspiradas en paisajes modernos de la ciudad.","trome","2019/08/28"
"Celebra tu independencia con nosotros!","Descuento exclusivo para estudiantes universitarios."," ""NA""","Ofrecemos precios especiales en bebidas y entradas para eventos culturales.","trome","2019/08/28"
"MIRA EL VIDEO","NA","NA","Dice que un padre debe ser responsables con sus hijos, al saber ...","trome","2019/08/28"
"Celebridades opinan sobre violencia familiar","NA","NA","Jefferson Farfán le da costosos regalos. ‘Es importante que cada padre tenga claro qué significa realmente cuidar’.","trome","2019/08/28"
"Habló Yahaira Plasencia","NA","NA","'Yo soy madre soltera, entonces entiendo perfectamente lo que significa tener que trabajar duro para proveer.'","trome","2019/08/28"
"A Gustavo Zevallos también le preguntaron","NA","NA","‘Los padres deben estar siempre dispuestos a enseñar valores importantes.’","trome","2019/08/28"
"Seduce con magia negra","NA","NA","Ofrece servicios de magia blanca y negra, incluyendo rituales de protección personal y empresarial.","trome","2019/08/28"
"Poderosa Maestra Fatima ofrece ayudas espirituales","NA","NA","Ayudo personas a mejorar aspectos personales mediante técnicas ancestrales y modernas combinadas.","trome","2019/08/28"
"Novedades en seguros","NA","NA","Ahora puedes adquirir productos financieros adaptándolos completamente a tus necesidades específicas.","trome","2019/08/28"
"Torneo Crucigrama","Participa y podrías llevarte grandes premios.","","Solo tienes que resolver tu crucigrama y ponlo en los lugares autorizados de Trome.","trome","2019/08/28"
