"headline","subheadline","author","content","newspaper","date"
"Victoria de la Libertadores: Alianza Empata con Boca en su debut Copero","","Na","Alianza Atlético logró un importante resultado al igualar con Boca Juniors en su debut en la Copa Sudamericana.","correo","2018/02/30"
"Luego de que Barata Confesara Que Entregó Dinero a Fuerza 2011, el Menor de los Fujimoris Anuncia Alejamiento","","DiarioCorreo","Kenji Fujimori anunció su distanciamiento del partido Fuerza Popular tras las revelaciones de Jorge Barata sobre transferencias monetarias hechas a favor de la agrupación política.","correo","2018/02/30"
"Gobierno Renuncia a Nombramiento de Jefa de la Sunedu","Ministro Consideró Que Supertindenta Debía Salir.","'Idel Vexler'; DiarioCorreo","Tras controversias relacionadas con acusaciones de plagio, el ministro de educación solicitó la renuncia de Flor Luna Victoria, aunque finalmente se determinó dejar sin efecto su nombramiento.","correo","2018/02/30"
"Médicos Legistas Acatan Paro de 48 Horas","Familias Reclaman los Cuerpos de Sus Seres Queridos en Morgue","Grecia Llanos","Las familias expresan preocupación y frustración debido al paro indefinido de médicos forenses, impidiendo la recuperación de cuerpos necesarios para funerales.","correo","2018/02/30"
"Metro Noticias","NA","NA","Metro noticias: Hoy en día, uno pensaría que...","correo","2018/02/30"
"Nacional","NA","NA","Puigdemont ha tomado la decisión de suspender momentáneamente su investidura.","correo","2018/02/30"
"Economía Internacional","NA","NA","Michel Temer declara que no postulará a las elecciones presidenciales brasileñas.","correo","2018/02/30"
"Noticias Mundiales","Putin presenta nuevas armas rusas","NA","'El arsenal ruso incluye misiles casi imparables.' Afirma Vladimir Putin.","correo","2018/02/30"
"Prensa Local","Plaza de Armas celebra evento religioso","NA","Ciudadanos protestan contra restricciones de armas mientras se realiza ceremonia religiosa.","correo","2018/02/30"
"Sucesos Locales","Notificación de pérdida de título profesional","NA","Anuncios públicos solicitando duplicado de título profesional perdido.","correo","2018/02/30"
"Política Regional","Temer descarta postularse a presidentes","NA","Presidente brasileño expresa satisfacción sin ambiciones electorales futuras.","correo","2018/02/30"
"Información Global","Reacciones internacionales a discursos militares","NA","EE.UU. minimiza impacto de declaración militar rusa.","correo","2018/02/30"
"Elecciones Internacionales","Posponen votaciones venezolanas","NA","Rodrigo Londoño, enfermo, suspende agenda después de dolores severos.","correo","2018/02/30"
"Aeronaves Canceladas","Frío causa suspensiones de vuelos","NA","Fuerte tormenta provoca numerosas cancelaciones en aeropuertos británicos.","correo","2018/02/30"
"Cultura Popular","Película peruana destapa problemáticas sociales","NA","Producción nacional explora bullying escolar y crisis sanitaria.","correo","2018/02/30"
"Festival Cultural","Exhibición fotografía documenta tragedia histórica","NA","Mostra visual relata recuperación de comunidad afectada por ataque terrorista.","correo","2018/02/30"
"Tecnología y Medios","Renovación de contenido en TV estatal","NA","Presentación de nuevos talentos y formatos en TV Perú buscando capturar audiencia.","correo","2018/02/30"
"Literatura Nacional","Convocatoria premio literario abre inscripciones","NA","Ministerio de Cultura llama a autores a enviar trabajos para el prestigioso certamen.","correo","2018/02/30"
"Diversión Cinematográfica","Protagonistas de grandes franquicias colaboran","NA","Brad Pitt y Leo Di Caprio compartirán pantalla en nueva obra de Tarantino.","correo","2018/02/30"
"Arts Entertainment","Muere ícono de la dramaturgia mexicana","NA","María Rubio, aclamada por roles antológicos, parte a los 83 años.","correo","2018/02/30"
"Televisión Tradicional","Conductores populares retornan a pequeños espacios","NA","Adolfo Bolivar y compañía volverán a animar tardes nocturnas en Panamericana TV.","correo","2018/02/30"
"Entretenimiento Musical","Astro musical latino retorna a Lima","NA","Alejandro Fernández deleita fans limeños con espectacular performance.","correo","2018/02/30"
"Deportes Nacionales","Sporting Cristal enfrenta adversidades competitivas","NA","Equipo dirigido por Salas experimenta dificultades en encuentro clave.","correo","2018/02/30"
"Asamblea Corporativa","Modificaciones financieras corporativas","NA","Empresa energética modifica cronograma de capital complementario.","correo","2018/02/30"
"Gobierno Instituciones","Asamblea general ordinaria convocada","Walter Caceres Navarro","Abvvipip cita asociados para revisar balance financiero y planificar acciones futuras.","correo","2018/02/30"
"Selección Futbolística","Argentina ajusta plantilla para partidos amistosos","NA","Incorporación de veteranos marca cambios significativos en formación argentina.","correo","2018/02/30"
"Transferencias Deportivas","Dani Alves contempla compra de club europeo","NA","Interés potencial en propiedad de entidad liguera portuguesa surge.","correo","2018/02/30"
"Competencia Europea","Bayern Munich evalúa rendimiento de fichaje costoso","Karl Heinz Rummenigge","James Rodríguez demuestra valor dentro del conjunto germano.","correo","2018/02/30"
"Partidos Importantes","Alianza Lima empata con Boca Juniors","Guillermo Bucalemu","Blanquiazules muestran resistencia y capacidad táctica frente a gigante sudamericano.","correo","2018/02/30"
